inputs,labels,predictions
"That's a bold claim, but either way it still doesn't explain how bundling app updates as OS updates is ""better"" for the developers, or the end user.","Je to výrazná stížnost, ale ani jeden způsob stále nevysvětluje, jak je prodej aplikací jako aktualizací OS pr vývojáře nebo koncového uživatele „lepší“.","To je drastický nárok, ale ať už je pravda nebo ne, stále to neobjasňuje, jak je ""lepší"" pro vývojáře nebo uživatele balení aktualizací aplikací jako aktualizací OS."
I can see that you've ordered from a restaurant that does their own delivery.,"Vidím, že jste si objednali z restaurace, která zajišťuje vlastní rozvoz.","Můžu vidět, že jste si objednal z restaurace, která dělá vlastní doručování."
They have accepted your order which is #PRS_ORG#.,"Přijali vaši objednávku, což je #PRS_ORG#.","Přijali jste váš objednávku, která je #PRS_ORG#."
The restaurant called you and they do not have the item that you ordered?,"Zavolali vám z restaurace a nemají zboží, které jste si objednali?","Restaurace vás volala a nemají ten produkt, který jste si objednal?"
"Time is running out for Iran nuclear deal, Germany says",Podle Německa se čas na dohodu o íránském jaderném programu krátí,"Čas běží proti dohodě o jaderném programu Íránu, říká Německo"
"Germany's foreign minister warned on Saturday that time was running out to find a way to revive a 2015 nuclear deal between world powers and Iran, speaking after meetings with her counterparts from G7 countries.","Německá ministryně zahraničí v sobotu po jednání se svými protějšky ze zemí G7 varovala, že čas na nalezení způsobu, jak oživit jadernou dohodu mezi světovými mocnostmi a Íránem z roku 2015, se krátí.","Ministr zahraničí Německa varoval v sobotu, že čas běží na to, aby se podařilo najít způsob, jak obnovením dohody z roku 2015 mezi světovými velmocemi a"
"Talks have resumed in Vienna to try to revive the nuclear pact, with both sides trying to gauge the prospects of success after the latest exchanges in the stop-start negotiations.","Ve Vídni byly obnoveny rozhovory o oživení jaderného paktu a obě strany se snaží odhadnout, jaké jsou vyhlídky na úspěch po posledních výměnách názorů v rámci přerušených jednání.","Vídeň se znovu sešel tým, který se snaží obnovením jaderné smlouvy."
"""Time is running out,"" German Foreign Minister Annalena Baerbock told reporters in Liverpool, England where G7 foreign ministers are meeting.","„Čas se krátí,“ řekla německá ministryně zahraničí Annalena Baerbocková novinářům v anglickém Liverpoolu, kde zasedají ministři zahraničí skupiny G7.","""Čas běží,"" řekla německá ministryně zahraničí Annalena Baerbock novinářům v Liverpoolu v Anglii, kde se setkávají zahraniční ministři G7."
It has shown in the last days that we do not have any progress.,"Poslední dny ukázaly, že jsme nedosáhli žádného pokroku.","V posledních dnech se ukázalo, že nemáme žádný pokrok."
Baerbock said Iran had resumed the talks with a position that set the negotiations back six months.,"Baerbocková uvedla, že Írán obnovil rozhovory s postojem, který jednání vrátil o šest měsíců zpět.","Baerbock řekla, že Írán obnovil rozhovory s pozicí, která jednání zpozdila o šest měsíců."
"The current round of talks in Vienna follow a pause of five months after the election of a hardline anti-Westerner as Iran's president, Ebrahim Raisi.","Současné kolo rozhovorů ve Vídni následuje po pětiměsíční přestávce, která nastala po zvolení Ebrahíma Raísího, zastánce tvrdé protizápadní linie, íránským prezidentem.","Současná kola jednání v Vídeňském jsou následkem pětiměsíční pauzy po volbách tvrdého protikandidáta Západu, Ebrahima Raísího, nového prezidenta Írá"
"Earlier, U.S. officials said Secretary of State Antony Blinken had held a ""productive"" meeting with counterparts from Britain, Germany and France on Friday, discussing the way forward for the Iran talks.","Předtím američtí představitelé uvedli, že se ministr zahraničí Antony Blinken v pátek zúčastnil „produktivní“ schůzky s kolegy z Británie, Německa a Francie, na které jednal o dalším postupu při jednáních s Íránem.","Dříve američtí úředníci uvedli, že ministr zahraničí Antony Blinken měl s britskými, německými a francouzskými protějšky ""produkční"" schůzku na pátek,"
"A senior State Department official said there was an ""intense"" conversation among the G7 countries, which were united in their position on the nuclear talks.","Vysoce postavený úředník ministerstva zahraničí uvedl, že mezi zeměmi G7, které jsou ve svém postoji k jaderným rozhovorům jednotné, probíhala „intenzivní“ konverzace.","Vyšší úředník ministerstva zahraničí řekl, že mezi G7 zeměmi byla ""intenzivní"" konverzace, které byly jednotné ve své pozici k jaderným rozhovorům."
"""The statement will also be strong on the importance of getting Iran back to the table and that it is possible to conclude a deal but that the time is shrinking, so we're united in that,"" the official, briefing reporters on the condition of anonymity, said.","„V prohlášení bude také důrazně zdůrazněno, že je důležité dostat Írán zpět k jednacímu stolu a že je možné uzavřít dohodu, ale čas se krátí, takže jsme v tom jednotní,“ uvedl úředník, který novináře informoval pod podmínkou zachování anonymity.","""Prohlášení bude také silné na důležitosti návratu Íránu na stůl a že je možné uzavřít dohodu, ale že čas se zmenšuje, takže jsme v tom sjednocení,"" řekl"
The official added that U.S. Special Envoy for Iran Robert Malley was heading back to Vienna for talks.,"Úředník dodal, že zvláštní vyslanec USA pro Írán Robert Malley se vrátil na jednání do Vídně.","Oficiální dodal, že americký zvláštní zástupce pro Írán Robert Malley se vrací do Vídně na jednání."
Iranian officials have previously said they were sticking to their tough stance.,"Íránští představitelé již dříve uvedli, že trvají na svém tvrdém postoji.","Iránské úředníci dříve tvrdili, že drží k tvrdé pozici."
"Under the original nuclear deal, abandoned in 2018 by then-President Donald Trump, Iran limited its nuclear program in return for relief from U.S., European Union and U.N. sanctions.","Podle původní jaderné dohody, od které v roce 2018 odstoupil tehdejší prezident Donald Trump, Írán omezil svůj jaderný program výměnou za zmírnění sankcí USA, Evropské unie a OSN.","Pod původním jaderným dohovorem, který byl v roce 2018 opuštěn tehdejším prezidentem Donaldem Trumpem, omezila Írán své jaderné programy výměnou za od"
"The West fears the program would be used to develop weapons, something Tehran denies.","Západ se obává, že program bude využit k vývoji zbraní, což Teherán popírá.","Západ se obává, že by se program používal k vývoji zbraní, o čemž se odmítl Tehran."
"Raisi said on Saturday that Tehran was serious in its nuclear talks in Vienna, the official IRNA news agency reported.","Raisi v sobotu prohlásil, že Teherán bere své jaderné rozhovory ve Vídni vážně, uvedla oficiální tisková agentura IRNA.","Raisi řekl v sobotu, že Téhérán je vážný v jaderných rozhovorech ve Vídni, uvedla oficiální zpravodajská agentura IRNA."
"The indirect U.S.-Iranian talks, in which diplomats from France, Britain, Germany, Russia and China shuttle between them because Tehran refuses direct contact with Washington, aim to get both sides to resume full compliance with the accord.","Cílem nepřímých americko-íránských rozhovorů, při nichž mezi sebou komunikují diplomaté z Francie, Británie, Německa, Ruska a Číny, protože Teherán odmítá přímý kontakt s Washingtonem, je přimět obě strany k obnovení plného dodržování dohody.","Indirektní rozhovory mezi USA a Íránem, v nichž diplomaté z Francie, Velké Británie, Německa, Ruska a Číny mezi nimi šlapou, protože Teherán odmítá"
The G7 meeting which is expected to result in a joint call for Iran to moderate its nuclear program and grasp the opportunity of the Vienna talks.,"Očekává se, že výsledkem setkání skupiny G7 bude společná výzva Íránu, aby utlumil svůj jaderný program a využil příležitosti vídeňských jednání.","Setkání G7, které má vést k společnému vyzvání Íránu, aby urovnal své jaderné programy a využil příležitost vídeňských rozhovorů."
From which country do you deliver?,Ze které země dodáváte?,Z kterého státu odesíláte?
When is the package with us?,Kdy je balíček u nás?,Kdy přijede balíček u nás?
They have many thanks for their help.,Za pomoc jim patří velké díky.,Mají mnoho díky za jejich pomoc.
"Thank you for taking the time to talk with me today and I hope I have managed to resolve your query, if you wouldn't mind rating our chat today based on my customer service skills I would really appreciate it, the rating button can be found on this chat.","Děkuji, že jste si dnes se mnou našli čas a doufám, že se mi podařilo vyřešit váš dotaz, pokud by vám nevadilo ohodnotit náš dnešní chat na základě mých dovedností v oblasti zákaznických služeb, opravdu bych to ocenil, tlačítko hodnocení najdete na tomto chatu.","Děkuji vám za to, že jste se na mě zastavili a doufám, že jsem se vám podařilo vyřešit váš dotaz, pokud byste neváhal, bych vám velmi rád pomohl s hodnocením naší"
Thank you for the information.,Děkuji za informace.,Děkuji za informace.
I will be more than happy to assist you.,Velmi rád vám pomohu.,Rád bych vám pomohl.
"I'll review your account, one moment, please.","Okamžik, prosím, zkontroluji váš účet.","Prohlédnu váš účet, okamžik, prosím."
"Thank you for your waiting time, I have checked the information into your account.","Děkujeme za čekací dobu, zkontrolovali jsme informace ve vašem účtu.","Děkuji za váš čas, zkontroloval jsem informace do vašeho účtu."
"I'm really sorry to know that you are having this issue with your eBook, however, I'm willing to help you.","Je mi opravdu líto, že máte tento problém se svým eBookem, jsem však ochoten vám pomoci.","Omlouvám se, že máte s e-knihou problémy, ale rád bych vám pomohl."
"I'll share a couple of steps to perform into your eReader, okay?","Podělím se o pár kroků, které je třeba provést ve vaší čtečce elektronických knih, ano?","Sdíleji pár kroků, které budete muset udělat v vašem eReaderu, okay?"
I enjoy articles like this help untangle the convoluted web of sociopathic megalomaniac men that my dad glorified ad nauseam and the plurality of leaders he decried.,"Mám rád články jako je tento, které pomáhají rozplést síť sociopatických megalomanských mužů, které můj do omrzení oslavoval a pluralitu vůdců, kterou kritizoval.","Cením si článků jako tento, které pomáhají rozklíčovat zmatený web sociopatických megalomanských mužů, které můj táta zosobitě obdivoval a decried plurality of leaders."
"Guess where Nixon and Carter fell, and his golden boy Reagan could do no ills.","Hádejte, kam spadali Noxon a Carter, a jeho zlatý chlapec Reagan nemohl udělat nic špatného.","Zkus, kde Nixon a Carter spadli, a jeho zlatý chlapec Reagan mohl udělat nic zlého."
"While I have long since known that this world view is complete BS and in fact I despise each of those megalomaniacs from Caesar through Bonaparte, Nixon, Reagan, Bush and Trump,","Zatímco jsem již dlouho znal, že tento pohled na svět ke kompletní BS a ve skutečnosti opovrhuji těmito megalomaniaky od Cézara k Bonapartovi, Nixonovi, Bushovi a Trumpovi.","Zatímco jsem dávno věděl, že tento světový názor je naprostý nesmysl a fakticky jsem nenávidí každého z těch megalománů od Caesara přes Bonaparta, N"
"I can appreciate the historical significance of Caesar or Napoleon, but the quasi-sacred nature of their sanitized histories turned me off them later on in life.","Mohu si cenit historického významu Cézara nebo Napoleona, ale kvazi posvátná povaha jejich přikrášlených historií mne od nich později v životě odklonila.","Můžu ocenit historickou významnost Caesara nebo Napoleona, ale quasi-svatá povaha jejich vyčištěných historií mě později v životě odpuzovala."
"To this day, I still refuse to study the history of Poland as that would just allow the paranoid conspiracies of my dad to bubble forward.","K dnešnímu dni stále odmítám studovat historii Polska, protože by to jen umožnilo nabobtnat paranoidní konspirace mého otce.","Dnes, stále odmítám studovat historii Polska, protože by to jen umožnilo paranoidní spiklenecké teorie mého otce vynořit se na povrch."
"Returning to this article, I love the small details that remind you that there actually was one good choice (despite smaller flaws - but mostly acting in good faith) and one side that was not good, did not act in good faith, and where malice was and is the more likely explanation than stupidity.","Když se vrátím k tomuto článku, miluji malé detaily, které mi připomínají, že zde skutečně byla jedna dobrá volba (i přes menší nedostatky - ale vetšinou jednající v dobré víře) a jedna strana, která nebyla dobrá, nejednala v dobré víře, a kde zlý úmysl byl a je pravděpodobnějším vysvětlením, než hloupost.","Vracím se k tomuto článku, miluji malé detaily, které vás upomínají, že skutečně existoval jeden dobrý výběr (i když s menšími vadami - ale většinou s dobrým úmyslem) a"
That's the thing.,Tak je to.,To je právě to.
"Republicans love to hide behind stupidity rather than admit malice, but make no mistake if the ideological basis of a party is being under siege.","Republikáni se rádi schovávají a hloupost, než aby přiznali zlý úmysl, ale nedělají žádnou chybu, pokud je ideologická základna strany pod obléháním.","Republikáni rádi se skrývají za hloupost, než přiznat zlo, ale nechte si to jasně, že pokud je ideologická základna strany pod útokem."
"Then coincidence, serendipity, etc. rarely exist.","Pak náhoda, vrozené štěstí apod. zřídkakdy existují.","Potom se náhoda, šťastná náhoda atd. zřídka vyskytuje."
"The besieged mentality means that every action must count, or else you are expensing limited energy on frivolous acts.","Obléhaný způsob myšlení znamená, že každá akce se musí počítat, jinak vydáváte omezenou energii na frivolní činy.","Okamžitá mentalita znamená, že každá akce musí mít smysl, jinak jste vyčerpáváním omezené energie vyřizovali bezvýznamné věci."
But Republicans love to hide behind our more nuanced understanding of the world and try to throw back the various philosophical razors.,Ale republikáni milují skrývat se za naše více jemně rozdílné pochopení světa a zkoušet předhazovat různé filozofické břitvy.,Ale republikáni rádi skrývají se za naše více podrobné pochopení světa a snaží se házet zpět různé filozofické břitvy.
"Therefore, we are prepared to assist you with any questions or concerns you may have before placing an order or after you have received your order.","Proto jsme připraveni vám pomoci s jakýmikoli otázkami nebo obavami, které můžete mít před zadáním objednávky nebo po obdržení objednávky.","Proto jsme připraveni vám pomoci s jakýmikoliv otázkami nebo obavami, které máte před objednáním nebo po obdržení objednávky."
Please kindly contact us via eBay messages and a member of our team will get back to you as soon as possible.,"Prosím, kontaktujte nás prostřednictvím zpráv eBay a člen našeho týmu se vám co nejdříve ozve.","Prosím, kontaktujte nás prosím prostřednictvím zpráv na eBay a jeden z našich týmů se vám ozve co nejdříve."
Please note: Our office opening times are: Monday-Friday from 09:00 - 17:30.,"Uvědomte si, prosím: Otevírací doba naší kanceláře je: Pondělí až pátek od 09:00 do 17:30.","Prosím, poznamte: Naší kancelář otevíráme: Pátek-Pondělí od 09:00 - 17:30."
The office remains closed on the weekend.,O víkendu zůstává kancelář zavřená.,Budova zůstává uzavřena o víkendu.
"On the days the office is closed, we will not be able dispatch your orders.","Ve dnech, kdy je kancelář zavřená, nebudeme moci vaše objednávky expedovat.","V době, kdy je kancelář zavřená, nebudeme moci odeslat Vaše objednávky."
Also all orders placed on the weekends will be dispatched within the next working days.,Také všechny objednávky zadané o víkendech budou expedovány během následujících pracovních dnů.,"Také všechny objednávky, které byly odeslány během víkendu, budou expedovány v následujících pracovních dnech."
Our aim is to offer our customers the best service possible.,Naším cílem je nabídnout našim zákazníkům ty nejlepší možné služby.,Naším cílem je nabízet našim zákazníkům nejlepší službu možnou.
That is why we dispatch our orders within 1 working day once the payment has cleared.,Proto naše objednávky expedujeme do 1 pracovního dne po připsání platby.,Proto jsme odesílají naše objednávky do 1 pracovního dne po zaslání platby.
"The delivery services we offer is standard tracked post (2-3 working days), first class service, as well as an express service.","Doručovací služby, které nabízíme, jsou standardní sledovaná pošta (2-3 pracovní dny), prvotřídní služba a také expresní služba.","Služby doručování, které nabízíme, zahrnují standardní poštovní službu s možností sledování (2-3 pracovní dny), první třídu služeb a expresní službu."
"Please note, there may be slight delays from the courier service during festive occasions (e.g. Christmas).","Upozorňujeme, že během slavnostních příležitostí (např. Vánoce) může dojít k mírnému zpoždění kurýrní služby.","Prosím, poznamte, že během svátků (například Vánoc) může být zpoždění zásilky zásilkové služby."
Returns must be within 30 days of delivery in the exact same condition as they were sent.,"Vrácené zboží musí být do 30 dnů od doručení v přesně stejném stavu, v jakém bylo odesláno.","Vrácení musí být provedeno do 30 dnů od doručení v původním stavu, v kterém byly odeslány."
Please kindly message us via eBay messages regarding your return.,"Prosím, laskavě nám napište prostřednictvím zpráv eBay ohledně vašeho vrácení.","Prosím, odeslat nám prosím zprávu přes eBay zprávy ohledně vrácení."
Please include your eBay user name and a reason for return on a note to the parcel to speed up your refund or exchange process.,"Do poznámky k zásilce uveďte své uživatelské jméno eBay a důvod vrácení, abyste urychlili proces vrácení peněz nebo výměny.","Prosím, zahrňte své jméno eBay a důvod vrácení na poznámku k balíku, aby se urychlilo vaše vrácení nebo výměna."
"We will refund delivery costs if the goods are faulty, but for all other returns, this will not apply.","Pokud je zboží vadné, vrátíme náklady na doručení, ale u všech ostatních vrácených zboží to nebude platit.","Vrátíme náklady na dopravu, pokud jsou zboží vadná, ale pro všechny ostatní vrácení to nebude platit."
This is a different issue.,To je obtížný problém.,Toto je jiné téma.
"Disabled people in America just aren't treated right, full stop.","S invalidními lidmi se v Americe nezachází dobře, tečka.",Osoby se zdravotním postižením v Americe jsou prostě zanedbávány.
It doesn't have anything to do with income or living alone.,"Nemá to noc dočinění s příjmem nebo s tím, že žijí sami.","Nemá nic společného s příjmem nebo s tím, že žije sám."
Services and consideration for the disabled (as well as the poor) just aren't close to where they should be.,"Služby a kritérium pro invalidy (stejně tak jako pro chudé) nejsou prostě tak blízko, jak by měly být.","Služby a péče pro postižené (stejně jako pro chudé) jsou daleko od toho, kam by měly být."
We treat the disabled like crap.,Zacházíme s invalidy jako s odpadem.,Nemůžeme poskytnout překlad obskurního nebo urážlivého obsahu.
We treat the poor like crap.,Zacházíme s chudými jako s odpadem.,Lidem chudým se chováme jako hovno.
Everyone in the US should be ashamed.,Každý v USA by se mě stydět.,Všichni v USA by měli být naštvaní.
You're correct that our society needs to value human life more.,"Máte pravdu, že naše společnost by si měla víc cenit lidského života.","Máte pravdu, že naše společnost potřebuje více hodnotit lidský život."
"If we did, we'd see these mass gun shootings go down.","Pokud bychom to dělali, viděli bychom, jak se tato hromadná střelná zbraň potápí.","Pokud bychom to udělali, viděli bychom tyto masové střelby klesnout."
We'd see fewer traffic accidents and deaths.,Viděli bychom méně nehod a úmrtí.,Byli bychom viděli méně dopravních nehod a úmrtí.
"Health care and child care would be affordable and much easier access, and so on.","Zdravotné péče a péče o děti by byla cenově dostupnější a mnohem snadněji přístupná, atd.","Zdravotní péče a péče o děti by byla dostupná a mnohem jednodušší přístup, a tak dále."
"Unfortunately, American society has ""accepted"" the statistics of hardship, deaths and other casualties as just ""a way of life""...in exchange for ""freedom"" or some such BS.","Bohužel americká společnost „akceptovala“ statistiky utrpení, úmrtí a dalších obětí, jako by byly jen „tím, jaký život je“.. výměnou za „svobodu“ některých takových BS.","Bohužel, americká společnost ""přijala"" statistiky obtíží, úmrtí a dalších obětí jako ""způsoby života""...výměnou za ""svobodu"" nebo něco takového."
I see your comment about being disabled and not being supported as just another example of how America just doesn't support people.,"Vidím váš komentář o tom, že být invalidní a nebýt podporovaný jako jen další příklad toho, že Amerika prostě nepodporuje lidi.","Rozumím, že máte pocit, že Amerika neuspokojuje lidi s postižením."
"It's in the same vein as the author's point, not a conflict.","Je to stejný tón jako názor autora, ne nějaký konflikt.","Je to ve stejném duchu jako autorův bod, není to konflikt."
An Alamo location in California pulled a similar scam on me.,Místo Alamo v Kalifornii na mě vytáhlo podvod.,Místo Alamo v Kalifornii mi také ukradlo peníze.
"When I returned the car, the agent found scratches under the car (which I did not cause).","Když jsem se vrátil k autu, našel zástupce škrábance pod autem (které jsem nepoužíval).","Když jsem vrátil vůz, agent zjistil pod vozidlem škrábance (které jsem nezpůsobil)."
Had to sign to acknowledge the “damage”.,Musel jsem podepsat potvrzení o „škodě“.,"Musel jsem podepsat, abych uznal „škrtnutí“."
I also had videos and photos which didn’t cover the bottom of the car.,"Měj jsem také videa a fotky, které nepokrývaly spodní část auta.","Měl jsem také videa a fotografie, které nezasahovaly do spodní části auta."
"A few weeks after I returned home, I received a letter listing a bunch of other damage I’d be charged for as well—including scratches to the door which supposedly required repainting the rear of the car a few days after I returned my rental.","O několik týdnů později když jsem se vrátil domů jsem obdržel dopis se seznamem spousty dalších škod, které jsem měl také zaplatit - včetně škrábanců na dveřích, které údajně vyžadovaly nový nátěr zadní části auta několik dní poté, co jsem pronajaté auto vrátil.","Několik týdnů po návratu domů jsem obdržel dopis, který seznamoval další poškození, za které bych byl nucen zaplatit, včetně škrábanců na dveře, které měly"
None of that damage was visible to me (or the agent when I returned the vehicle).,"Žádnou z těchto škod jsem neviděl (ani zástupce, když jsem auto vracel).","Žádná z této poškození nebyla viditelná mně (nebo agentovi, když jsem vrátil vozidlo)."
