inputs,labels,predictions
"An architect from Ahmedabad, Gujarat, Modi's home state, has proposed a towering sandstone structure 161 feet (49 meters) high with five domes.","Arkitekt frá Ahmedabad í Gujarat, heimaríki Modi, hefur lagt fram tillögu um 49 metra (161 fets) háa sandsteinsbyggingu með fimm hvelfingum.","Hann er arkitekt frá Ahmedabad, Gujarat, Modi's heimastaður, sem hefur lagt fram hugmynd um stór sandsteinsgerð 161 fætur (49 metrar) hár"
"Yogi Adityanath, Uttar Pradesh's chief minister and a Hindu monk, requested that Ayodhya hold a special cleaning and purification ceremony and for all of the city's temples to light oil lamps ahead of Modi's visit, the Press Trust of India news agency reported.","Yogi Adityanath, aðalráðherra Uttar Pradesh og hindúmunkur, bað um að Ayodhya myndi halda sérstaka hreinsunarathöfn og að öll hof borgarinnar kveiktu á olíulömpum fyrir heimsókn Modi, samkvæmt fréttastofunni Press Trust of India.","Yogi Adityanath, forsætisráðherra Uttar Pradesh og hindúklukkari, krafði að Ayodhya fengi sérstakt skemmtun og reynsluk"
"Adityanath said the occasion marked the end of a ""500-year struggle,"" PTI reported.","Adityanath kvað þessa athöfn marka lok „500 ára átaka,“ sagði PTI.","Hann sagði að hópurinn markaði endurkomu íslam í Indlandi, sem var ""500 ára baráttu"" endurkomu."
Kanye West issues public apology to wife Kim Kardashian after marriage revelations,Kanye West biður eiginkonu sína Kim Kardashian afsökunar opinberlega eftir uppljóstranir úr hjónabandinu,Kanye West gengur út á opinbera vísa til eiginkonunnar sinnar Kim Kardashian eftir að skilnaðarupplýsingar komu fram
"Kanye West has apologised to wife Kim Kardashian for going public with a ""private matter.""",Kanye West hefur beðið eiginkonu sína Kim Kardashian afsökunar á því að hafa talað opinberlega um „einkamál“.,"Kanye West hefur sakað skuldbökur fyrir kona sína Kim Kardashian fyrir að ræða ""persónulegt má"" opinberlega."
The rapper revealed during an event in South Carolina that the couple had considered aborting their first child.,Rapparinn sagði frá því á viðburði í Suður-Karólínu að parið hefði íhugað þungunarrof áður en fyrsta barn þeirra fæddist.,Höfundurinn ræddi á fundi í Suður-Karólínu að þau höfðu hugsað að hafa lítið barn þeirra.
"Following a tumultuous week in which he made a series of claims against his wife and her family, West has now tweeted an apology.",Eftir að hafa sett fram röð ásakana gegn eiginkonu sinni og fjölskyldu hennar í viðburðaríkri viku hefur West nú birt afsökun á Twitter.,Eftir því sem hann hefði gert rökræður gegn eiginkonu sinni og fjölskyldu hennar í ræðum sem voru lítið fyr
West also reportedly paid a visit to hospital hours after being visited by Justin Bieber at his ranch in Wyoming.,West ku einnig hafa leitað til sjúkrahúss nokkrum klukkustundum eftir að Justin Bieber heimsótti hann á sveitasetur hans í Wyoming.,West sagði einnig að hann hefði farið til sjúkrahúss klukkustundir eftir að Justin Bieber hefði komið til hans á bænum
"He said: ""I would like to apologise to my wife Kim for going public with something that was a private matter.",Hann sagði: „Ég vil biðja eiginkonu mína Kim afsökunar fyrir að hafa opinberað nokkuð sem er einkamál.,"Hann sagði: ""Ég vildi óska máls og skilja fyrir konu mín Kim fyrir að ræða þetta opinberlega sem var í persónulegum máli"
I did not cover her like she has covered me.,Ég stóð ekki með henni eins og hún hefur staðið með mér.,Ég var ekki með henni eins og hún hefur verið með mér.
"""To Kim I want to say I know I hurt you. Please forgive me. Thank you for always being there for me.""",„Til Kim vil ég segja að ég veit að ég særði þig. Fyrirgefðu mér. Takk fyrir að vera alltaf til staðar fyrir mig.“,"Hér er það í íslensku: ""Að Kim vilt að ég segi því að ég fórðaði þig. Þakka þér fyrir að"
"West's erratic tweets including claims his wife had tried to get him locked up by doctors and he made a series of accusations against his mother-in-law, Kris Jenner.","Óútreiknanlegar Twitter-færslur West fólu meðal annars í sér fullyrðingar um að eiginkona hans hefði reynt að láta lækna loka hann inni, og hann setti einnig fram röð ásakana gegn tengdamóður sinni, Kris Jenner.","West's óvæntar tweets, þar sem hann segir að kona hans hefði reynt að fá hann lokaður af læknum og að hann hefði gert"
"He also said he had tried to divorce Kardashian West, who he married in 2014.","Hann sagði einnig að hann hefði reynt að skilja við Kardashian West, sem hann giftist árið 2014.","Hann sagði einnig að hann hefði reynt að skilja sig frá Kardashian West, sem hann giftist árið 2014."
"Amid fears for her husband's state of mind, Kardashian West, the mother of West's four children, issued a lengthy statement saying she and her family were ""powerless"" to intervene and reminded fans he has bipolar disorder.","Í miðri umræðunni um geðheilsu West, gaf Kardashian West, móðir fjögurra barna þeirra, út langa yfirlýsingu þar sem hún sagði sig og fjölskyldu sína vera „vanmáttuga“ þegar kemur að því að grípa inn í og minnti aðdáendur á að hann væri með geðhvarfasýki.","Með óvissu um aðhald sinn, gaf Kardashian West, móðir West fjögurra börna, langt lýsingu þar sem hún og fjölskyldan hennar"
"She said: ""He is a brilliant but complicated person who on top of the pressures of being an artist and a black man, who experienced the painful loss of his mother, and has to deal with the pressure and isolation that is heightened by his bi-polar disorder.""",Hún sagði: „Hann er frábær en flókin manneskja sem auk þess að vera undir því álagi að vera listamaður og svartur maður hefur upplifað sársaukafullan móðurmissi og þarf að glíma við álagið og einangrunina sem geðhvarfasýkin eykur enn frekar á.“,"Hún sagði: ""Hann er skemmtilegur en samviss manns sem á meðal þess að vera listamann og svartur maður, sem hefur upplifð"
"She added that she has not discussed his condition before because she is ""very protective of our children and Kanye's right to privacy when it comes to his health.""",Hún bætti því við að hún hefði ekki rætt um sjúkdóm hans áður vegna þess að hún passar „mjög vel upp á rétt barnanna okkar og Kanye til friðhelgi einkalífsins í tengslum við heilsufar“.,"Hún sagði einnig að hún hafi ekki rætt um hans ástand áður vegna að hún sé ""mjög varnandi um börn okkar og rétt til persón"
"She added: ""But today, I feel like I should comment on it because of the stigma and misconceptions about mental health.""","„En í dag finnst mér ég þurfa að segja eitthvað um það vegna þeirrar skammar og ranghugmynda sem fólk hefur um geðheilbrigði,“ bætti hún við.","Hún sagði: ""En í dag, það er líklegt að ég skrifa um það vegna þess að það er mikil stigma og miskenningar um sálhe"
West made his abortion claims during an event on July 19.,West lét ummæli sín um þungunarrof falla á viðburði 19. júlí.,West gaf upp áboðsöku sína árið 19. júlí.
North Korea declares state of emergency as Covid-19 case reported,Lýst yfir neyðarástandi í Norður-Kóreu eftir grun um Covid-19,Húnkóra lýsir yfir landsskjaldbökk gegn Covid-19 eftir að sambærilegt slagið var uppgötvað.
"North Korean leader Kim Jong-un convened an emergency politburo meeting after a person suspected of having Covid-19 returned from South Korea after illegally crossing the border this month, state media said on Sunday.","Kim Jong-un, leiðtogi Norður-Kóreu, hélt neyðarfund í framkvæmdastjórn Norður-Kóreu eftir að maður sem grunur liggur á um að hafi verið smitaður af Covid-19 kom til landsins frá Suður-Kóreu er hann fór ólöglega yfir landamærin fyrr í mánuðinum, að sögn ríkisfjölmiðla á sunnudaginn.",Hinn norrskur leiðtogi Kim Jong-un haldur samkomu politburóar á kreppu eftir að einstaklingur sem var líklega með Covid-19 kom til
"If confirmed, it would be the first case officially acknowledged by North Korean authorities, who have so far said the country has no confirmed cases of coronavirus.","Ef þetta fæst staðfest væri um fyrsta tilfellið sem yfirvöld í Norður-Kóreu viðurkenna, sem hafa hingað til haldið fram að ekkert staðfest kórónuveirusmit hafi fundist í landinu.","Ef það hefur orðið staðfest, er það fyrsta tilvikið sem norðurkóreskur ríkisstjórn hefur viðurkennt, en þ"
"Kim declared a state of emergency and imposed a lockdown on the border city of Kaesong, calling it a ""critical situation in which the vicious virus could be said to have entered the country,"" state news agency KCNA reported.","Kim lýsti yfir neyðarástandi, setti á útgöngubann í landamæraborginni Kaesong og kallaði þetta „alvarlegt ástand þar sem segja má að þessi skæða veira hafi borist inn í landið,“ samkvæmt ríkisfréttastofunni KCNA.","Kim lýsti landssamiði og setti lokadóma á landamærinu borg Kaesong, og kallaði það ""þröngustu máli þar sem óvæ"
"According to KCNA, a person who defected to South Korea three years ago returned across the fortified border that divides the two Koreas with symptoms that suggested Covid-19.","Samkvæmt KCNA var það einstaklingur sem hafði flúið til Suður-Kóreu fyrir þremur árum sem snéri aftur yfir víggirt landamærin sem skilja Kóreulöndin tvö að, með einkenni sem bentu til Covid-19.",Samskipti KCNA segir að einstaklingur sem flúði til Suður-Kóreu þrjú árum síðan kom aftur yfir landamörk sem skipta
"""An emergency event happened in Kaesong city where a runaway who went to the south three years ago, a person who is suspected to have been infected with the vicious virus returned on 19 July after illegally crossing the demarcation line,"" KCNA said.","„Í Kaesong-borg kom upp neyðarástand þegar flóttamaður sem fór suður fyrir þremur árum, einstaklingur sem grunað er að sé smitaður af veirunni skæðu, kom aftur til landsins 19. júlí eftir að hafa farið ólöglega yfir landamærin,“ sagði KCNA.","""Eftirfarandi lítið óræði fór fram í Kaesongborg, þar sem einstaklingur sem flúði til suðurs þrjú árum síðan,"
"KCNA did not specifically mention whether the individual had been tested, but said an ""uncertain result was made from several medical check-ups of the secretion of that person's upper respiratory organ and blood,"" prompting officials to quarantine the person and investigate anyone he may have been in contact with.","KCNA tók ekki fram hvort einstaklingurinn hefði verið prófaður en sagði að „óljós niðurstaða hefði fengist úr mörgum læknisskoðunum á sýni úr koki og nefholi, sem og blóðsýni,“ sem leiddi til þess að yfirvöld settu einstaklinginn í sóttkví og munu rannsaka alla sem hann hefur komist í návígi vi","Hafi KCNA ekki ákveðið hvort einstaklingurinn hefði verið prófaður, en sagði að ""óvissan niðurstöðu var kom"
"North Korea has received thousands of coronavirus testing kits from Russia and other countries, and imposed strict border closures.",Norður-Kórea hefur fengið þúsundir kórónuveiruprófunarsetta send frá Rússlandi og öðrum löndum og hefur sett strangar reglur um lokanir landamæranna.,Hvaða Norður-Kórea hefur fengið þúsundir prófsetja fyrir koronavírus frá Rússlandi og öðrum löndum og lagt á
"Thousands of people in the secretive nation were quarantined, but restrictions had recently eased.",Þúsundir manna í þessu leyndardómsfulla ríki voru settar í sóttkví en nýlega hefur verið létt á takmörkunum.,"Þúsundir manna í því hemiliga landi voru lögð í karanténa, en aðvörunarreglur höfðu nýlega verið lágðar ni"
"In recent weeks, North Korea has also stepped up a campaign criticising defectors to South Korea as ""human scum"" and calling for South Korea to crack down on groups that send propaganda messages and food aid into the North.",Undanfarnar vikur hefur Norður-Kórea einnig sett aukinn kraft í herferð sem gagnrýnir fólk sem flúið hefur til Suður-Kóreu og nefnt það „úrþvætti“ og kallað eftir því að Suður-Kórea taki hart á hópum sem senda áróður og mataraðstoð til norðurs.,Í síðustu vikum hefur Norður-Kórea líka haldið fram róðri gegn þeim sem láta sig flýja til Suður-Kóreu og nefna þ
"Kim ordered an investigation into the military units along the border where the person was suspected of crossing to ""administer a severe punishment and take necessary measures.""","Kim skipaði fyrir um rannsókn á herdeildum við landamærin þar sem grunur lék á um að einstaklingurinn hefði farið yfir, til að „grípa til harðrar refsingar og gera nauðsynlegar ráðstafanir“.","Hún beði um rannsókn á hernámum línu landamæra þar sem maður var trúður hafa krossað ""til að gera mikinn stríð og t"
Over 30 Employees Test Coronavirus Positive At Single Bank Branch In Tamil Nadu,Fleiri en 30 starfsmenn bankaútibús í Tamil Nadu greinast með kórónuveiruna,Yfir 30 starfsmenn eru með COVID-19 á einu bankabrjóti í Tamil Nadu
"At least 38 employees of a national bank's main branch in Tiruchirappalli, Tamil Nadu, have tested positive for coronavirus, officials from the bank and the local civic body have said.","Að minnsta kosti 38 starfsmenn aðalútibús landsbanka í Tiruchirappalli, Tamil Nadu hafa greinst með kórónuveiruna að sögn fulltrúa bankans og staðaryfirvalda.",Á að að að að að að að að að að að að að að að að að að að að að að að að a
"According to the officials, the customers who visited the bank have also been advised to voluntarily appear for coronavirus tests.",Að sögn fulltrúanna hefur viðskiptavinum sem áttu leið í bankann einnig verið ráðlagt að gefa sig fram í skimun fyrir veirunni.,Samsíður embættismanna eru að ráða þeim sem hafa skoðað bankann að taka þátt frjálst í koronavirusnæmi.
"Earlier, a senior official of the branch who was suffering from other complications, had died of COVID-19.","Áður hafði útibússtarfsmaður í stjórnunarstöðu, sem einnig stríddi við aðra sjúkdóma, látist af völdum COVID-19.","Að aðrar tíma hafði einn gamli stjórnmálamaður í skiptinum, sem var áhrifalaus vegna annarra sjúkdóma, dáið vegna"
"The positive cases came to light after a mass medical screening camp was held at the bank recently, the officials said.","Smitin komu í ljós eftir að fjöldaskimun fór fram í bankanum nýlega, að sögn fulltrúa.","Hátturinn kom fram eftir að haldið var á massamælingar á bankanum nýlega, segja embættismenn."
Senior bank officials said the disinfection process had been completed and the bank might resume operations from tomorrow.,Stjórnendur í bankanum sögðu að sótthreinsun væri lokið og að bankinn gæti opnað á ný á morgun.,Bæjarstjórar segja að skýrðun hafi verið lokið og bankinn gæti hægt að hafa opnað aftur frá á morgun.
Corporation health officials are in touch with the customers who visited the bank.,Heilbrigðisfulltrúar fyrirtækisins hafa sett sig í samband við þá viðskiptavini sem heimsóttu bankann.,Eigendlega eru samkeppnissályðir í tengu við þá sem fóru að bankinu.
"Tamil Nadu, with the highest virus cases in the country after Maharashtra, has reported an overall 2,06,737 positive cases of the virus as of Saturday.","Á laugardaginn höfðu alls 206.737 tilfelli greinst í Tamil Nadu, en þar hafa næstflest tilfelli greinst í landinu, á eftir Maharashtra.","Tamil Nadu, með flestum fyrirfalli fyrir sjúkdómanna í landinu eftir Maharashtra, hefur skýrt 2,06,737 fyrirfalli af sjúkd"
"Kudlow says next coronavirus stimulus bill will include more checks, extend moratorium on evictions",Kudlow segir að frumvarp um næsta hvatapakka vegna kórónuveirunnar feli í sér fleiri ávísanir og frestun á útburði framlengd,"Kudlow segir að næsta leyfi fyrir koronavírusið mun innihalda fleiri skrár, og breiða úrferðarlagi á búsetu."
White House economic adviser Larry Kudlow promised on Sunday that the federal government will extend the moratorium on evictions and send out another round of checks as part of the next coronavirus stimulus package.,"Larry Kudlow, efnahagsráðgjafi Hvíta hússins, lofaði því á sunnudaginn að alríkisstjórnin myndi framlengja frestun á útburði og senda aftur út ávísanir sem hluti af næsta hvatapakka vegna kórónuveirunnar.",Háskólabúðirnar á fjármálaráðherra Larry Kudlow borgaði í sunnudagsmorgun að ríkisstjórnin mun halda á
Kudlow's comments come after a week where the White House's hoped for payroll tax cuts were shot down by Congress.,"Ummæli Kudlow koma fram nú, en Hvíta húsið hafði í vikunni vonast til að þingið myndi hafna tillögum um lækkun launaskatts.",Kudlow's comments come after a week where the White House's hoped for payroll tax cuts were shot down by Congress.
"""There's a $1,200 check coming.  That is going to be part of the new package.  I would have preferred a payroll tax cut, on top of that check,"" Kudlow said on CNN's ""State of the Union.""","„Það er 1200 dala ávísun á leiðinni.  Það verður hluti af nýja pakkanum.  Ég hefði kosið lækkun launaskatts til viðbótar við ávísunina,“ sagði Kudlow í þættinum „State of the Union“ á CNN.","""Það kemur $1,200 check.  Það er að vera hluti af nýju pakka.  Ég hef líka vel það að láta lána líða"
"""But, be that as it may, politically, it doesn't work.""",„En hvað sem því líður gengur það ekki upp pólitískt séð.“,"""En þó, sem það er, það virkar ekki á stjórnmálasviðinu."""
"While no deal has been officially announced, Treasury Secretary Steve Mnuchin and White House chief of staff Mark Meadows have been on Capitol Hill recently to discuss the details of a new relief package with congressional leaders.","Þrátt fyrir að ekkert samkomulag hafi verið opinberað hafa fjármálaráðherrann Steve Mnuchin og Mark Meadows, starfsmannastjóri Hvíta hússins, verið á Capitol Hill nýlega til að ræða smáatriði nýja hvatapakkans við leiðtoga þingsins.","Hvaðan hefur engin samning verið almennt tilkynnt, hefur ríkissjóðsverður Steve Mnuchin og stjórnarstjóri Hvíta h"
"On ending the additional $600 in unemployment benefits the federal government was supplying, Kudlow argued that the extra money was hurting small businesses from hiring workers.",Þegar Kudlow var inntur eftir skoðunum á því að alríkisstjórnin ætlaði að hætta 600 dala aukagreiðslum í atvinnuleysisbætur hélt hann því fram að þessir aukapeningar gerðu litlum fyrirtækjum erfitt fyrir að ráða fólk í vinnu.,Hlutverk Kudlow var að móta að þegar ríkisstjórnin lauk að veita þrjár hundruð dollara í dagsfjárhæð
"""We have had a flood of inquiries and phone calls and complaints that small stores and businesses, restaurants can't hire people back,"" he said.","„Við höfum fengið flóð fyrirspurna og símtala og kvartana um að litlar verslanir, fyrirtæki og veitingastaðir geti ekki ráðið fólk aftur í vinnu,“ sagði hann.","""Við hefum haft flóð af spurningum og símsendingum og klukkuskálum að lítiða verslunum og fyrirtækjum, ræstum og bú"
"""They went too far. Maybe last March, it was necessary for that, but, really, there are consequences of people not returning to work.""",„Það var gengið of langt. Kannski var þetta nauðsynlegt í mars en í raun eru afleiðingarnar þær að fólk snýr ekki aftur til vinnu.“,"Þeir gengu langt. Eftir að vera það þörflegt í mars síðastliðinn, en rétt, eru þar afleiðingar af því að fólk"
"Mnuchin earlier in the day on ""Fox News Sunday"" said it a little more bluntly: ""I think workers and Americans understand the concept that you shouldn't be paid more to stay home than to work.""",Mnuchin var ögn berorðari fyrr um daginn í „Fox News Sunday“: „Ég held að launafólk og Bandaríkjamenn skilji að þú ættir ekki að fá meira greitt fyrir að vera heima en að vinna.“,"Mnuchin sagði áður í dag á ""Fox News Sunday"" þetta meira óbeinlega: ""Ég held að starfsmenn og Bandaríkismenn skilja það"
"Mnuchin said the new bill will provide additional unemployment benefits, but noted that it will be less than the payments issued under the CARES Act.",Mnuchin sagði að nýja frumvarpið myndi fela í sér auknar atvinnuleysisbætur en að þær yrðu lægri en greiðslurnar samkvæmt CARES-lögunum.,"Mnuchin sagði að nýi lögum mun vera veittar aukin útlánastyrkir, en lýsti því einnig frá að það mun vera færri"
He said some workers were collecting more than they earned on the job.,Hann sagði sumt launafólk fá meira greitt en það hefði unnið sér inn í vinnu.,Hann sagði að sumir starfsmenn hafið samlað meira en þeir fengu fyrir vinnu.
"As a result, when businesses were reopening some employees did not have an incentive to return to work.",Þess vegna væri enginn hvati fyrir sumt starfsfólk að snúa aftur til vinnu þegar fyrirtæki opnuðu á ný.,"Svo varð það að þegar fyrirtæki fóru að opna aftur, voru einhverjar starfsmenn án áhugamála til að fara aftur"
"The secretary said the Trump administration and Senate Republicans are on the same page with a $1 trillion package, but noted that in the interest of passing a bill quickly, issues that are more difficult to negotiate with Democrats could be held off for another bill.",Ráðherrann sagði að ríkisstjórn Trumps og repúblikanar í öldungadeildinni væru á sömu blaðsíðu með pakka upp á eina billjón dala en tók fram að til að unnt væri að samþykkja frumvarpið fljótt gæti þurft að geyma málefni sem erfiðara væri að ná saman um við demókrata fyrir síðara frum,"Skrifstjóri sagði að Trump-stjórnin og senaþingmennirnir eru á sama síðu með $1 trillion pakka, en lýsti því einnig"
"Police try new, less-lethal tools as protests continue",Lögreglan prófar ný skaðminni vopn í áframhaldandi mótmælum,"Lögreglan rannsakar ný, minna árásarverktæki ásamt að því að þjónusta áfram."
"As violent clashes continue between law enforcement and protesters in Portland and around the country, debate is swirling around how police can cut back on lethal force.",Á meðan hörð átök halda áfram milli löggæslumanna og mótmælenda í Portland og víðar í landinu fara fram miklar umræður um hvernig lögreglan geti minnkað valdbeitingu sem kostar mannslíf.,"Hér er þýðingin:
Svo er ræða í lofti um hvernig lögreglan geti minnkað vopnsliga aðferðir sínar þegar ár"
"Some companies are stepping up to offer new high-tech tools like remote handcuffs for police to use instead of the more dangerous options like pepper spray, rubber bullets and flash grenades.","Fyrirtæki hafa sett á markað ný hátæknitól fyrir lögregluna, svo sem fjötra sem skotið er af færi, í stað hættulegra úrræða á borð við piparúða, gúmmíkúlur og blossasprengjur.",Eitthvað fyrirtæki er að taka á móti að bjóða upp á nýjar hæðar teknískar verkfæri líka fjölluðar handf
Human rights group Amnesty International analyzed 500 videos from protests from May 26 through June 5 and found 125 incidents of excessive force across 40 states and the District of Columbia.,Mannréttindahópurinn Amnesty International greindi 500 myndbönd frá mótmælunum frá 26. maí til og með 5. júní og fann 125 tilvik um of mikla valdbeitingu í 40 ríkjum auk District of Columbia.,Hjúskráræðisherra-þingi Amnesty International rannsakaði 500 myndband frá mótmælum frá 26. maí til 5. júní og fann
"""We saw a misuse of tear gas, pepper spray, pepper balls, 40 millimeter impact rounds, basically every combination of less-lethal weapon being used in inappropriate ways,"" said Amnesty International weapons investigator Brian Castner.","„Við sáum ranga notkun á táragasi, piparúða, piparkúlum, 40 mm höggkúlum og í raun allar samsetningar af rangri notkun óbanvænna vopna,“ sagði Brian Castner, vopnarannsakandi Amnesty International.","""Við sáum misskilning á vatnsgas, piparótt, piparóttaballar, 40 millimeter áhrifabúnaðar, aðgerðir sem eru líka"
"Still, some insist that having options is important for avoiding the need for a firearm.",Engu að síður eru ýmsir á því máli að mikilvægt sé að hægt sé að grípa til úrræða annarra en skotvopna.,Þótt sumir halda því fram að hafa valmöguleika sé mikilvægt til að undanfara þörf fyrir líffræðilega vopn.
"""All of these devices should be at hand for the cops to use other than deadly physical force being used by a firearm because it's the only profession in America where the citizens give you the right to take your life,"" said Corey Pegues, former New York Police Department Deputy Inspector.","„Lögreglan ætti að hafa öll þessi tæki innan handar í stað þess að nota banvæn skotvopn því þetta er eina starfsstéttin í Bandaríkjunum sem borgarar veita réttinn til að taka líf þeirra,“ sagði Corey Pegues, fyrrverandi yfirlögregluþjónn lögregludeildarinnar í New York.","""Öll þessi tæki skulu vera að handa fyrir lögregluna til að nota annað en lífshættuleg fysísk kraftur sem er notuð me"
"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eitt nýjasta tólið er nefnt „Bola Wrap“, en það er handhelt tæki sem skýtur 8 feta snúru sem vefst utan um hinn grunaða.","Einn af nýjasta verkfærum er kallað Bola Wrap, lítið handhöfða verkfæri sem skjótar út 8 fæta Kevlar snúru sem"
"There are Long Range Acoustic Devices, also known as sound canons, directed energy weapons that use lasers to heat a person's skin, new projectiles made from things like foam and chalk, stink bombs, and of course the Taser.","Til eru langdræg hljóðtæknitæki, einnig nefndar hljóðbyssur, sem og orkuvopn sem nota leysigeisla til að hita húð fólks, nýjar gerðir skota úr efnum eins og froðu og kalksteini, fýlubombur og auðvitað rafstuðbyssan.","Eftirfarandi vopn eru til staðar: langtengdir hljóðvopn, þekkt sem hljóðkannónar, rýmiþrýstivopn sem nota"
"Shares of Axon, the company that makes the Taser, spiked more than 18%, reaching all-time highs when protests turned violent days after the police killing of George Floyd.","Gengi hlutabréfa í Axon, fyrirtækinu sem framleiðir rafstuðbyssur, hækkaði um meira en 18% og hafði aldrei verið hærri þegar átök brutust út í mótmælunum dögum eftir dráp lögreglunnar á George Floyd.","Aðilar í Axon, fyrirtækinu sem framleiðir Taser, stöku upp meira en 18%, og náðu hámarki sínum þegar óróið varð á"
The market for less-lethal weapons is expected to reach $11.85 billion by 2023.,"Áætlað er að markaðurinn fyrir minna banvæn vopn nái 11,85 milljörðum dala árið 2023.","Markaður fyrir lítil-vopnum er áætlaður að ná $11,85 milljörðum árið 2023."
