inputs,labels,predictions
"„Þessar auglýsingar hafa ferðast víðar en við bjuggumst við,“ segir Egill en þess má geta að yfir fjórar milljónir manna hafa horft á efnið á YouTube.","""These advertisements have travelled further than we expected,"" says Egill, and it may be pointed out that over four million people have watched the content on YouTube.","“Those ads have spread far and wide, but we're used to it,” says Egill, noting that over four million people have watched the content on YouTube."
„Við hefðum ekki getað óskað eftir betri byrjun.“,"""We couldn't have wished for a better start.""",„We could not have asked for a better start.“
"Myndirnar hér á opnunni tók Árni Sæberg, ljósmyndari Morgunblaðins, við tökur á auglýsingum sem bera yfirskriftina „Let It Out“ um miðjan síðasta mánuð.","The photographs in this spread were taken by Árni Sæberg, photographer for Morgunblaðið, during the shooting of the ""Let It Out"" advertisements in the middle of last month.","The photos here on the opening were taken by Árni Sæberg, photographer of Morgunblaðið, during the filming of ads with the caption ""Let It Out"" in mid-last month."
"Tökurnar fóru fram vítt og breitt, svo sem á Skólavörðustígnum í Reykjavík, í Reynisfjöru, við Skógarfoss, á Sólheimajökli og í helli við Hjörleifshöfða.","Shooting took place in various locations, including on Skólavörðustígur in Reykjavik, at Reynisfjara, Skógarfoss waterfall, on Sólheimajökull glacier and in a cave by Hjörleifshöfði.","The rocks went far and wide, such as on Skólavörðustígur in Reykjavík, in Reynisfjöru, by Skógarfoss, on Sólheimajökull and in the cave"
Leikstjórar voru Samúel Bjarki Pétursson og Gunnar Páll Ólafsson hjá Skoti productions og tökumaður Óttar Guðnason.,Samúel Bjarki Pétursson and Gunnar Páll Ólafsson at Skoti productions directed and Óttar Guðnason was the cameraman.,Directors were Samúel Bjarki Pétursson and Gunnar Páll Ólafsson at Skoti productions and technician Óttar Guðnason.
"Í hlutverkum í téðum tökum voru hin íslenska Anna Jia og Murphy Cardenas, sem er frá Kúbu og Ungverjalandi.","Actors in these shoots were Anna Jia from Iceland and Murphy Cardenas, who is from Cuba and Hungary.","In roles in the series were Icelandic Anna Jia and Murphy Cardenas, who is from Cuba and Hungary."
Tugir Íslendinga komu að gerð auglýsinganna en á sama tíma og upptökur fóru fram á Suðurlandi var annar hópur á Vesturlandi og Vestfjörðum.,"Tens of Icelanders were involved in making the advertisements, and while shooting was taking place in South Iceland, another crew was working in West Iceland and the Westfjords.","The Icelandic crew came to make the commercials, but at the same time as the filming took place in South Iceland, another group was on West Iceland and Westfjords."
Að sögn Egils er „Let It Out“ aðeins fyrsti liður í Looks Like You Need Iceland-herferðinni en stefnt er að vetrarherferð í samstarfi við M&C Saatchi.,"According to Egill, ""Let It Out"" is only the first part of the Looks Like You Need Iceland campaign, with a winter campaign being planned in collaboration with M&C Saatchi.","According to Egil's account, ""Let It Out"" is only the first part of the Looks Like You Need Iceland journey, but the goal is a winter journey in collaboration with M&C Saatchi."
"„Þetta er bara fyrsti fasinn í þessari vinnu fyrir Íslandsstofu,“ segir Egill og bætir við að samstarfið við M&C Saatchi hafi gengið afskaplega vel.","""This is only the first phase in this work for Promote Iceland,"" says Egill, adding that the collaboration with M&C Saatchi has gone extremely well.","„This is just the first phase in this work for the Icelandic Government,"" says Egill, adding that the partnership with M&C Saatchi has gone extremely well."
„Það er frábært að vinna með þeim.,"""It's great working with them.",„It's great to work with them.
Í svona verkefnum skiptir miklu máli að hafa erlenda samstarfsaðila með þekkingu á þeim mörkuðum sem við erum að tala við.“,"It's very important in projects like this to have foreign partners who are knowledgable about the markets we're addressing.""","""In projects like this, it makes a big difference to have international partners with knowledge of the nuances we're dealing with."""
"Sprengisandur: Ræða stöðuna á vinnumarkaði, lífeyrissjóði og margt fleira","Sprengisandur: Discussion of the situation on the labour market, pension funds and much more","Translation: Sprengisandur: Discussing the situation on the labor market, pension fund and many more"
"Ásmundur Einar Daðason félags- og barnamálaráðherra, mætir í Sprengisand sem hefst klukkan tíu á Bylgjunni í dag.","Ásmundur Einar Daðason, Minister of Social Affairs and Children, will be a guest on Sprengisandur today at ten o'clock on Bylgjan.","Ásmundur Einar Daðason, Minister of Social Affairs and Children, meets in Sprengisand which starts at 10 am on Bylgjun today."
"Hann er einnig vinnumarkaðsráðherra og ræðir stöðuna á vinnumarkaði sem slíkur, Icelandair-málið og fleiri mál.","He is also Labour Market Minister and will, as such, discuss the current labour market situation, the Icelandair issue and more.","He is also labour market minister and speaks on the situation on the labour market as such, the Icelandair case and other cases."
Hann ræðir einnig landsbyggðarmál og flutning starfa út á land sem gengið hefur illa og verið umdeildur undanfarin ár og áratugi.,"He will also discuss the issues of rural areas and the relocation of jobs there, which has been unsuccessful and controversial in recent years and decades.",He also speaks on rural affairs and the transportation of work to the countryside which has been poorly managed and controversial in recent years and decades.
"Ragnar Þór Ingólfsson, formaður VR, mætir einnig í þáttinn en hann mun ræða gagnrýni sína varðandi fjárfestingar lífeyrissjóða og leggur fram hugmyndir um að verkalýðshreyfing og atvinnurekendur dragi sig út úr stjórnum sjóðanna til að draga ú","Another guest of the programme is VR Chairman Ragnar Þór Ingólfsson, who will discuss his criticism of pension fund investments and present his proposals of the labour movement and employers withdrawing from pension fund boards to reduce the risk of conflicts of interest.","system
You are a helpful AI assistant for translations

user
Translate Icelandic to English: Ragnar Þór Ingólfsson, formaður VR, mætir einnig í þáttinn en hann mun ræða gagnrýni sína varðandi fjárfestingar lífeyrissjóða og leggur fram hugmyndir um að verkalýðshreyfing og atvinnurekendur dragi sig út úr stjórnum sjóðanna til að draga úr fjárfestingum þeirra."
"Þá verður rætt við þau Ívar Ingimarsson, ferðaþjónustumann á Austurlandi, og Árnheiði Jóhannsdóttur, framkvæmdastjóra Markaðsstofu Norðurlands, um stöðuna í ferðaþjónustu á landsbyggðinni.","There will also be an interview with Ívar Ingimarsson, tourism operator in East Iceland, and Árnheiður Jóhannsdóttir, managing director of Visit North Iceland, about the state of tourism in rural Iceland.","Then the situation in rural tourism will be discussed with Ívar Ingimarsson, a tourism manager in Eastern Iceland, and Árnheiði Jóhannsdóttir, the managing director of North Iceland Marketing."
Þau munu horfa fram á haustið og velta fyrir sér hvort velgengni sumarsins sé villandi fyrirboði um það sem koma skal.,"They will look ahead, towards the coming autumn, and consider whether the success this summer is a misleading indicator of what lies ahead.",They will look forward to autumn and turn over in their minds whether the success of the summer is a false promise of what is to come.
Hlusta má á þáttinn hér að neðan en hann hefst klukkan tíu.,"You can listen to the programme, which starts at ten, below.","You can listen to the show below, starting at 10 o'clock."
Svona lítur hún út í dag 25 árum síðar,"This is what she looks like now, 25 years later",She looks like that today 25 years later
Leikkonan Elisa Donovan átti farsælan feril í unglingaþáttum hvers konar.,Actress Elisa Donovan had a successful career in various teenage series.,"Elisa Donovan, the actress, had a promising career in teen shows of all kinds."
Heimsfrægð hlaut hún þó fyrir leik sinn sem Amber í kvikmyndinni Clueless fyrir 25 árum.,"She became world-famous, however, with her performance as Amber in the film Clueless, 25 years ago.","She did, however, gain international recognition for her role as Amber in the 1995 film Clueless."
"Þá lék hún einnig í þáttunum Sabrina: The Teenage Witch ásamt Melissu Joan Hart, A Night at the Roxbury og í Beverly Hills 90210.","She also appeared in the series Sabrina: The Teenage Witch along with Melissa Joan Hart, A Night at the Roxbury and in Beverly Hills 90210.","She also appeared in the TV series Sabrina: The Teenage Witch alongside Melissa Joan Hart, A Night at the Roxbury and in Beverly Hills 90210."
"Donovan er nú 49 ára, gift með eitt barn.","Donovan is now 49 years old and married, with one child.","Donovan is now 49 years old, married with one child."
Lítið hefur borið á henni undanfarið en hún fékkst þó til þess að líta yfir farinn veg og tjá sig um Clueless í áströlsku sjónvarpi á dögunum.,"Although she has stayed out of the limelight in recent years, she agreed to look back and talk about Clueless in an Australian television interview.","Little has been said about her recently, but she did manage to look over the past road and express herself about Clueless in Australian television on Sundays."
Hún talar fallega um Brittany Murphy sem lést óvænt 2009 og segir hana hafa verið frábær manneskja.,"She recalls Brittany Murphy, who died unexpectedly in 2009, with fondness and says that she was a wonderful human being.",She talks beautifully about Brittany Murphy who died unexpectedly in 2009 and says she was a wonderful person.
„Ég verð að viðurkenna að ég byggði persónuna mestmegnis á stúlkum sem ég kynntist í skóla sem voru ekki góðar við mig.,"""I have to admit that I based the character mostly on girls that I knew in school and who weren't nice to me.",„I have to admit that I built the character mostly on girls I met in school who were not good to me.
"Um leið og ég las handritið vissi ég hver þessi persóna var,“ sagði Donovan um leik sinn í Clueless.","As soon as I read the script, I know who this person was,"" says Donovan about her Clueless performance.","As soon as I read the script I knew who this character was,"" Donovan said of her role in Clueless."
Vildi ekki yfirgefa lögreglustöðina eftir næturgistingu,Did not want to leave the police station after an overnight stay,They did not want to leave the police station after the night shift
Um fimmtíu mál komu á borð lögreglunnar á höfuðborgarsvæðinu í dag og segir í dagbók lögreglunnar að málin hafi verið fjölbreytt.,"The Reykjavík Metropolitan Police dealt with about fifty incidents today and according to the Police Diary, the nature of these incidents was diverse.",About fifty cases came to the police in the capital area today and the police log says today that the cases have been varied.
Dagurinn á lögreglustöðinni á Hverfisgötu hófst með því að lögregla þurfti að hafa afskipti af manni sem hafði þá verið nýlega sleppt úr fangaklefa eftir að hafa dvalið þar vegna ölvunaraksturs.,The day at the police station on Hverfisgata began with the police having to deal with a man who had just been let out of a holding cell where he had been held because of drunk driving.,The day at the police station on Hverfisgata started with the police having to deal with a man who had recently been released from prison after being held there for a drunkenness offence.
Vildi maðurinn ekki fara í burtu eftir að honum var sleppt og hlýddi ekki fyrirmælum lögreglu sem sögðu honum að fara á brott.,The man refused to leave when he was set free and ignored the orders of police to leave the premises.,He did not want to leave after being released and did not heed the police's instructions to leave.
Vann maðurinn sér inn áframhaldandi dvöl á lögreglustöðinni vegna framgöngu sinnar.,The man's conduct earned him an extension of his stay at the police station.,The man was detained at the police station due to his arrest.
Þá var maður handtekinn í morgunsárið grunaður um innbrot í fyrirtæki í Kópavogi.,"A man was arrested in the early hours, suspected of breaking into a business in Kópavogur.",Then a man was arrested in the morning suspected of breaking into a company in Kópavogur.
Lögregla þurfti einnig að hafa afskipti af tveimur mönnum í Breiðholti vegna tilkynningar um líkamsárás.,The police also had to deal with two men in Breiðholt because of a reported assault.,The police also had to deal with two men in Breiðholt due to reports of bodily assault.
Þá kom einnig til þess að kona sem sat að snæðingi í verslunarmiðstöð í Kópavogi gat ekki borgað fyrir reikninginn að máltíð lokinni og var því kallað til lögreglu.,A woman who had enjoyed a meal at a shopping centre in Kópavogur was unable to pay the check so the police was called.,Then it also came to the fact that a woman who sat at the checkout in a shopping center in Kopavogur could not pay for the bill at the end of the meal and was therefore called to the police.
Einnig var tilkynnt um stuld á bifreið í miðbænum í morgun.,A car was also reported stolen in the town centre this morning.,There was also a report of a car accident in the city center this morning.
Ökumaður hvítrar Renault sendibifreiðar leit af henni um stundarsakir og var hún þá tekin ófrjálsri hendi.,Someone took off in a white Renault van while its driver left it briefly unattended.,The driver of the white Renault van was looking for her for a short time and then she was taken into custody.
Bíllinn hefur ekki fundist.,The car has not been found.,The car has not been found.
Bölvun Gleðisveitarinnar - Hræðileg örlög Gleestjarnanna,The Glee curse - the tragic fate of the Glee stars,"The translation of the Icelandic text is:

The Doom of the Happy Community - The Frightful Fate of the Stars"
"Sú kenning hefur náð flugi á Internetinu að bölvun hvíli yfir þáttaröðinni um Gleðisveitina, en leikkonan Naya Rivera drukknaði í Kaliforníu á dögunum og varð þar með þriðji aðalleikari þáttanna til að láta lífið langt fyrir aldur fram.
assistant","According to a theory that has caught on online, there is a curse on the television series Glee, with actress Naya Rivera's recent drowning death in California making her the third lead actor in the series to die long before their time.","The rumor has spread on the Internet that the cast of Glee is mourning the loss of actress Naya Rivera, who drowned in California and became the third main cast member to die before their time."
"Þættirnir um gleðisveitina (e. Glee) eru vinsæl þáttaröð um söng, dans og gleði.","Glee is a popular series about song, dance and joy.","The Glee episodes are a popular TV series about singing, dancing and joy."
"Þættirnir fjölluðum um svonefnda gleðisveit unglinga í menntaskóla, ástir þeirra og örlög.","The series revolved around a so-called glee club for high school teenagers, their loves and their destinies.","The series revolves around a group of young friends in a high school, their loves and their fate."
Það var ekki alltaf tekið út með sældinni að vera í gleðisveitinni en í gegnum söng og dans virtust persónur þáttanna ná að yfirvinna hverjar þær aðstæður sem upp komu í lífi þeirra.,"It was not always easy to be in the glee club, but through song and dance, the characters in the series seemed to overcome all circumstances that arose in their lives.","It wasn't always taken out with the sale to be in the party crew, but through song and dance the characters of the show managed to overcome each of the situations that arose in their lives."
"En utan tökustaðar hafa miklar hörmungar riðið yfir leikendur og starfsmenn þáttanna, svo mjög að kenningar hafa vaknað um að bölvun hvíli á þáttunum.","But off the set, great tragedies have befallen the cast and crew of the series, to the extent that theories have began circulating about there being a curse on the series.","Without any regard for the actors and staff, huge disruptions have been caused, so much so that concerns have been raised about the safety of the shows."
"Naya Marie Rivera fór með hlutverk Santönu Lopez í þáttunum, klappstýra sem kallaði ekki allt ömmu sína.",Naya Marie Rivera played the role of no-nonsense cheerleader Santana Lopez in the series.,"Naya Marie Rivera played the role of Santana Lopez in the show, cheer captain who didn't call her mom."
"Eftir að þáttaröðin hafði runnið sitt skeið gekk Rivera að eiga leikarann Ryan Dorsey og átti með honum sitt fyrsta og eina barn, Josey.","After the conclusion of the series, Rivera married actor Ryan Dorsey and had with him her first and only child, Josey.","After the show had run its course, Rivera married actor Ryan Dorsey and had her first and only child, Josey."
Árið 2017 var Rivera handtekin fyrir heimilisofbeldi gegn manni sínum og skildu þau í kjölfarið.,"In 2017, Rivera was arrested for domestic violence against her husband and they were subsequently divorced.","In 2017, Rivera was arrested for domestic violence against her husband and they subsequently separated."
Dorsey neitaði þó að leggja fram kæru og var heimilisofbeldismálið látið niður falla.,"Dorsey refused to press charges, however, and the domestic violence case was dropped.",Dorsey refused to file a complaint and the home violence case was dropped.
Þann 8. júlí síðastliðinn var tilkynnt að Riveru væri saknað eftir að fjögurra ára sonur hennar fannst aleinn á reki í bát á vatninu Lake Piru í Kaliforníu.,"On 8 July of this year, Rivera was reported missing after her four-year old son was found drifting alone in a boat on Lake Piru in California.","On July 8, it was reported that River had gone missing after her four-year-old son was found alone on a boat on Lake Piru in California."
Drengurinn fannst sofandi í björgunarvesti um borð í bátnum og gat hann greint lögregluyfirvöldum frá því að hann og móðir hans hefðu stungið sér til sunds og svo hefði Rivera komið honum aftur upp í bátinn en aldrei skilað sér þangað sjálf.,"The boy was found sleeping in a life jacket aboard the boat, and he was able to tell police authorities that he and his mother had dived into the water and River had then put him back in the boat but never returned there herself.",The boy was found asleep in the rescue boat on board the ship and he had told the police authorities that he and his mother had swum ashore and then Rivera had come back to him in the boat but never returned.
Upphófst umfangsmikil leit að Rivera.,An extensive search for Rivera was launched.,A large-scale search for Rivera began.
Daginn eftir að leit hófst greindi lögreglustjórinn á svæðinu frá því að við leit væri gengið út frá því að Rivera hefði drukknað.,"The day after the search began, the chief of police in the area reported that the search was conducted according to the assumption that Rivera had drowned.","The day after the search began, the police chief in the area reported that we were operating under the assumption that Rivera had drowned."
Fimm dögum síðar fannst Rivera og var opinberlega úrskurðuð látin.,"Five days later, Rivera was found and officially declared dead.","Five days later, Rivera was found and officially declared dead."
Talið er að hún hafi lent í miklum straumþunga í vatninu og nýtt síðustu krafa sína í að bjarga syninum.,It is believed that she got caught up in a heavy current in the water and used her last remaining strength to save her son.,It is said that she fell into a strong current in the water and used her last breath to save her son.
Dánarorsök var skráð drukknum af slysförum.,The cause of death was recorded as accidental drowning.,Drunken Danish sailors were recorded as being guilty of misconduct.
"Cory Allan Michael Monteith fór með hlutverk Finn Hudson í þáttunum, ameríska fótboltamannsins með englaröddina sem lék lykilhlutverk í að færa Gleðisveitina til vegs og virðingar.","Cory Allan Michael Monteith played the role of Finn Hudson in the series, the American football player with the voice of angel who played a major role in Glee's success.","Cory Allan Michael Monteith played the role of Finn Hudson in the show, the American football player with the angelic voice who played a key role in bringing Glee Club to an end and respect."
Utan þáttanna glímdi Moneith þó við persónulega djöfla.,"But outside the series, Moneith faced personal demons.","Without those distractions, Moneith was pitted against a personal demon."
Frá 13 ára aldri hafði hann glímt við fíkn og reyndist erfitt að komast undan henni.,He had had addiction problems since the age of 13 and found it difficult to escape from them.,From the age of 13 he had struggled with addiction and found it difficult to get away from it.
"Árið 2013 fannst samstarfsmönnum hans í þáttunum nóg komið, gripu inn í og hvöttu hann til að leita sér hjálpar.","In 2013, his co-workers on the series had had enough and staged an intervention to encourage him to seek help.","In 2013, his colleagues in the project found that he had come too far, stepped in and encouraged him to seek help."
Moneith fór þá í meðferð og virtist allt horfa til betri vegar.,Moneith subsequently entered rehab and everything seemed to be heading in the right direction.,Moneith then went into treatment and it seemed like everything was going in the right direction.
Aðeins tveimur mánuðum eftir að hann lauk meðferðinni fannst Moneith látinn á hótelherbergi eftir að hafa farið út að skemmta sér með vinum.,"Only two months after completing his rehab programme, Moneith was found dead in a hotel room after a night out partying with his friends.","Just two months after he finished treatment, Moneith was found dead in a hotel room after going out to have fun with friends."
Banamein reyndist banvæn blanda af vímuefnum og áfengi.,The cause of death turned out to be a fatal mixture of drugs and alcohol.,Benzene was found to be a carcinogenic mixture of volatile and flammable substances.
Ekki var talið að um viljaverk væri að ræða.,The death was not believed to be intentional.,It was not thought that it was a matter of will.
"Moneith hafði farið í meðferð og þol hans fyrir vímugjöfum hafði minnkað svo mikið að skammtur sem hann hafði áður þolað vel, reyndist banvænn.",Moneith had been through rehab and his tolerance for intoxicants had become so low that a dose that he could easily tolerate before now proved to be fatal.,"Moneith had been undergoing treatment and his tolerance for the poison had decreased so much that he could no longer tolerate the dose he had previously endured, and it proved fatal."
Hann var aðeins 31 árs þegar hann lét lífið.,He was only 31 years old when he passed away.,He was only 31 years old when he died.
"Andlát hans lagðist þungt á samstarfsmenn hans, en að undirlagi mótleikkonu hans, Lea Michele, var ákveðið að halda töku þáttanna áfram og helguðu þau heilan þátt minningu Moneith og persónu hans Finns.","His death was a great shock to his co-workers, but at the instigation of his co-star Lea Michele, the decision was made to continue shooting the series, with an entire episode dedicated to the memory of Moneith and his character, Finn.","His death weighed heavily on his co-stars, but under the guidance of his co-star Lea Michele, it was decided to continue the show and dedicate the episode to the memory of Moneith and his character Finn."
"Mark Wayne Salling fór með hlutverk Noah „Puck“ Puckerman í þáttunum, Puck var amerískur fótboltamaður, líkt og Finn, og bar litla virðingu fyrir samnemendum sínum í Gleðisveitinni, eða allt þar til að hann öðlaðist kjarkinn til að viðurkenna að hann hafði","In the series, Mark Wayne Salling played the role of Noah „Puck“ Puckerman, who played American football, like Finn, and had little respect for his fellow students in the glee club, that is until he worked up the courage to admit that he liked singing and dancing.","system
You are a helpful AI assistant for translations

user
Translate Icelandic to English: Mark Wayne Salling fór með hlutverk Noah „Puck“ Puckerman í þáttunum, Puck var amerískur fótboltamaður, líkt og Finn, og bar litla virðingu fyrir samnemendum sínum í Gleðisveitinni, eða allt þar til að hann öðlaðist kjarkinn til að viðurkenna að hann hafði fengið lítið fyrir sér."
Tveimur árum síðar var Salling handtekinn á heimili sínu í Los Angeles grunaður um vörslu barnakláms.,"Two years later, Salling was arrested at his Los Angeles home, suspected of possessing child pornography.","Two years later, Salling was arrested at his home in Los Angeles on suspicion of possession of child pornography."
Við húsleit heima hjá honum fannst gífurlegt magn af barnaklámi og málið spurðist fljótlega út opinberlega.,A search of his home revealed enormous quantities of child pornography and the matter soon became public knowledge.,We were house-hunting at home with him and found an incredible amount of children's soap and the matter was quickly made public.
Ljóst var að Salling var búinn að vera.,It was obvious that Salling was done.,It was clear that Salling was done.
Hann var í kjölfarið ákærður og sakfelldur fyrir brot sín.,He was subsequently charged and convicted for his violations.,He was subsequently charged and found guilty of his crime.
Átti hann yfir höfði sér fjögurra til sjö ára fangelsi auk þess sem hann kæmi til með að þurfa að vera á skrá yfir kynferðisbrotamenn og leita sér meðferðar við barnagirnd.,"He was facing four to seven years of prison time, as well as being placed on a register of sex offenders and having to seek treatment for paedophilia.","He had a four to six year prison sentence over his head, plus the fact that he would have to be on the sex offender registry and seek treatment for pedophilia."
"Áður en dómari hafði ákvarðað refsinguna fannst Salling, sem þá var laus gegn tryggingu, látinn nærri heimili sínu.","Before the judge had passed a sentence, Salling, who was out on bail, was found dead near his home.","Before the judge had decided on the sentence, Salling, who was then out on bail, was allowed to return near his home."
Dánarorsök var sjálfsvíg.,The cause of death was suicide.,The death of the Danes was self-inflicted.
Það voru ekki bara leikarar þáttanna sem féllu frá langt fyrir aldur fram.,Cast members were not the only ones to die untimely deaths.,It wasn't just the actors in the show who fell far short of age.
Jim Fuller var aðstoðarleikstjóri þáttanna.,Jim Fuller was an assistant director on the series.,Jim Fuller was the assistant director of the series.
"Hann varð bráðkvaddur í svefni árið 2013, aðeins 41 að aldri.","He died unexpectedly in his sleep, only 41 years of age.","He became brain dead in a coma in 2013, at the age of 41."
Við þættina vann einnig kona að nafni Nancy Motes.,A woman named Nancy Motes also worked on the series.,We also won a woman named Nancy Motes.
Hún var yngri systir stórstjörnunnar Juliu Roberts og bar systur sinni ekki fagra söguna en hún sakaði Roberts um mikla stjórnsemi og vanvirðandi framkomu.,"She was the younger sister of superstar Julia Roberts and did not speak fondly of her sister, accusing Roberts of being highly controlling and behaving disrespectfully.","She was the younger sister of superstar Julia Roberts and did not have a pretty story to tell about her sister, but she accused Roberts of great management and unfair advancement."
Motes tók eigið líf árið 2014 en hún glímdi við alvarlegt þunglyndi.,"Motes, who battled serious depression, took her own life in 2014.",She took her own life in 2014 but struggled with severe depression.
Hún skildi eftir sig bréf til unnusta síns þar sem hún kvað móður sína og systur meðal annars bera ábyrgð á hvernig komið var fyrir henni.,She left a note to her fiancé where she accused her mother and sister of being among the ones responsible for her situation.,She left behind a letter to her lover in which she said her mother and sisters were to blame for what had happened to her.
„Móðir mín og svokölluð systkini mín fá ekkert eftir mig nema minninguna um að það voru þau sem ollu mínu versta þunglyndi.“,“I leave nothing to my mother and so-called siblings except the memory that they were the cause of my worst depression.”,“Mother of mine and so-called sisters of mine will get nothing from me except the memory that they were the cause of my worst depression.”
Lea Michel var stjarna þáttanna.,Lea Michel was the star of the series.,Lea Michel was the star of the show.
Hún hefur nýlega verið sökuð um að beita meðleikara sína einelti og yfirgangi á tökustað og vera með yfirgengilega stjörnustæla.,"She has recently been accused of bullying her co-stars, being aggressive on set and displaying excessive diva-like behaviour.",She has recently been sued for using her assistant's foolishness and misconduct on the set and being excessively starry-eyed.
Jesse Luken fór með gestahlutverk í þáttunum árið 2012.,Jesse Luken had a guest role on the series in 2012.,Jesse Luken guest-starred in the show in 2012.
"Hann var handtekinn og kærður fyrir ölvunarakstur árið 2019, sem þótti mikið hneyksli.","In 2019, he was arrested and charged with drunk driving, which was considered a huge scandal.","He was arrested and charged with a serious assault in 2019, which was considered a major incident."
Leikkonan Heather Morris fór með stórt hlutverk í þáttunum.,Actress Heather Morris had a major role in the series.,"Heather Morris, the actress, had a major role in the series."
Hún varð fyrir því árið 2010 að óprúttnir tölvuþrjótar komust í nektarmyndir af henni og birtu á Internetinu.,"In 2010, unscrupulous computer hackers obtained nude photographs of her and published them online.","She became the subject of a computer-generated image in 2010, which was posted on the Internet."
Leikararnir Melissa Benoist og Blake Jenner léku bæði í þáttunum og áttu í ástarsambandi utan þáttanna.,Actors Melissa Benoist and Blake Jenner both had roles in the series and had an off-screen affair.,The actors Melissa Benoist and Blake Jenner both played in the show and were in a real-life relationship outside of the show.
