inputs,labels,predictions
Tap Factory reset under Advanced.,В «Продвинутые» нажмите «Сбросить до заводских настроек».,"Переключите на ""Фабрика по умолчанию"" в разделе ""Расширенные""."
Tap Reset Now.,Нажмите «Сброс».,Переставить сейчас.
Please visit the following link and follow the steps to create a new password,"Пожалуйста, перейдите по следующей ссылке и выполните указанные действия, чтобы создать новый пароль","Пожалуйста, посетите следующую ссылку и следуйте шагам для создания нового пароля."
Let me know if you were able to create your new password and sign in with it,"Сообщите мне, смогли ли вы создать новый пароль и войти в учетную запись с ним","Пожалуйста, сообщите, удалось ли вам создать новый пароль и войти в систему с ним."
"Ok, please do me the favour to follow the next steps>","Хорошо, сделайте мне одолжение, выполните следующие действия>","Пожалуйста, следуйте следующим шагам."
"Plug the wall charger (not included) to a power outlet, and then connect your eReader to the wall charger.","Подключите настенное зарядное устройство (не входит в комплект) к розетке, а затем подключите вашу электронную книгу к настенному зарядному устройству.","Подключите зарядное устройство к розетке (не входит в комплект), а затем подключите свой электронный читатель к зарядному устройству."
"Press and hold the power button until you see the words ""Powered off"" at the top of the screen.","Нажмите и удерживайте кнопку питания, пока не увидите надпись «Питание выключено» в верхней части экрана.","Нажмите и удерживайте кнопку включения, пока не увидите слова ""Выключено"" в верхней части экрана."
Continue holding down the power button for 3-4 seconds.,Удерживайте кнопку питания в течение 3–4 секунд.,Продолжайте нажимать кнопку питания в течение 3-4 секунд.
Release the power button.,Отпустите кнопку питания.,Переключите кнопку включения.
Press and hold the power button on your eReader for 30 seconds.,Нажмите и удерживайте кнопку питания электронной книги в течение 30 секунд.,Нажмите и удерживайте кнопку включения на вашем электронном читателе в течение 30 секунд.
Wait for the 'Restore' screen to appear.,Дождитесь появления экрана «Восстановление».,"Ожидайте появления экрана ""Восстановить""."
Release the power button.,Отпустите кнопку питания.,Переключите кнопку включения.
"After the e-reader has been reset, it will ask you to set your language preferences and a WiFi network.",После сброса настроек электронной книги он попросит вас настроить язык и сеть Wi-Fi.,"После перезагрузки электронного читателя, он попросит вас установить свои языковые предпочтения и сетевую сеть Wi-Fi."
After that you will need to sign in with your e-mail address and password,После этого вам нужно будет войти в учетную запись со своим адресом электронной почты и паролем,После этого вам нужно будет войти с помощью вашей электронной почты и пароля.
Change your font settings with the menu at the bottom:,Измените настройки шрифта в меню снизу:,Переставьте свои настройки шрифта с помощью меню в нижней части экрана:
Adjust font style: Tap the dropdown menu beside ‘Font Face’ to select from a list of available fonts.,Настройте стиль шрифта: откройте раскрывающееся меню в пункте «Начертание шрифтов» и выберите один из списка доступных шрифтов.,"Переключить стиль шрифта: Нажмите на выпадающее меню рядом с «Font Face», чтобы выбрать из списка доступных шрифтов."
Adjust font size: Drag thecircle icon beside ‘Font Size’ to change the size of the text.,"Настройте размер шрифта: перетащите круглый значок в пункте «Размер шрифта», чтобы изменить размер текста.",Переключить размер шрифта: Перетащите круглую иконку рядом с «Размер шрифта» для изменения размера текста.
Adjust line spacing: Drag thecircle icon beside ‘Line Spacing’ to increase or decrease the space between the lines of type.,"Настройте межстрочный интервал: перетащите круглый значок в пункте «Межстрочный интервал», чтобы увеличить или уменьшить интервал между строками.","Переставить интервал строк: Перетащите круглую иконку рядом с «Интервал строк» вверх или вниз, чтобы увеличить или уменьшить расстояние между строками текста."
Adjust margins: Drag the slider beside Margins to make the margins bigger or smaller.,"Настройте поля: перетащите ползунок в пункте «Поля», чтобы сделать поля больше или меньше.","Переставить поля: Перетащите ползунок рядом с Полем, чтобы увеличить или уменьшить поля."
"Set the text justification:  Beside ‘Justification’, select your choice of justification.",Настройте выравнивание текста: в пункте «Выравнивание» выберите тип выравнивания.,Настройка правого выравнивания текста:  В строке «Выравнивание» выберите желаемый тип выравнивания.
"When you change the way text looks, your eReader remembers your preferred size and style, and applies it to other books you’re reading.","Когда вы изменяете вид текста, ваша электронная книга запоминает предпочитаемый размер и стиль, и затем применяет их к другим книгам, которые вы читаете.","Когда вы изменяете внешний вид текста, ваш электронный читатель запоминает вашу предпочтительную размер и стиль, и применяет его к другим книгам, которые вы читаете"
"If you’re reading a PDF, you can’t change the size or style of the text.","Если вы читаете PDF-файл, вы не можете изменить размер и стиль текста.","Если вы читаете PDF, вы не можете изменить размер или стиль текста."
"Thank you for taking the time to talk with me today and I hope I have managed to resolve your query, if you wouldn't mind rating our chat today based on my customer service skills I would really appreciate it, the rating button can be found on this chat.","Спасибо, что уделили время, чтобы поговорить со мной сегодня, надеюсь, что мне удалось помочь Вам разобраться с Вашим запросом, если Вы не против, оцените наш разговор на основании моих навыков обслуживания клиентов, примите мою признательность за это, кнопка оценки находится в этом диалоге.","Спасибо за то, что нашли время поговорить со мной сегодня и я надеюсь, что я смог решить ваш вопрос, если вы не против, то, пожалуйста, оцените нашу бесед"
I hope you have a great day and please come back to us if you need any further assistance.,"Желаю Вам хорошего дня, возвращайтесь, если понадобится любая дополнительная помощь.","Я надеюсь, что у вас отличный день и, пожалуйста, вернитесь к нам, если вам понадобится дальнейшая помощь."
If they cannot find you they will surely call.,"Если они не смогут найти вас, они обязательно позвонят.","Если они не найдут вас, они обязательно позвонят."
However it is better that once they are nearby your delivery address you can contact them instead.,"Однако будет лучше, если, как только они будут рядом с вашим местом доставки, вы сможете связаться с ними вместо этого.","Однако лучше, если вы сможете связаться с ними, когда они находятся рядом с вашим адресом доставки."
Makeshift Munster crush Wasps in Champions Cup cracker,Мюнстер в экспериментальном составе обыграл Ос на Кубке чемпионов,Межсезонный Манстер разгромил Воспсов в матче Кубка чемпионов.
Munster overran Wasps in a thrillingly chaotic Heineken Champions Cup clash contested by makeshift teams besieged by Covid and injury problems.,"Мюнстер обыграла Ос в захватывающе непредсказуемой игре Heineken Champions Cup, в которой участвовали экспериментальные команды в условиях сложностей из-за Covid и травм.","Манстер разгромил Воспсов в захватывающе хаотичном матче Кубка чемпионов Хейнекен, в котором принимали участие нештатные команды, ослабленные"
A rollercoaster first half ended with Munster leading 13-7 after Wasps skipper Brad Shields had been controversially sent off for a dangerous tackle on Dave Kilcoyne.,"Захватывающая первая половина закончилась тем, что Мюнстер лидировал со счетом 13:7 после того, как капитан Ос Брэд Шилдс был спорно отстранен за опасный захват Дэйва Килкойна.","Первый тайм завершился с преимуществом Манстера 13-7 после того, как капитан Востоков, Брэд Шилдс, был дисквалифицирован за опасный"
"And with hooker Dan Frost sin-binned on the stroke of half-time, their 13 men were on the ropes and Munster reacted by engineering tries for debutant Patrick Campbell and Andrew Conway.","Когда хукер Дэн Фрост попал на штрафную скамью ровно в перерыве между таймами, 13 мужчин были на грани краха и Мюнстер ответил пробным выпуском дебютантов Патрика Кэмпбелла и Эндрю Конвея.","И с хукером Дэном Фростом, получившим желтую карточку в последние секунды полувремени, у них осталось 13 игроков, и Манстер реагировал"
Alfie Barbeary's all-action display capped by a captivating try had given Wasps hope but he was unexpectedly replaced at half-time and it became one-way traffic from the moment Campbell showed his class to finish in the 43rd minute.,"Яркое выступление Алфи Барбери, вершиной которого стала захватывающая попытка, дало Осам надежду, однако его неожиданно заменили во время перерыва и игра перешла на одну сторону поля с того момента, как Кэмпбелл показал себя в лучшем свете, закончив тайм на 43 минуте.","Всесторонний дебют Алфи Барбери, завершившийся захватывающим попыткой, дарил надежды «Воспс», но он был внезапно заменен на перерыв, и после"
"Missing 17 players to injury, Wasps also had to contend with the loss of four more to Covid in the morning, resulting in a hasty reconfiguration of the team.","Потерявшим из-за травм 17 игроков Осам утром пришлось смириться с нехваткой еще четырех из-за Covid, что привело к спешному изменению состава команды.","С 17 травмированными игроками, Веспс также столкнулись с потерей еще четырех из-за Covid в утро, в результате чего была проведена спешная перестановка состава."
"Munster, meanwhile, were missing 34 squad personnel because of quarantine following their recent ill-fated United Rugby Championship trip to South Africa, creating five debutants in the starting XV and another seven on the bench.","Между тем 34 сотрудника из числа персонала Мюнстера отсутствовали из-за карантина сразу после недавней злополучной поездки на чемпионат United Rugby Championship в Южной Африке, где пять дебютантов попали в стартовый состав XV и еще семь — на скамейку запасных.","Манстер, в свою очередь, не имели 34 игрока в составе из-за карантина после недавнего неудачного турне по Южной Африке в чемпионате по регби, что привело"
"Crucially, however, Ireland stars such as Tadhg Beirne, Peter O'Mahony, Conor Murray and Keith Earls were present to stiffen their ranks.","Однако, важно заметить, что Ирландия сначала представила Таджа Бирна, Питера О'Махони, Конора Мюррея и Кита Эрлса, чтобы укрепить свои ряды.","Однако, в первую очередь, в состав сборной Ирландии входили звезды, такие как Тэдг Бирн, Питер О'Махони, Конор Мюррей и Кит"
"For all the absentees, it was an enjoyable spectacle where it appeared at times anything could happen, at least until Munster showed the extraordinary depth of their playing resources to pull clear.","Несмотря на всех отсутствующих, это было отличное зрелище и иногда казалось, что может произойти все, что угодно, по крайней мере, пока Мюнстер не показал невероятную глубину своих возможностей в игре.","Для всех отсутствующих это было приятное зрелище, где в некоторых моментах казалось, что может произойти что угодно, по крайней мере, пока Манстер не продемонстрировал исключительную"
