inputs,labels,predictions
Fotografie vznikla kdesi v pouštní krajině.,The photo was taken somewhere in a dessert area.,The photograph was taken somewhere in the desert landscape.
Vévodkyně z Cambridge je oblečená v dlouhých letních šatech v khaki barvě a šaty má i princezna Charlotte.,"The Duchess of Cambridge wears a long, khaki summer dress and Princess Charlotte also has a dress on.",The Duchess of Cambridge is dressed in long khaki summer dresses and Princess Charlotte is also wearing a dress.
"Princ William, vévoda z Cambridge, má na sobě stejně jako princové George a Louis šortky a tričko s límečkem.","Prince William, Duke of Cambridge, and Princes George and Louis are wearing shorts and a polo shirt.","Prince William, Duke of Cambridge, is wearing shorts and a polo shirt, just like his sons Prince George and Prince Louis."
"Kdo fotografii pořídil, William a Kate neuvedli, není ani jasné, kdy přesně vznikla.","William and Kate did not specify who took the photo, nor is it clear exactly when it was taken.","Translated to English: Who took the photograph, William and Kate did not say, nor is it clear when it was taken."
Loni královská rodina pro fotografii určenou jako vánoční přání pózovala na balíku slámy před hromadou dřeva ve svém venkovském sídle v hrabství Norfolk.,"For the Christmas card photo last year, the royal family posed on a bale of straw in front of a stack of wood at their country estate in Norfolk.",Last year the royal family posed for a Christmas card photo in front of a pile of straw and a heap of wood at their country estate in Norfolk.
"Snímek, který poslouží jako vánoční přání, zveřejnili také následník trůnu princ Charles s manželkou Camillou.","The image, which will be used for the Christmas card, was also posted by the heir to the throne, Prince Charles, and his wife, Camilla.","The picture, which will serve as a Christmas greeting, was also posted by Prince Charles and his wife Camilla."
Fotograf Sam Hussein je zachytil v červnu na dostizích v Ascotu.,Photographer Sam Hussein captured them at the Ascot racecourse in June.,Photographer Sam Hussein captured in June on the tracks in Ascot.
"Charles, který má na hlavě cylindr a na obličeji roušku, pomáhá Camille nasadit její roušku barevně sladěnou se světlými šaty.","Charles, who is wearing a top hat and a face mask, helps Camilla put on her mask, which matches her light-colored dress.","Charles, who has a cylinder on his head and a mask on his face, helps Camille put on her mask, which is color-coordinated with her light-colored dress."
"Slavia podle efotbal.cz slíbila Berbrovi milion za titul, Tvrdík to popřel.","According to efotbal.cz, Slavia promised Berbr a million for the title, Tvrdík denied it.","Slavia promised Berburov a million for the title, Tvrdik denied it, according to efotbal.cz."
"Praha – Kriminalisté v současné korupční kauze údajně pracovali s tím, že obviněný bývalý místopředseda Fotbalové asociace ČR Roman Berbr měl mít od pražské Slavie slíbený milion korun za ligový titul v sezoně 2018/19.","Prague - In the current corruption case, the criminal investigators have allegedly worked with the fact that the accused former vice chairman of the Football Association of the Czech Republic Roman Berbr had a million crowns pledged by the Prague’s Slavia team for the league title of the 2018/19 season.",Praha – Police in the current corruption case allegedly worked with the assumption that the accused former vice-president of the Czech Football Association Roman Berbr had a million crowns promised by Prague Slavia for the league title in the 2018/19
"Informoval o tom server efotbal.cz s tím, že se dostal k části policejních spisů.",The server efotbal.cz reported that it got access to part of the police files.,Translated to English: He informed the server efotbal.cz that he had obtained a part of the police files.
"Předseda představenstva vršovického klubu Jaroslav Tvrdík uvedl, že se červenobílí žádného korupčního jednání nedopustili.","Jaroslav Tvrdík, the Chairman of the Board of Directors of the Vršovice club, said the Red and Whites had not committed any corrupt acts.",Chairman of the board of the Vršovice club Jaroslav Tvrdík stated that the red and whites did not engage in any corrupt behavior.
"Server zveřejnil přepis policejních odposlechů, v nichž ze Slavie figuruje hlavně její někdejší sportovní ředitel Jan Nezmar, který vloni v létě v mistrovském klubu skončil.",The server has published a transcript of the police wiretaps which mainly feature Slavia's former sports director Jan Nezmar who quit the championship club last summer.,"The server published a transcript of police wiretaps in which Slavia is mainly represented by its former sports director Jan Nezmar, who left the champion club last summer."
"Někdejší vlivný funkcionář červenobílých byl podle spisu v častém kontaktu jak s Berbrem, tak s bývalým sportovním ředitelem tehdy druholigového Vyšehradu Romanem Rogozem, jenž je v kauze rovněž mezi obviněnými.","According to the case file, the former influential Red-White official was in frequent contact with both Berber and Roman Rogoz, the former sports director of the then second-league Vyšehrad team, who is also among the accused in the case.","A former influential functionary of the white-and-reds was according to the file in frequent contact with Berber as well as with the former sports director of the then second league Vyšehrad Roman Rogozem, who is also among the accused in"
"Kriminalisté údajně pracovali s informací, že Slavia Berbrovi slíbila finanční odměnu za to, když získá titul.",The criminal investigators allegedly worked with information that Slavia promised Berbr a financial reward if they would win the title.,Police officers allegedly worked with the information that Slavia Berbrovi promised a financial reward for getting the title.
2019 vyhrál tým SK Slavia Praha titul v první lize.,The SK Slavia Praha team won the first league title in 2019.,"In 2019, SK Slavia Prague won the title in the first league."
"Policejní orgán disponoval s poznatkem, že za výhru v lize má mít Roman (Berbr) od funkcionářů SK Slavia Praha slíbený milionový úplatek, citoval server ze spisu.",The server quoted from the file that the police authorities had information that Roman (Berbr) was promised a million-crown bribe by the SK Slavia Prague officials for winning the league.,"The police had information that Roman (Berbr) was promised a million-crown bribe by Slavia Prague officials for winning the league, the server quoted from the file."
"O den později se podle kriminalistů sešel Berbr nejen s Nezmarem, ale také s předsedou představenstva Slavie Tvrdíkem.","A day later, according to the criminal investigators, Berbr met not only with Nezmar, but also with Tvrdík, the Chairman of the Board of Directors of the Slavia team.","A day later, according to the investigators, Berbr met not only Nezmar, but also the chairman of the board of Slavia Tvrdík."
"Ze spisu už podle serveru dále nevyplývá, zda se policie touto informací stále zabývá.","According to the server, the file no longer shows whether the police are still looking into this information.","From the file, according to the server, it does not follow whether the police are still dealing with this information."
Tvrdík jakékoli korupční jednání odmítl.,Tvrdík has denied any corrupt conduct.,Translation: Tvrdík denied any corrupt behavior.
V letech 2015 až 2017 jsme se aktivně snažili o změnu poměrů v českém fotbale a nabídli jsme oponentní alternativu jeho rozvoje.,"Between 2015 and 2017, we actively tried to change the situation in Czech football and offered an alternative for its development.","In the years 2015 to 2017, we actively tried to change the situation in Czech football and offered an opposing alternative to its development."
"Nikdy jsme se nedopustili nezákonného jednání, neusilovali o ovlivnění rozhodčích v rozporu s pravidly fair play a nikomu jsme neposkytli jakékoliv finanční plnění v této souvislosti,"" uvedl Tvrdík pro Seznam Zprávy.","We have never committed any illegal acts, we have not sought to influence referees in violation of the rules of fair play and we have not provided any financial compensation to anyone in this regard,"" Tvrdík told to Seznam Zprávy website.","We have never engaged in any illegal conduct, we have never sought to influence referees in violation of the rules of fair play and we have not provided any financial compensation to anyone in this regard,"" Tvrdik told Seznam Zpravy."
V odposleších mimo jiné Nezmar nevybíravě uráží některé bývalé hráče Slavie tmavé pleti a také pomlouvá svého někdejšího šéfa Tvrdíka.,"In the wiretaps, among other things, Nezmar indiscriminately insults some dark-skinned former Slavia players and also bad-mouths his former boss, Tvrdík.","In the aftermath, among other things, Nezmar has been unkindly insulting some of the former black players of Slavia and also slanders his former boss Tvrdík."
Kauzu údajného ovlivňování zápasů prostřednictvím rozhodčích rozpoutal loni v polovině října policejní zásah na několika místech včetně pražského sídla FAČR.,"The case of alleged match-fixing by referees was sparked last year in mid-October by a police raid on several locations, including the Prague headquarters of the FAČR.","The case of alleged match-fixing through referees sparked a police crackdown in mid-October last year at several locations, including the FAČR headquarters in Prague."
"Nejvýše postaveným v aféře je Berbr, který už nefiguruje v žádné z fotbalových funkcí.","The most senior figure in the affair is Berbr, who is no longer involved in any football function.","The highest-ranking figure in the scandal is Berber, who no longer holds any football function."
V polovině ledna byl stejně jako někdejší sportovní ředitel Vyšehradu Rogoz propuštěn z vazby.,"He was released from custody in mid-January like the former sports director of Vyšehrad, Rogoz.","In mid-January, he was released from custody, just like the former sports director of Vyšehrad Rogoz."
"Vrtulníky, tanky a bvp jsou larping studené války.","Helicopters, tanks and APCs are larping the Cold War.","Helicopters, tanks and bvp are larping the Cold War."
"Děla budou nová, ale v zásadě horšího typu (dělostřelci musí z pancéřované kabiny a nosit nábojky ručně bez krytí).","The cannons will be new, but basically an inferior type (gunners have to get out of the armored cab and carry the cartridges by hand without cover).","The guns will be new, but of a basically worse type (gunners must fire from an armoured turret and load the shells by hand without cover)."
Auta - Toyoty hi-lux - jsou nová a dobrá,The cars - Toyotas hi-lux - are new and good,Cars - Toyota hi-lux - are new and good
"Náklaďáky a různá pancéřová vozidla - na slušné úrovni, navíc už se podařilo zbavit se Pragy V3S i u specializovaných jednotek.","Trucks and various armored vehicles (at a decent level), plus they've managed to get rid of the Praga V3S even in specialized units.","Trucks and various armored vehicles - on a decent level, and it has already been possible to get rid of the Praga V3S even in specialized units."
"Letadla: bojová- slušná, ale na konci pronájmu, dopravní - moc malá s krátkým doletem, ale moderní.","Aircraft: fighter- decent but at the end of its lease, transport - too small with a short range but modern.","Airplanes: fighter - decent, but at the end of the rental, passenger - very small with a short flight, but modern."
Drony - málo a jen malé typy bez bojového potenciálu,Drones - few and only small types without combat potential,Drones - few and only small types without combat potential
Rakety - nemáme vůbec (ale vyrábíme a vyvážení do zahraničí),Missiles - we have none at all (but we produce and export abroad),Rockets - we don't have any (but we manufacture and export them)
"PVO: střední - studenoválečné, zastaralé; krátkého dosahu - dobré, moderní, relativně dobrý počet.","SHORAD: medium - cold war, obsolete; short range - good, modern, relatively favorable number.","PVO: medium - obsolete, post-Studená válka; short range - good, modern, relatively good number."
Mam takovou story.,I have a story.,I have such a story.
Honitbu mam hned vedle města.,I've got a hunting district just outside the town.,I have a hunting lodge right next to the city.
"Z řeky lezli nutrie a dělali škody na plodinách, tak jsem tam byl sednou.","Nutria were crawling out of the river and doing damage to the crops, so I sat there.",I was there for a while because beavers from the river were causing damage to the crops.
"Když jsem přicházel, tak jsem viděl, že na druhem břehu řeky je rybář.","As I came up, I saw that there was someone fishing on the other side of the river.","When I came, I saw that on the other side of the river there was a fisherman."
"Nechtěl jsem dělat bordel, tak jsem si v klidu sedl a týpek si mě asi nevšiml.","I hadn’t wanted to make a mess, so I sat down quietly and the bloke probably didn't notice me.","I didn't want to make a mess, so I sat quietly and the guy probably didn't notice me."
"Doufal jsem, že odejde, než něco vyleze, ale samozřejmě za chvílu šla liška.","I was hoping he would leave before anything came out, but of course a fox came a moment later.","I had hoped she would leave before something came out, but of course the fox came out soon after."
"Nechal jsem ji přijít na 40 metrů, než jsem se rozhodl střílet.",I let it approach within 40 meters before I decided to shoot.,I let her come to 40 meters before I decided to shoot.
"Chudák rybář se málem posral, mával čelovkou na všechny strany, tak jsem na něj zavolal, že to bylo na lišku.","The poor fisherman almost shat himself, waving his head torch everywhere, so I called out to him that it was just a fox.","Poor fisherman almost got eaten, he waved his head in all directions, so I called out to him that it was a fox."
Než jsem slezl z posedu byl fuč.,"By the time I got off the deer-stand, he was gone.","Translation: Before I got off the bus, I was done for."
Tzn. I louka muže bejt pruser.,I.e. Even a meadow can be a mess.,Translation: I.e. the meadow can be a mess.
"Na druhou stranu není to válka, to by musela bejt souhra spousty náhod aby se něco stalo, pravděpodobně bys byl vidět v termovizy, kterou ma dnes skoro každej.","On the other hand, it's not a war, it would have to be a confluence of a lot of coincidences for something to happen, you'd probably be seen in a thermal imaging camera, which almost everyone has nowadays.","On the other hand, it's not a war, it would have to be a combination of a lot of coincidences for something to happen, probably you would be visible on the thermal imaging camera, which almost everyone has today."
"Takže na viditelne místo, drahe věci si dat k noham do spacaku a měl bys byt v pohodě.","So, in a visible place, put your expensive stuff at your feet in your sleeping bag and you should be fine.","So on a visible place, expensive things put in the backpack and you should be fine."
Vojtěch versus Hamáček.,Vojtěch vs. Hamáček.,Vojtěch versus Hamáček.
Vnitro sehnalo respirátory podstatně levněji než ministerstvo zdravotnictví,The Ministry of the Interior got respirators much cheaper than the Ministry of Health,The Interior Ministry bought respirators much cheaper than the Ministry of Health.
"Stát, zodpovědný za nákup a distribuci roušek, masek a respirátorů pro profese nejblíže koronaviru, vydal v minulých týdnech miliardy korun na jejich pořízení.","The state, responsible for the purchase and distribution of face coverings, masks and respirators for professions closest to the coronavirus, has spent billions of crowns on their acquisition in recent weeks.","The state, responsible for the purchase and distribution of masks and respirators for professions closest to the coronavirus, has issued billions of crowns for their purchase in recent weeks."
"Server iRozhlas porovnal nákupy jednotlivých ministerstev a zjistil, že během jediného dne se částky na respirátor lišily až o stovky korun.",The iRozhlas server compared the purchases of individual ministries and found that within a single day the amounts for a respirator varied by hundreds of crowns.,The iRozhlas server compared the purchases of individual ministries and found that the amounts for respirators differed by hundreds of crowns in a single day.
Proč se ceny tak dramaticky hýbaly?,Why did prices fluctuate so dramatically?,Translation: Why did prices move so dramatically?
Které úřady se chovaly hospodárně?,Which institutions have been cost-effective?,English translation: Which authorities acted economically?
A proč jiné nakupovaly dráž?,And why did others buy at a higher price?,Translation: And why did others buy cheaper?
Lenka Kabrhelová mluví s redaktorkou serveru iRozhlas Dominikou Kubištovou.,Lenka Kabrhelová speaks to the editor of the iRozhlas server Dominika Kubištová.,Lenka Kabrhelová talks with iRozhlas editor Dominika Kubištová.
"Vojáků a armády si vážím (asi nejsem zasažen vzpomínkami na ČSLA, které prodělaly starší generace), ale ČR nedokáže z povinné vojny benefitovat.","I respect soldiers and the army (I guess I am not affected by the memories of the CSLA that the older generations went through), but the Czech Republic cannot benefit from compulsory war.","I respect soldiers and the army (I'm not affected by memories of the Czechoslovak People's Army, which older generations have experienced), but the Czech Republic cannot benefit from compulsory military service."
"My ani nemáme velké sklady techniky, které by se vycvičení mohli chopit, nemáme vlastně moderní techniku ani pro stávající profesionály, navíc moderní technika je pořád složitější, takže schopnosti záložáků budou rapidně ztrácet v čase.","We don't even have large warehouses of equipment for the trained to use, we don't really have modern equipment even for existing professionals, plus modern equipment is getting more and more complex, so the abilities of reservists will rapidly diminish over time.","We don't have large technical reserves that the trainees could take over, we don't have modern technology for current professionals either, and modern technology is still more complicated, so the skills of the reserve forces will rapidly deteriorate over time."
"K tomu moderní konvenční konflikty, kam je kdo může nasadit, se budou odehrávat velice rychle, nebude čas někoho znovu cvičit.","On top of that, modern conventional conflicts where anyone can deploy them will happen very quickly, there won't be time to train anyone again.","To modern conventional conflicts, where anyone can be deployed, will be happening very quickly, there won't be time to retrain anyone."
"A nakonec, záložáci/teritoriální obrana mají velký význam pro země, jako je Ukrajina, kde jde vést masovou gerilu a je to i vyslovená nutnost k odstrašení nepřítele.","And finally, reservists/territorial defense is of great importance for countries like Ukraine, where it’s possible to lead a mass guerrilla force and it’s also a decided necessity to deter the enemy.","And finally, the reserve/territorial defense has a great significance for countries like Ukraine, where it is necessary to lead a mass guerrilla war and it is also a declared necessity to deter the enemy."
"Na území ČR se povede boj jedině v konfliktu takového rozsahu a intenzity, kde už gerila bude irelevantní, a nemáme k tomu ani vhodnou geografii.","The only way to fight on the territory of the Czech Republic will be in a conflict of such scale and intensity, where guerrillas will be irrelevant, and we do not even have suitable geography.","On the territory of the Czech Republic, the fight will be waged only in a conflict of such scope and intensity that guerrilla warfare will be irrelevant, and we do not have suitable geography for that."
hlavně nemáme individuální skill.,"mainly, we don't have individual skill.",We mainly don't have individual skills.
To ani není to nejhorší.,That's not even the worst part.,It's not even the worst.
"Nejhorší je, že půlka z nich hraje, jako kdyby ho měla.",The worst part is that half of them play like they’ve got it.,The worst thing is that half of them play as if they own the place.
"To pak nastávaj takový situace, že koukáš jak frajer, kterej 2 minuty zpátky netrefil prázdnou bránu, najíždí do útoku sám mezi 2 nebo dokonce 3 švýcary a řikáš si ""tvl a co si asi myslíš že se teď stane?"".","Then there are situations when you watch a dude who missed an empty net 2 minutes ago, run into the attack alone between 2 or even 3 Swiss and you think ""what do you think is going to happen now?"".","Then comes a situation where you're watching like a guy who two minutes ago missed an empty goal, drives into the attack alone between two or even three Swiss players and you're thinking ""TVL and what do you think is going to happen now?"""
No samozřejmě že ho voberou jak průměrnýho daňovýho poplatníka.,"Well, of course they're gonna take him like an average Joe.","No, of course they will take him as an average taxpayer."
"Ta situaci s tímhle skillem ""povodit si obránce"" je tak strašná, že jsem se přistih že jsem upřímně překvapenej, když vidim že náš útočník dokázal obehrát jednoho hráče soupeře.","The situation with this ""lash the defender"" skill is so terrible that I found myself honestly surprised to see that our striker was able to run around one of the opponent's players.","This situation with this skill ""directing defenders"" is so scary that I find myself genuinely surprised when I see our attacker manage to beat one of the opponent's players."
První vlaštovky,The first swallows,First swallows
"Covidová pandemie zpomaluje, nicméně odborníci pro následující týdny nečekají nějaký zásadní zvrat.","The epidemic is slowing down, but experts do not expect any major reversal in the coming weeks.","Translation:
The COVID-19 pandemic is slowing down, but experts do not expect a significant turnaround in the coming weeks."
"Nápor v nemocnicích podle statistických modelů ještě nějaký čas vydrží a do pandemické rovnice přibyla, jak známo, nová neznámá: varianta omikron, která se velmi pravděpodobně šíří rychleji než v současnosti převládající Delta.","The assault on hospitals will last for some time according to statistical models, and a new unknown has been added to the pandemic equation: the Omicron variant, which is very likely to spread faster than the currently prevailing Delta.","The pressure on hospitals will last for a while according to statistical models, and the pandemic equation has been updated with a new unknown variable: the omicron variant, which is likely to spread faster than the currently dominant Delta variant."
"Zároveň zatím nelze s absolutní jistotou říct, zda může způsobovat závažnější průběh, nakolik proti ní pomáhá očkování nebo postinfekční imunita získaná předchozím proděláním nemoci.","At the same time, it is not yet possible to say with absolute certainty whether it can cause more severe illness, to what extent vaccination or post-infectious immunity helps against it.","Translation:
At the same time, it is not yet possible to say with absolute certainty whether it can cause a more severe course, to what extent it is helped by vaccination or post-infectious immunity acquired by previous illness."
Do covidové rovnice ale tento týden vstoupil také nečekaný fenomén na straně plusů: možnost léčby.,But an unexpected circumstance also entered the Covid equation this week on the plus side: the possibility of treatment.,"This week, however, an unexpected phenomenon appeared on the plus side of the COVID-19 equation: the possibility of treatment."
"Do Česka dorazil nový lék, antivirotikum molnupiravir, který snižuje riziko těžkého průběhu onemocnění a s ním spojené hospitalizace o třetinu a je možné se jím léčit doma.","A new drug has arrived in the Czech Republic, the antiviral molnupiravir, which reduces the risk of severe disease and associated hospitalization by a third and also means that patients can be treated at home.","A new antiviral drug, molnupiravir, has arrived in the Czech Republic, which reduces the risk of severe illness and hospitalization by a third and can be treated at home."
"A brzy by ho měl doplnit také lék paxlovid od firmy Pfizer, který z dosavadních výsledků hlásí úspěšnost dokonce 85 procent.","It should also soon be complemented by Pfizer's paxlovide, which has so far reported a success rate of 85 percent.","He will soon be supplemented by Pfizer's paxlovid drug, which reports an 85 percent success rate from current results."
"První dodávky molnupiraviru do Česka ovšem kromě naděje na rozšíření portfolia nástrojů užitečných v boji s koronavirovou pandemií zvýraznily i otázku, jak je na příchozí léky zdejší administrativa připravená.","The first supplies of molnupiravir to arrive in the Czech Republic, however, in addition to the hope of expanding the portfolio of tools in the fight against the coronavirus pandemic, also highlighted the question of how prepared the local administration is.","The first deliveries of molnupiravir to the Czech Republic, however, highlighted not only the hope of expanding the portfolio of useful tools in the fight against the coronavirus pandemic, but also the question of how the local administration is prepared for incoming drugs"
"Jak bylo řečeno, první se k tuzemským pacientům dostane molnupiravir společnosti Merck.","As already mentioned, Merck's molnupiravir will be the first to reach domestic patients.","As was said, the first to reach Czech patients will be Merck's molnupiravir."
"Společnost skončila na pásce jako první i proto, že se lék začal vyvíjet dlouho před vypuknutím současné pandemie s cílem najít vhodnou léčbu pro virové onemocnění koní na jihoamerickém kontinentu.","The company was also first across the line because the drug began development long before the current pandemic broke out, with the aim of finding a suitable treatment for viral disease in horses in South America.",The company finished first on the strip because the drug began to develop long before the outbreak of the current pandemic with the aim of finding a suitable treatment for a viral disease in horses on the South American continent.
"U těhle výzkumu se často opomíjí to, že lidi na Západě (Německo, Švédsko atd.)","An often overlooked fact in this research is that people in the West (Germany, Sweden, etc.)","Translation: In this research, it is often forgotten that people in the West (Germany, Sweden, etc.)"
jsou obecně méně otevření a otevřeně nesdílejí své názory.,are generally less open and do not openly share their views.,They are generally less open and do not openly share their opinions.
"Zato východní Evropané, a zejména my Češi, jsme zvyklí mluvit ""jak nám zobák narostl"".","Eastern Europeans, and especially us Czechs, are used to saying ""we talk how we want"".","So Eastern Europeans, and especially we Czechs, are used to saying ""how did our nose grow""."
"Viz uděláš výzkum, kde se lidí ptáš, zda mají rádi muslimy.","See, you do a survey asking people if they like Muslims.",You will do research where you ask people if they like Muslims.
"V Česku ti většina bez okolků řekne, že ne.","In the Czech Republic, most people will tell you no without hesitation.","In the Czech Republic, most people would say no without hesitation."
"Na Západě ti řeknou, jak mají rádi migraci, jak by jim měli všichni pomoct a jak my Češi jsme rasistický hovada.","In the West they will tell you how much they love migration, how everyone should help them and what racist assholes Czechs are.","In the West, they'll tell you how much they love migration, how everyone should help them and how we Czechs are racist morons."
A pak jdou a volí strany jako AfD.,And then they go and vote for parties like the AfD.,And then they go and vote for parties like AfD.
"Bojí se cancel culture, říct tohle na veřejnosti znamená ztrátu práce a mediální lynč.","They are afraid of cancel culture, saying this in public means losing their jobs and a media lynch.","Translation: He is afraid of cancel culture, saying this in public means losing his job and a media lynching."
"Pak to v průzkumech vypadá hezky, západ good, východ bad.","Then it looks nice in the polls, west good, east bad.","Then it looks good in the polls, west good, east bad."
"Ale zjistí skutečně, co si lidé myslí.",But they find out what people really think.,But he will really find out what people think.
"Ono jen ve Francii Le Penová a Zemmoura, oba mají podle průzkumu přes 20 %.","In France alone, Le Pen and Zemmour are both polling over 20%.","Only in France Le Pen and Zemmour, both have over 20% according to a survey."
"Dokonce víme, že objekty jsou po česku tři a zcela identické.","Actually, we know that there are three bunkers in the Czech Republic and they’re completely identical.",We even know that the objects are three Czechs and completely identical.
"Identické z důvodu točení jednotek, aby si vojáci nemuseli znovu učit kde co je, tak jsou všechny objekty na chlup stejné.","They’re identical because of the rotation of units, so soldiers didn't have to relearn where everything was, Everything was exactly the same.","Identical due to the rotation of units, so soldiers don't have to relearn where everything is, all objects are identical down to a hair."
Z jednoho je Atom Muzeum Brdy a zbylé dva jsou opuštěné.,One of the bunkers is the Atom Museum Brdy and the other two are abandoned.,One is the Atom Museum Brdy and the other two are abandoned.
"Sranda je, že sssr nechtělo mít na vlastním územím nukleární hlavice ať už z důvodu bezpečnosti či rychlosti nasazení hlavic z důvodu západnější polohy.","The funny thing is that the USSR didn't want nuclear warheads on its own territory, either for security reasons or due to the speed of deploying warheads from the more westerly location.","The irony is that the USSR didn't want to have nuclear warheads on its own territory, whether due to safety or the speed of deployment of warheads due to its more eastern location."
V těch podzemních krytech ( v každém javoru jsou dva) se uchovávaly pouze hlavice nikoliv celé rakety jak se říká.,The underground shelters (there are two in each Javor) only held the warheads not the whole missiles as they say.,"In those underground shelters (in each javor there are two) only the warheads were stored, not the entire rockets as is said."
"Pokud bylo potřeba nasadit tuto zbraň, přijela speciální jednotka, která si tuto hlavici vyzvedla a namontovala na nějaké nosné zařízení.","If it was necessary to deploy this weapon, a special unit arrived to retrieve the warhead and mount it on some sort of support device.","If it was necessary to deploy this weapon, a special unit arrived, which picked up the head and mounted it on some sort of carrier."
"Kromě toho muzeiního javoru, jsou ty zbylé v dezolátním stavu.","Except for the museum bunker, the remaining ones are in a desolate condition.","In addition to the museum's javor, the remaining ones are in a deplorable state."
"Na druhém stupni základní školy jsme měli spolužáka Cigána, 4 roky jsme s ním byli.",In the second grade of elementary we had a gypsy classmate and we were together in the same class for 4 years.,"In the second grade of elementary school, we had a Romani classmate, we were together for 4 years."
"Byl celkem v pohodě, dělal dobré vtípky, často se až moc projevoval, ale byl to takový náš maskot.","He was pretty cool, he made good jokes, he was often a little too expressive, but he was kind of our mascot.","He was all right, made good jokes, often showed off too much, but he was our mascot."
