inputs,labels,predictions
"„Þessar auglýsingar hafa ferðast víðar en við bjuggumst við,“ segir Egill en þess má geta að yfir fjórar milljónir manna hafa horft á efnið á YouTube.","""These advertisements have travelled further than we expected,"" says Egill, and it may be pointed out that over four million people have watched the content on YouTube.","Here is the translation from Icelandic to English:

""These ads have spread far and wide, but we're used to it,"" says Egill, noting that over four million people have watched the content on YouTube."
„Við hefðum ekki getað óskað eftir betri byrjun.“,"""We couldn't have wished for a better start.""","Here is the translation of the Icelandic sentence to English:

""We hadn't been able to ask for a better start."""
"Myndirnar hér á opnunni tók Árni Sæberg, ljósmyndari Morgunblaðins, við tökur á auglýsingum sem bera yfirskriftina „Let It Out“ um miðjan síðasta mánuð.","The photographs in this spread were taken by Árni Sæberg, photographer for Morgunblaðið, during the shooting of the ""Let It Out"" advertisements in the middle of last month.","Here is the translation from Icelandic to English:

""The photos here on the opening were taken by Árni Sæberg, a photographer for Morgunblaðið, during the filming of ads with the caption ""Let It Out"" in mid"
"Tökurnar fóru fram vítt og breitt, svo sem á Skólavörðustígnum í Reykjavík, í Reynisfjöru, við Skógarfoss, á Sólheimajökli og í helli við Hjörleifshöfða.","Shooting took place in various locations, including on Skólavörðustígur in Reykjavik, at Reynisfjara, Skógarfoss waterfall, on Sólheimajökull glacier and in a cave by Hjörleifshöfði.","Here is the translation from Icelandic to English:

""The fireworks went off widely and far, such as on Skólavörðustígur in Reykjavík, in Reynisfjörur, by Skógafoss, on S"
Leikstjórar voru Samúel Bjarki Pétursson og Gunnar Páll Ólafsson hjá Skoti productions og tökumaður Óttar Guðnason.,Samúel Bjarki Pétursson and Gunnar Páll Ólafsson at Skoti productions directed and Óttar Guðnason was the cameraman.,"Here is the translation from Icelandic to English:

Directors were Samúel Bjarki Pétursson and Gunnar Páll Ólafsson at Skoti productions and technician Óttar Guðnason."
"Í hlutverkum í téðum tökum voru hin íslenska Anna Jia og Murphy Cardenas, sem er frá Kúbu og Ungverjalandi.","Actors in these shoots were Anna Jia from Iceland and Murphy Cardenas, who is from Cuba and Hungary.","Here is the translation from Icelandic to English:

In the roles in the series were the Icelandic Anna Jia and Murphy Cardenas, who is from Cuba and Hungary."
Tugir Íslendinga komu að gerð auglýsinganna en á sama tíma og upptökur fóru fram á Suðurlandi var annar hópur á Vesturlandi og Vestfjörðum.,"Tens of Icelanders were involved in making the advertisements, and while shooting was taking place in South Iceland, another crew was working in West Iceland and the Westfjords.","Here is the translation from Icelandic to English:

""Icelanders were involved in making the advertisements, but at the same time as the filming took place in South Iceland, another group was on the West Coast and in the Westfjords."""
Að sögn Egils er „Let It Out“ aðeins fyrsti liður í Looks Like You Need Iceland-herferðinni en stefnt er að vetrarherferð í samstarfi við M&C Saatchi.,"According to Egill, ""Let It Out"" is only the first part of the Looks Like You Need Iceland campaign, with a winter campaign being planned in collaboration with M&C Saatchi.","Here is the translation from Icelandic to English:

According to Egil's account, ""Let It Out"" is only the first part of the Looks Like You Need Iceland trip, but the focus is on a winter trip in collaboration with M&C Saatch"
"„Þetta er bara fyrsti fasinn í þessari vinnu fyrir Íslandsstofu,“ segir Egill og bætir við að samstarfið við M&C Saatchi hafi gengið afskaplega vel.","""This is only the first phase in this work for Promote Iceland,"" says Egill, adding that the collaboration with M&C Saatchi has gone extremely well.","Here is the translation from Icelandic to English:

""This is just the first phase in this work for the Icelandic Agency,"" says Egill, adding that the collaboration with M&C Saatchi has gone extremely well."
„Það er frábært að vinna með þeim.,"""It's great working with them.","Here is the translation from Icelandic to English:

""It's great to work with them."""
Í svona verkefnum skiptir miklu máli að hafa erlenda samstarfsaðila með þekkingu á þeim mörkuðum sem við erum að tala við.“,"It's very important in projects like this to have foreign partners who are knowledgable about the markets we're addressing.""","Here is the translation from Icelandic to English:

 ""In such projects, it makes a big difference to have foreign partners with knowledge of those nuances that we are talking to."""
"Sprengisandur: Ræða stöðuna á vinnumarkaði, lífeyrissjóði og margt fleira","Sprengisandur: Discussion of the situation on the labour market, pension funds and much more","Here is the translation from Icelandic to English:

Sprengisandur: Discussing the situation on the labor market, pension fund and many more"
"Ásmundur Einar Daðason félags- og barnamálaráðherra, mætir í Sprengisand sem hefst klukkan tíu á Bylgjunni í dag.","Ásmundur Einar Daðason, Minister of Social Affairs and Children, will be a guest on Sprengisandur today at ten o'clock on Bylgjan.","Here is the translation from Icelandic to English:

Ásmundur Einar Daðason, Minister of Social Affairs and Children, meets in Sprengisand which starts at 10 o'clock on Bylgjun today.

Note: Bylg"
"Hann er einnig vinnumarkaðsráðherra og ræðir stöðuna á vinnumarkaði sem slíkur, Icelandair-málið og fleiri mál.","He is also Labour Market Minister and will, as such, discuss the current labour market situation, the Icelandair issue and more.","Here is the translation from Icelandic to English:

He is also Minister of Labour Market and speaks on the situation on the labour market as such, the Icelandair case and other cases."
Hann ræðir einnig landsbyggðarmál og flutning starfa út á land sem gengið hefur illa og verið umdeildur undanfarin ár og áratugi.,"He will also discuss the issues of rural areas and the relocation of jobs there, which has been unsuccessful and controversial in recent years and decades.","Here is the translation from Icelandic to English:

 He also speaks on rural affairs and the relocation of jobs to the countryside, which has been poorly managed and controversial in recent years and decades."
"Ragnar Þór Ingólfsson, formaður VR, mætir einnig í þáttinn en hann mun ræða gagnrýni sína varðandi fjárfestingar lífeyrissjóða og leggur fram hugmyndir um að verkalýðshreyfing og atvinnurekendur dragi sig út úr stjórnum sjóðanna til að draga ú","Another guest of the programme is VR Chairman Ragnar Þór Ingólfsson, who will discuss his criticism of pension fund investments and present his proposals of the labour movement and employers withdrawing from pension fund boards to reduce the risk of conflicts of interest.","system
You are a helpful AI assistant for translations

user
Translate Icelandic to English: Ragnar Þór Ingólfsson, formaður VR, mætir einnig í þáttinn en hann mun ræða gagnrýni sína varðandi fjárfestingar lífeyrissjóða og leggur fram hugmyndir um að verkalýðshreyfing og atvinnurekendur dragi sig út úr stjórnum sjóðanna til að draga úr fjárfestingum lífeyrissjóða."
"Þá verður rætt við þau Ívar Ingimarsson, ferðaþjónustumann á Austurlandi, og Árnheiði Jóhannsdóttur, framkvæmdastjóra Markaðsstofu Norðurlands, um stöðuna í ferðaþjónustu á landsbyggðinni.","There will also be an interview with Ívar Ingimarsson, tourism operator in East Iceland, and Árnheiður Jóhannsdóttir, managing director of Visit North Iceland, about the state of tourism in rural Iceland.","Here is the translation from Icelandic to English:

Then, they will meet with Ívar Ingimarsson, a tourism manager in Eastern Iceland, and Árnheiði Jóhannsdóttir, the director of the North Iceland"
Þau munu horfa fram á haustið og velta fyrir sér hvort velgengni sumarsins sé villandi fyrirboði um það sem koma skal.,"They will look ahead, towards the coming autumn, and consider whether the success this summer is a misleading indicator of what lies ahead.","Here is the translation from Icelandic to English:

""They will look forward to autumn and turn over in their minds whether the success of the summer is a false promise of what is to come.""

Or, in a more natural and idiomatic translation:

""They'll"
Hlusta má á þáttinn hér að neðan en hann hefst klukkan tíu.,"You can listen to the programme, which starts at ten, below.","Here is the translation:

""You can listen to the program below, which starts at 10 o'clock.""

Note: ""Hlusta má"" is a common Icelandic phrase that means ""you can listen to"" or ""you can hear""."
Svona lítur hún út í dag 25 árum síðar,"This is what she looks like now, 25 years later","Here is the translation from Icelandic to English:

""She looks like that today, 25 years later."""
Leikkonan Elisa Donovan átti farsælan feril í unglingaþáttum hvers konar.,Actress Elisa Donovan had a successful career in various teenage series.,"Here is the translation from Icelandic to English:

""Actress Elisa Donovan had a promising career in teen shows of all kinds."""
Heimsfrægð hlaut hún þó fyrir leik sinn sem Amber í kvikmyndinni Clueless fyrir 25 árum.,"She became world-famous, however, with her performance as Amber in the film Clueless, 25 years ago.","Here is the translation from Icelandic to English:

She did, however, gain international recognition for her role as Amber in the movie Clueless 25 years ago."
"Þá lék hún einnig í þáttunum Sabrina: The Teenage Witch ásamt Melissu Joan Hart, A Night at the Roxbury og í Beverly Hills 90210.","She also appeared in the series Sabrina: The Teenage Witch along with Melissa Joan Hart, A Night at the Roxbury and in Beverly Hills 90210.","Here is the translation from Icelandic to English:

She also played in the TV shows Sabrina: The Teenage Witch alongside Melissa Joan Hart, A Night at the Roxbury and in Beverly Hills 90210."
"Donovan er nú 49 ára, gift með eitt barn.","Donovan is now 49 years old and married, with one child.","Here is the translation from Icelandic to English:

Donovan is now 49 years old, married with one child."
Lítið hefur borið á henni undanfarið en hún fékkst þó til þess að líta yfir farinn veg og tjá sig um Clueless í áströlsku sjónvarpi á dögunum.,"Although she has stayed out of the limelight in recent years, she agreed to look back and talk about Clueless in an Australian television interview.","Here is the translation from Icelandic to English:

""Little has been said about her in the past, but she managed to get to look over the past road and express herself about Clueless in Australian television on Sundays.""

However, I think a more"
Hún talar fallega um Brittany Murphy sem lést óvænt 2009 og segir hana hafa verið frábær manneskja.,"She recalls Brittany Murphy, who died unexpectedly in 2009, with fondness and says that she was a wonderful human being.","Here is the translation from Icelandic to English:

""She talks beautifully about Brittany Murphy who died unexpectedly in 2009 and says she was an amazing person.""

Note: I've tried to preserve the original tone and sentiment of the sentence, but please let me"
„Ég verð að viðurkenna að ég byggði persónuna mestmegnis á stúlkum sem ég kynntist í skóla sem voru ekki góðar við mig.,"""I have to admit that I based the character mostly on girls that I knew in school and who weren't nice to me.","Here is the translation from Icelandic to English:

""I have to admit that I based the character mostly on girls I met in school who were not good to me."""
"Um leið og ég las handritið vissi ég hver þessi persóna var,“ sagði Donovan um leik sinn í Clueless.","As soon as I read the script, I know who this person was,"" says Donovan about her Clueless performance.","Here is the translation from Icelandic to English:

""As soon as I read the script I knew who this person was,"" said Donovan about her role in Clueless."
Vildi ekki yfirgefa lögreglustöðina eftir næturgistingu,Did not want to leave the police station after an overnight stay,"Here is the translation from Icelandic to English:

""I did not want to leave the police station after the night shift."""
Um fimmtíu mál komu á borð lögreglunnar á höfuðborgarsvæðinu í dag og segir í dagbók lögreglunnar að málin hafi verið fjölbreytt.,"The Reykjavík Metropolitan Police dealt with about fifty incidents today and according to the Police Diary, the nature of these incidents was diverse.","Here is the translation from Icelandic to English:

""About fifty cases came on board the police in the capital area today and the police log says that the cases have been varied.""

Or, in a slightly more natural English phrasing:

""About fifty cases"
Dagurinn á lögreglustöðinni á Hverfisgötu hófst með því að lögregla þurfti að hafa afskipti af manni sem hafði þá verið nýlega sleppt úr fangaklefa eftir að hafa dvalið þar vegna ölvunaraksturs.,The day at the police station on Hverfisgata began with the police having to deal with a man who had just been let out of a holding cell where he had been held because of drunk driving.,"Here is the translation from Icelandic to English:

The day at the police station on Hverfisgötu began with the police having to deal with a man who had recently been released from prison after being held there for a bout of drunkenness"
Vildi maðurinn ekki fara í burtu eftir að honum var sleppt og hlýddi ekki fyrirmælum lögreglu sem sögðu honum að fara á brott.,The man refused to leave when he was set free and ignored the orders of police to leave the premises.,"Here is the translation from Icelandic to English:

The man did not want to leave after he was released and did not comply with the police's instructions that told him to leave."
Vann maðurinn sér inn áframhaldandi dvöl á lögreglustöðinni vegna framgöngu sinnar.,The man's conduct earned him an extension of his stay at the police station.,"Here is the translation from Icelandic to English:

The man was detained at the police station due to his arrest."
Þá var maður handtekinn í morgunsárið grunaður um innbrot í fyrirtæki í Kópavogi.,"A man was arrested in the early hours, suspected of breaking into a business in Kópavogur.","Here is the translation from Icelandic to English:

Then a man was arrested in the morning of the year suspected of breaking into a company in Kópavogur.

Note: Kópavogur is a municipality in Iceland, so I"
Lögregla þurfti einnig að hafa afskipti af tveimur mönnum í Breiðholti vegna tilkynningar um líkamsárás.,The police also had to deal with two men in Breiðholt because of a reported assault.,"Here is the translation from Icelandic to English:

""The police also had to deal with two men in Breiðholt due to reports of bodily assault."""
Þá kom einnig til þess að kona sem sat að snæðingi í verslunarmiðstöð í Kópavogi gat ekki borgað fyrir reikninginn að máltíð lokinni og var því kallað til lögreglu.,A woman who had enjoyed a meal at a shopping centre in Kópavogur was unable to pay the check so the police was called.,"Here is the translation from Icelandic to English:

Then it also came to the fact that a woman who was sitting at a cash register in a shopping center in Kopavogur could not pay for the bill at the end of the meal and was therefore"
Einnig var tilkynnt um stuld á bifreið í miðbænum í morgun.,A car was also reported stolen in the town centre this morning.,"Here is the translation from Icelandic to English:

""There was also a report of a car accident in the city center this morning."""
Ökumaður hvítrar Renault sendibifreiðar leit af henni um stundarsakir og var hún þá tekin ófrjálsri hendi.,Someone took off in a white Renault van while its driver left it briefly unattended.,"Here is the translation from Icelandic to English:

The driver of the white Renault van was looking for her for a short time and then she was taken into custody."
Bíllinn hefur ekki fundist.,The car has not been found.,The car has not been found.
Bölvun Gleðisveitarinnar - Hræðileg örlög Gleestjarnanna,The Glee curse - the tragic fate of the Glee stars,"The translation from Icelandic to English is:

""Disaster of the Happiness Community - Frightful Fate of the Stars of Joy""

However, I think a more idiomatic translation would be:

""Disaster of the Happy Community - Frightful Destiny"
"Sú kenning hefur náð flugi á Internetinu að bölvun hvíli yfir þáttaröðinni um Gleðisveitina, en leikkonan Naya Rivera drukknaði í Kaliforníu á dögunum og varð þar með þriðji aðalleikari þáttanna til að láta lífið langt fyrir aldur fram.
assistant","According to a theory that has caught on online, there is a curse on the television series Glee, with actress Naya Rivera's recent drowning death in California making her the third lead actor in the series to die long before their time.","Here is the translation from Icelandic to English:

That rumor has spread like wildfire over the internet about the cast of the show, but actress Naya Rivera drowned in California over the weekend and became the third main cast member to die young."
"Þættirnir um gleðisveitina (e. Glee) eru vinsæl þáttaröð um söng, dans og gleði.","Glee is a popular series about song, dance and joy.","Here is the translation from Icelandic to English:

""The Glee episodes (e. Glee) are a popular TV series about singing, dancing, and joy.""

Or, more idiomatically:

""The Glee episodes are a hit TV series about music"
"Þættirnir fjölluðum um svonefnda gleðisveit unglinga í menntaskóla, ástir þeirra og örlög.","The series revolved around a so-called glee club for high school teenagers, their loves and their destinies.","Here is the translation from Icelandic to English:

""The series revolves around a group of young people in a high school, their loves and destinies.""

Note: ""Þættirnir"" is the plural form of ""þáttur"","
Það var ekki alltaf tekið út með sældinni að vera í gleðisveitinni en í gegnum söng og dans virtust persónur þáttanna ná að yfirvinna hverjar þær aðstæður sem upp komu í lífi þeirra.,"It was not always easy to be in the glee club, but through song and dance, the characters in the series seemed to overcome all circumstances that arose in their lives.","Here is the translation from Icelandic to English:

""It wasn't always taken out with the sale to be in the party crew, but through song and dance the characters of the show managed to overcome each of the situations that arose in their lives.""

Note:"
"En utan tökustaðar hafa miklar hörmungar riðið yfir leikendur og starfsmenn þáttanna, svo mjög að kenningar hafa vaknað um að bölvun hvíli á þáttunum.","But off the set, great tragedies have befallen the cast and crew of the series, to the extent that theories have began circulating about there being a curse on the series.","Here is the translation from Icelandic to English:

 Without any consideration, great disturbances have swept over the actors and staff of the shows, so much so that rumors have arisen that the shows are being sabotaged."
"Naya Marie Rivera fór með hlutverk Santönu Lopez í þáttunum, klappstýra sem kallaði ekki allt ömmu sína.",Naya Marie Rivera played the role of no-nonsense cheerleader Santana Lopez in the series.,"Here is the translation from Icelandic to English:

Naya Marie Rivera played the role of Santana Lopez in the show, a cheerleader who didn't call her mom everything."
"Eftir að þáttaröðin hafði runnið sitt skeið gekk Rivera að eiga leikarann Ryan Dorsey og átti með honum sitt fyrsta og eina barn, Josey.","After the conclusion of the series, Rivera married actor Ryan Dorsey and had with him her first and only child, Josey.","Here is the translation from Icelandic to English:

After the series had run its course, Rivera went on to marry actor Ryan Dorsey and had her first and only child, Josey."
Árið 2017 var Rivera handtekin fyrir heimilisofbeldi gegn manni sínum og skildu þau í kjölfarið.,"In 2017, Rivera was arrested for domestic violence against her husband and they were subsequently divorced.","Here is the translation from Icelandic to English:

In 2017, Rivera was arrested for domestic violence against her husband and they subsequently divorced."
Dorsey neitaði þó að leggja fram kæru og var heimilisofbeldismálið látið niður falla.,"Dorsey refused to press charges, however, and the domestic violence case was dropped.","Here is the translation from Icelandic to English:

Dorsey refused to file a complaint and the home violence case was dropped."
Þann 8. júlí síðastliðinn var tilkynnt að Riveru væri saknað eftir að fjögurra ára sonur hennar fannst aleinn á reki í bát á vatninu Lake Piru í Kaliforníu.,"On 8 July of this year, Rivera was reported missing after her four-year old son was found drifting alone in a boat on Lake Piru in California.","Here is the translation from Icelandic to English:

On July 8, it was reported that River had gone missing after her four-year-old son was found alone on a boat on Lake Piru in California."
Drengurinn fannst sofandi í björgunarvesti um borð í bátnum og gat hann greint lögregluyfirvöldum frá því að hann og móðir hans hefðu stungið sér til sunds og svo hefði Rivera komið honum aftur upp í bátinn en aldrei skilað sér þangað sjálf.,"The boy was found sleeping in a life jacket aboard the boat, and he was able to tell police authorities that he and his mother had dived into the water and River had then put him back in the boat but never returned there herself.","Here is the translation from Icelandic to English:

The boy was found sleeping in the rescue boat on board the boat and he had informed the police authorities that he and his mother had swum ashore and then Rivera had come back up to the boat but"
Upphófst umfangsmikil leit að Rivera.,An extensive search for Rivera was launched.,"Here is the translation from Icelandic to English:

""A large-scale search was launched for Rivera."""
Daginn eftir að leit hófst greindi lögreglustjórinn á svæðinu frá því að við leit væri gengið út frá því að Rivera hefði drukknað.,"The day after the search began, the chief of police in the area reported that the search was conducted according to the assumption that Rivera had drowned.","Here is the translation from Icelandic to English:

The day after the search began, the police chief in the area reported that we were operating on the assumption that Rivera had drowned."
Fimm dögum síðar fannst Rivera og var opinberlega úrskurðuð látin.,"Five days later, Rivera was found and officially declared dead.","Here is the translation from Icelandic to English:

Five days later, Rivera was found and officially declared dead."
Talið er að hún hafi lent í miklum straumþunga í vatninu og nýtt síðustu krafa sína í að bjarga syninum.,It is believed that she got caught up in a heavy current in the water and used her last remaining strength to save her son.,"Here is the translation from Icelandic to English:

It is said that she was caught in a strong current in the water and used her last request to save her son."
Dánarorsök var skráð drukknum af slysförum.,The cause of death was recorded as accidental drowning.,"Here is the translation from Icelandic to English:

""Danish sailors were listed as drunkards due to their misconduct.""

Note: ""Dánarorsök"" can be translated to ""Danish sailors"" or ""Danish seamen"", and """
"Cory Allan Michael Monteith fór með hlutverk Finn Hudson í þáttunum, ameríska fótboltamannsins með englaröddina sem lék lykilhlutverk í að færa Gleðisveitina til vegs og virðingar.","Cory Allan Michael Monteith played the role of Finn Hudson in the series, the American football player with the voice of angel who played a major role in Glee's success.","Here is the translation from Icelandic to English:

Cory Allan Michael Monteith played the role of Finn Hudson in the show, the American football player with the angelic voice who played a key role in bringing Glee Club to an end and respect."
Utan þáttanna glímdi Moneith þó við persónulega djöfla.,"But outside the series, Moneith faced personal demons.","Here is the translation from Icelandic to English:

Without those distractions, Moneith was pitted against a personal demon."
Frá 13 ára aldri hafði hann glímt við fíkn og reyndist erfitt að komast undan henni.,He had had addiction problems since the age of 13 and found it difficult to escape from them.,"Here is the translation from Icelandic to English:

From the age of 13, he had struggled with addiction and found it difficult to get away from it."
"Árið 2013 fannst samstarfsmönnum hans í þáttunum nóg komið, gripu inn í og hvöttu hann til að leita sér hjálpar.","In 2013, his co-workers on the series had had enough and staged an intervention to encourage him to seek help.","Here is the translation from Icelandic to English:

In 2013, his colleagues in the project found that things had gotten too much for him, stepped in and encouraged him to seek help."
Moneith fór þá í meðferð og virtist allt horfa til betri vegar.,Moneith subsequently entered rehab and everything seemed to be heading in the right direction.,"Here is the translation from Icelandic to English:

Moneith then went into treatment and it seemed like everything was heading towards better paths.

Note: I'm assuming ""Moneith"" is a proper noun, possibly a person's name. If it"
Aðeins tveimur mánuðum eftir að hann lauk meðferðinni fannst Moneith látinn á hótelherbergi eftir að hafa farið út að skemmta sér með vinum.,"Only two months after completing his rehab programme, Moneith was found dead in a hotel room after a night out partying with his friends.","Here is the translation from Icelandic to English:

Just two months after he finished his treatment, Moneith was found dead in a hotel room after going out to have fun with friends."
Banamein reyndist banvæn blanda af vímuefnum og áfengi.,The cause of death turned out to be a fatal mixture of drugs and alcohol.,"Here is the translation from Icelandic to English:

""Banamein proved to be a poisonous mixture of opium and intoxicants."""
Ekki var talið að um viljaverk væri að ræða.,The death was not believed to be intentional.,"Here is the translation from Icelandic to English:

""It was not thought that it was a matter of will."""
"Moneith hafði farið í meðferð og þol hans fyrir vímugjöfum hafði minnkað svo mikið að skammtur sem hann hafði áður þolað vel, reyndist banvænn.",Moneith had been through rehab and his tolerance for intoxicants had become so low that a dose that he could easily tolerate before now proved to be fatal.,"Here is the translation from Icelandic to English:

Moneth had undergone treatment and his tolerance for the poison had decreased so much that the dose he had previously tolerated well proved fatal."
Hann var aðeins 31 árs þegar hann lét lífið.,He was only 31 years old when he passed away.,"Here is the translation from Icelandic to English:

He was only 31 years old when he died."
"Andlát hans lagðist þungt á samstarfsmenn hans, en að undirlagi mótleikkonu hans, Lea Michele, var ákveðið að halda töku þáttanna áfram og helguðu þau heilan þátt minningu Moneith og persónu hans Finns.","His death was a great shock to his co-workers, but at the instigation of his co-star Lea Michele, the decision was made to continue shooting the series, with an entire episode dedicated to the memory of Moneith and his character, Finn.","Here is the translation from Icelandic to English:

His death weighed heavily on his colleagues, but under the guidance of his co-star, Lea Michele, it was decided to continue the show and dedicate the episode to the memory of Monheit and his character"
"Mark Wayne Salling fór með hlutverk Noah „Puck“ Puckerman í þáttunum, Puck var amerískur fótboltamaður, líkt og Finn, og bar litla virðingu fyrir samnemendum sínum í Gleðisveitinni, eða allt þar til að hann öðlaðist kjarkinn til að viðurkenna að hann hafði","In the series, Mark Wayne Salling played the role of Noah „Puck“ Puckerman, who played American football, like Finn, and had little respect for his fellow students in the glee club, that is until he worked up the courage to admit that he liked singing and dancing.","system
You are a helpful AI assistant for translations

user
Translate Icelandic to English: Mark Wayne Salling fór með hlutverk Noah „Puck“ Puckerman í þáttunum, Puck var amerískur fótboltamaður, líkt og Finn, og bar litla virðingu fyrir samnemendum sínum í Gleðisveitinni, eða allt þar til að hann öðlaðist kjarkinn til að viðurkenna að hann hafði fengið lítið fyrir sér."
Tveimur árum síðar var Salling handtekinn á heimili sínu í Los Angeles grunaður um vörslu barnakláms.,"Two years later, Salling was arrested at his Los Angeles home, suspected of possessing child pornography.","Here is the translation from Icelandic to English:

""Two years later, Salling was arrested at his home in Los Angeles on suspicion of possession of child pornography."""
Við húsleit heima hjá honum fannst gífurlegt magn af barnaklámi og málið spurðist fljótlega út opinberlega.,A search of his home revealed enormous quantities of child pornography and the matter soon became public knowledge.,"Here is the translation from Icelandic to English:

""We were house hunting at home with him and found an incredible amount of baby formula and the matter was quickly made public."""
Ljóst var að Salling var búinn að vera.,It was obvious that Salling was done.,"Here is the translation from Icelandic to English:

""It was clear that Salling was done."""
