inputs,labels,predictions
"Исходя из этого, производители BioNTech / Pfizer к марту 2022 года планируют предоставить вакцину, адаптированную для Omikron.","On this basis, the manufacturers BioNTech/Pfizer plan to provide a vaccine adapted for Omicron by March 2022.","Here is the translation:

Based on this, BioNTech/Pfizer manufacturers plan to provide a vaccine adapted for Omicron by March 2022."
"Компании подчеркивают, что две дозы вакцины не обеспечивают достаточной защиты от заражения новым вариантом коронавируса ""Омикрон"".",The companies emphasize that two doses of the vaccine do not provide sufficient protection against infection with the new variant of coronavirus Omicron.,"Here is the translation:

""Companies emphasize that two doses of the vaccine do not provide sufficient protection against infection with the new ""Omicron"" variant of the coronavirus."""
"Исследование BioNTech и Pfizer показало, что при двух дозах вакцины эффективность существенно ниже: ""нейтрализующий потенциал сокращается более чем в 25 раз"".","The BioNTech and Pfizer study showed that the effectiveness is significantly lower with two doses of the vaccine: ""the neutralizing potential is reduced by more than 25 times.""","Here is the translation from Russian to English:

""The BioNTech and Pfizer study showed that with two doses of the vaccine, the effectiveness is significantly lower: ""the neutralizing potential is reduced by more than 25 times""."
"""Это указывает на то, что две дозы BNT162b2 не обеспечивают достаточной защиты от заражения омикрон-штаммом"", - подчеркнули BioNTech и Pfizer.","""It indicates that two doses of BNT162b2 do not provide sufficient protection against infection with the omicron strain,"" emphasized BioNTech and Pfizer.","Here is the translation:

""This suggests that two doses of BNT162b2 do not provide sufficient protection against infection with the Omicron strain,"" BioNTech and Pfizer emphasized."
Поэтому необходима третья доза.,"Therefore, a third dose is necessary.","Here is the translation of the Russian text to English:

""So a third dose is needed."""
Эксперты настаивают на ускорении темпов вакцинации в стране.,Experts insist on accelerating rate of the vaccination in the country.,"Here is the translation of the given Russian sentence to English:

""Experts are calling for an acceleration of vaccination rates in the country."""
"Например, председатель Немецкого общества инфекционных болезней Бернд Зальцбергер выступает за сокращение интервала между второй и третьей прививкой.","For example, Bernd Salzberger, chairman of the German Society for Infectious Diseases, advocates shortening the interval between the second and third vaccination.","Here is the translation from Russian to English:

""For example, the chairman of the German Society of Infectious Diseases, Bernd Salzberger, advocates for shortening the interval between the second and third doses."""
"Более того, как считает Зальцбергер, ускоренная вакцинация окажет влияние на распространение как дельта-вируса, так и омикрон-варианта коронавируса.","Moreover, according to Salzberger, the accelerated vaccination will have an impact on the spread of both the delta virus and the omicron variant of coronavirus.","Here is the translation of the given Russian text to English:

""Moreover, as Salzberger believes, accelerated vaccination will have an impact on the spread of both the delta virus and the omicron variant of the coronavirus."""
"""Опыт Израиля очень убедительно показывает это"", - подчеркнул эксперт.","""Israel's experience shows it very convincingly,"" emphasized the expert.","Here is the translation of the given Russian sentence to English:

""Israel's experience is very convincingly showing this,"" - emphasized the expert."
"Воблер Pontoon21, Bet-A Vib, 54 Silent, 54 мм, 8,5 г.","Wobbler Pontoon21, Bet-A Vib, 54 Silent, 54 mm, 8.5 g.","Here is the translation from Russian to English:

""Vobler Pontoon21, Bet-A Vib, 54 Silent, 54mm, 8.5g.""

Note: ""Воблер"" is a Russian word for ""lure"
Серия Bet-A-Vib – особая ветвь семейcтва Bet-A от компании Pontoon21®.,The Bet-A-Vib series is a special branch of the Bet-A family from the Pontoon21® company.,"Here is the translation:

The Bet-A-Vib series - a special branch of the Bet-A family from Pontoon21."
"Она (как и серия Kalikana Vib) отличается от множества других вибов тем, что изначально создавалась с учётом использования для подлёдной рыбалки, а не только для ловли взаброс.",It (like the Kalikana Vib series) differs from many other vibs in that it was originally designed to be used in both ice and cast fishing.,"Here is the translation from Russian to English:

She (like the Kalikana Vib series) differs from many other vibrobaits in that it was originally designed with ice fishing in mind, rather than just casting."
"Эти вибы имеют больший, чем у близких по габаритам аналогов, удельный вес, что, несомненно, положительно сказывается на нюансах применения этих интересных приманок.","These vibs have a higher specific weight than their close-in-size analogues, which certainly has a positive effect on the application nuances of these interesting baits.","Here is the translation from Russian to English:

""These vibes have a higher, than their close in size analogues, specific weight, which undoubtedly has a positive impact on the nuances of using these interesting lures."""
"Другая узнаваемая особенность – верхний плавничок из прочного и упругого пластика, создающий дополнительные оттенки вибрации при вертикальной и горизонтальной проводках.","Another recognizable feature is the upper finlet made of strong and resilient plastic, which creates additional degrees of vibration during vertical and horizontal retrieval.","Here is the translation from Russian to English:

""Another recognizable feature is the upper fin made of strong and elastic plastic, creating additional shades of vibration during vertical and horizontal transmission."""
"В качестве ""зимнего виба"" при ловле в отвес Bet-A-Vib демонстрирует довольно агрессивную игру.","Bet-A-Vib demonstrates quite an aggressive game as a ""winter vib"" in plumb fishing.","Here is the translation of the given text from Russian to English:

As a ""winter viber"" when fishing in a vertical Bet-A-Vib, it shows quite an aggressive game."
"Часто наиболее уловистой бывает простая монотонная анимация, то есть движения удильником вверх-вниз почти без пауз.","A simple monotonous animation is often the best for fishing, which means moving the rod up and down almost without any pauses.","Here is the translation of the given Russian text to English:

""Often the most catchy is simple monotonous animation, that is, the movement of the plectrum up and down almost without pauses."""
"При планировании отклонение от вертикальной оси не очень велико, что удобно при ловле в ограниченном пространстве, захламленном подводной растительностью, корягами и прочими препятствиями, за которые возможен зацеп.","When planning, the deviation from the vertical axis is not very large, which is convenient when fishing in a limited space, cluttered with submerged aquatic vegetation, snags and other obstacles you can get caught on.","Here is the translation from Russian to English:

When planning, deviation from the vertical axis is not very large, which is convenient when fishing in a confined space, overgrown with underwater vegetation, snags, and other obstacles that can get caught."
"Кроме того, небольшое отклонение актуально при ловле зимой судака и крупного окуня, и особенно в середине зимы, когда требуется точечная и агрессивная подача приманки.","In addition, a slight deviation is relevant when fishing for zander or large perch in winter, and especially in the middle of winter, when you need a point and aggressive bait feeding.","Here is the translation from Russian to English:

""In addition, a small deviation is relevant when catching pike in winter and large pike-perch, and especially in mid-winter, when a precise and aggressive bait presentation is required."""
"Достигнув крайней точки траектории, Bet-A-Vib мгновенно разворачивается и возвращается к исходной вертикали.","Upon reaching the extreme point of the trajectory, Bet-A-Vib instantly turns around and returns to the initial vertical.","Here is the translation from Russian to English:

""Reaching the extreme point of the trajectory, Bet-A-Vib instantly reverses and returns to its original vertical."""
Не менее успешно Bet-A-Vib применяется и для зимней ловли прудовой форели.,"Also, Bet-A-Vib is equally successful when used during winter fishing for pond trout.","Here is the translation:

""Bet-A-Vib is also used just as successfully for winter trout fishing."""
"Чтобы угодить её капризам, можно выбрать из двух модификаций: с шумовой капсулой (NS – NanoSound) или без неё (SL – Silent).","To please it, you can choose from two modifications: with a noise capsule (NS — NanoSound) or without it (SL — Silent).","Here is the translation:

To cater to her whims, you can choose from two modifications: with a noise capsule (NS - NanoSound) or without it (SL - Silent)."
"Также отмечено, что Bet-A-Vib игрой в отвес способен раздразнить пассивную щуку, не реагирующую даже на живца.",It is also noted that the Bet-A-Vib play plumb can annoy a passive pike that does not react even to live bait.,"Here is the translation:

""It has also been noted that Bet-A-Vib can provoke a passive pike, which does not even react to a live bait."""
При ловле взаброс Bet-A-Vib демонстрирует дальность и точность.,Bet-A-Vib demonstrates range and accuracy during cast fishing.,"Here is the translation of the given Russian text to English:

""When fishing with a cast Bet-A-Vib, it demonstrates range and accuracy."""
"Этот воблер понятен и не капризен, хорошо сочетается с леской и плетёными шнурами даже больших диаметров.","This wobbler is understandable and not capricious, it goes well with fish line and braided cords even of large diameters.","Here is the translation from Russian to English:

""This lure is easy to understand and not finicky, it works well with monofilament and braided lines of even large diameters."""
"Для ловли взаброс щуки, судака, ерша или окуня кроме равномерной актуальна и ""ступенька"", иногда с ""чирканьем"" по дну.","When fishing for pike, zander, ruffle or perch, in addition to flat, the ""step"" is also relevant, sometimes with scratching on the bottom.","Here is the translation from Russian to English:

""For catching pike, perch, pikeperch or pike, besides a uniform ""step"" is also relevant, sometimes with a ""tapping"" on the bottom."""
"Если вы ловите в закоряженных местах, можно сменить передний тройник на двойник, что уменьшит вероятность зацепов.","If you are fishing in a muddy area, you can change the front treble to a double, which will reduce the likelihood of snagging.","Here is the translation:

""If you're fishing in snaggy areas, you can switch to a front double hook, which will reduce the likelihood of getting caught up."""
"Среди приманок своего класса Bet-A-Vib в числе наиболее устойчивых в работе и, как следствие, одной из наиболее уловистых.","Bet-A-Vib is one of the most stable to use and, as a result, one of the best for fishing among the baits of its class.","Here is the translation of the given Russian text to English:

""Among the lures of its class, Bet-A-Vib is one of the most durable in operation and, as a result, one of the most catchable."""
"С одинаковым успехом может использоваться как на относительно мелких, так и на довольно глубоких участках.",It can be used with equal success in both relatively shallow and quite deep areas.,"Here is the translation of the given Russian text to English:

""It can be used with equal success on relatively small as well as quite deep areas."""
Все модели оснащены крючками Owner ST-36.,All models are equipped with Owner ST-36 hooks.,"Here is the translation:

All models are equipped with Owner ST-36 hooks."
Сколько молодых бездельников сидит на шее стариков-родителей.,So many young idlers sit on old parents' necks.,"Here is the translation of the given Russian text to English:

""How many young loafers are sitting on the necks of elderly parents.""

Note: The term ""бездельник"" (loafer) in Russian has a somewhat negative connotation"
"""Золотая молодежь"" - явно выраженные лентяи в большинстве своём, ничего не умеющие и не знающие.","The ""golden youth"" are, for the most part, a lot of dyed-in-the-wool layabouts who know nothing and are good for nothing.","Here is the translation of the given text from Russian to English:

""Golden Youth"" - clearly expressed slackers for the most part, unable to do anything and know nothing.

Note: The term ""Золотая молодежь"" is a pe"
Сытая жизнь располагает к безделью.,Abundant life leads to idleness.,"Here is the translation of the Russian sentence to English:

""A life of plenty breeds idleness."""
"Возможно, Мишустин имел в виду эту немалую часть населения.",Possibly Mishustin meant this quite significant part of the population.,"Here is the translation of the given Russian text to English:

""Perhaps Mishustin had in mind this considerable part of the population."""
"Вы, верно, шутите.",Surely you are joking.,"Here is the translation of the Russian phrase ""Вы, верно, шутите"" to English:

""You're kidding, right?"""
"Ни разу не видела в этом магазине обувь, которую захотелось бы купить.",Not once have I seen any footwear in this shop that I wanted to buy.,"Here is the translation of the given Russian text to English:

""I have never seen shoes in this store that I would want to buy."""
О какой многолетней носке вы пишете?,What years-long wear are you writing about?,"Here is the translation of the Russian sentence to English:

About what long-term wear you are writing?"
Эта обувь изготовлена из кожзама.,This footwear is made from artificial leather.,"Here is the translation:

This shoe is made of faux leather."
"Хорошо, если один сезон выдержит.",It is good if it lasts one season.,"Here is the translation of the Russian phrase to English:

""Good if one season lasts.""

Or, in a more idiomatic translation:

""Good if it lasts the season.""

The phrase ""Хорошо, если один сезон выдержит"""
"""Зенден"" на одном уровне с ""Кари"".",Zenden is on the same level as Kari.,"The translation from Russian to English is:

""Zendén"" on the same level as ""Kari""."
"Пару-тройку раз зайти, посмотреть и понять, что делать в них нечего.","To visit two or three times, have a look and realize that there is nothing to do here.","Here is the translation of the given Russian text to English:

""Go there a couple of times, take a look, and understand that there's nothing to do there."""
В Ливии заявили о 7 тысячах российских наемников,Libya claims 7 thousand Russian mercenaries,"Here is the translation:

""In Libya, they claim there are 7,000 Russian mercenaries."""
"В Ливии находятся более 7 тыс. наемников частной военной компании (ЧВК) ""Вагнер"".",There are more than 7 thousand mercenaries from the private military company (PMC) Wagner.,"Here is the translation:

""There are over 7,000 mercenaries from the private military company (PMC) ""Wagner"" in Libya."""
"Об этом заявил в воскресенье, 12 декабря, председатель Высшего государственного совета республики Халед аль-Мишри.","This was announced by Khaled al-Mishri, chairman of the Supreme State Council of the Republic, on Sunday, December 12.","Here is the translation of the given Russian text to English:

""This was announced on Sunday, December 12, by the chairman of the Higher State Council of the republic, Khaled al-Mishri."""
"""В настоящее время в Ливии насчитывается более 7 тыс. наемников ЧВК ""Вагнер"".","""Currently, there are more than 7 thousand PMC Wagner mercenaries in Libya.","Here is the translation:

""Currently, there are over 7,000 mercenaries from the Wagner Group in Libya."""
У них имеются и самолеты.,"They have airplanes, too.","Here is the translation of the Russian sentence to English:

""They have airplanes too."""
Они также роют траншеи в Сирте и Куфре.,They are also digging trenches in Sirte and Kufra.,"Here is the translation of the given Russian text to English:

""They are also digging trenches in Sirte and Kufra."""
"У них имеется 30 реактивных самолетов на авиабазах Гардабия (используется также как гражданский аэропорт в Сирте) "", - приводит его слова агентство Anadolu.","They have 30 jets at Gardabia air bases (also used as a civilian airport in Sirte),"" according to the Anadolu Agency quoting his words.","Here is the translation from Russian to English:

""They have 30 fighter jets on the Gardabya airbase (also used as a civilian airport in Sirte),"" Anadolu news agency quoted him as saying."
"Халед аль-Мишри также указал, что российские наемники ""пытаются захватить"" центральную часть Ливии, простирающуюся от Чада до Средиземного моря, после того, как ""приведут своего человека к власти"" в Центральной Африканской Республике.","Khaled al-Mishri also pointed out that Russian mercenaries are ""trying to seize"" the central part of Libya, stretching from Chad to the Mediterranean Sea, after ""bringing their man to power"" in the Central African Republic.","Here is the translation from Russian to English:

Khaled al-Mishri also stated that Russian mercenaries ""are trying to capture"" the central part of Libya, stretching from Chad to the Mediterranean Sea, after ""bringing their man to power"" in the"
Сохранить присутствие,Maintain presence,"The translation of ""Сохранить присутствие"" from Russian to English is:

""Maintain presence"""
"По мнению собеседника издания, Москва искала страну для сохранения своего присутствия в Северной Африке и ""разместилась в Ливии"".","According to the publication's informant, Moscow was looking for a country to maintain its presence in North Africa and ""settled in Libya"".","Here is the translation of the given text from Russian to English:

According to the interlocutor of the publication, Moscow was looking for a country to preserve its presence in North Africa and ""located itself in Libya""."
"""Вагнер"" находится в Ливии с 2019 года, использует авиабазу и порт в Сирте, а также авиабазу в Джуфре, отмечается в публикации агентства.","Wagner has been in Libya since 2019, using an air base and a port in Sirte, as well as an air base in Jufra, notes the agency's publication.","Here is the translation from Russian to English:

""Wagner"" has been in Libya since 2019, using an airbase and a port in Sirte, as well as an airbase in Jufra, according to the agency's publication."
"Российские власти официально отрицают, что ЧВК ""Вагнер"" пользуется поддержкой Кремля.",Russian authorities officially deny that PMC Wagner is supported by the Kremlin.,"Here is the translation of the given Russian text to English:

""Russian authorities officially deny that the Wagner Group is backed by the Kremlin."""
