inputs,labels,predictions
"This accomplice then waited until the two cashiers at the exit door were busy, then walked right by them and out the door.","Затем этот сообщник подождал, пока оба кассира будут заняты, потом прошел прямо мимо них и вышел за дверь.","A possible translation in Russian is as follows:
Этот сообщник ждал, пока два кассира у двери выхода будут заняты, затем прошел мимо них и вышел."
"Both of them noticed, and asked each other if the guy paid.","Они оба заметили и спросили друг у друга, платил ли этот парень.","A possible translation in Russian is as follows:
Они оба заметили и спросили друг у друга, заплатил ли парень."
"When it was confirmed he didn’t, one ran after him.","Когда подтвердилось, что он этого не сделал, один побежал за ним.","A possible translation in Russian is as follows:
Когда это подтвердилось, кто-то побежал за ним."
"I was told the cashier shouted for him to stop as she chased after him, but he began running with the cart to the getaway vehicle.","Мне рассказали, что когда кассир погналась за ним, она крикнула, чтобы тот остановился, но он побежал с тележкой к машине для побега.","A possible translation in Russian is as follows:
Мне сказали, что кассир крикнула ему, чтобы он остановился, когда она бежала за ним, но он начал бежать с тележкой к машине, в которой они скрылись."
"I don’t know if he was one of those guys who liked wearing his pants low, or he didn’t have a belt on.","Я не знаю, был ли он одним из тех ребят, которые любят носить штаны приспущенными или он просто не надел ремень.","A possible translation in Russian is as follows:
Не знаю, был ли он одним из тех парней, которые любят носить штаны на талии или у него не было ремня."
"But I was told his pants started falling down, and he was struggling to pull them up while running and pushing a cart with a heavy socket set.","Но мне рассказали, что его штаны начали падать и он пытался подтянуть их на бегу, толкая тележку с тяжелым набором инструментов.","A possible translation in Russian is as follows:
Но мне сказали, что его брюки начали падать, и он боролся, чтобы поднять их, бегая и толкая тележку с тяжелым набором инструментов."
"He then ditches the cart, leaving the socket set in it as he yanked his pants up, and ran to the getaway vehicle, jumping in with his infamous accomplice diving them off.","Затем он бросил тележку, оставив в ней набор инструментов, дернул штаны вверх и побежал к машине для побега, запрыгнул внутрь к своему печально известному сообщнику, который умчал их прочь.","A possible translation in Russian is as follows:
Затем он бросил тележку, оставив в ней набор инструментов, когда подтягивал штаны, и побежал к машине, в которую прыгнул со своим печально известным сообщником, улегшись в ней."
"Sunday Best: Enter 1880s New York in HBO's ""The Gilded Age""",Лучшее в воскресенье: отправьтесь в Нью-Йорк 1880-х с телесериалом HBO «Позолоченный век»,"A possible translation in Russian is as follows:
Лучшее воскресенье: отправьтесь в Нью-Йорк 1880-х годов в сериале HBO ""Позолоченный век"""
Hat and parasol alert!,Не забудьте шляпу и зонтик!,A hat and an umbrella are recommended!
"""The Gilded Age,"" created by Julian Fellowes (""Downton Abbey"") and written by Fellowes and Sonja Warfield, premieres next month on HBO.","В следующем месяце на HBO состоится премьера телесериала «Позолоченный век», созданного Джулианом Феллоузом («Аббатство Даунтон») по сценарию Феллоуза и Сони Уорфилд.","_x This is a reference to a historical period in the United States in the late 19th century, known as the Gilded Age, which was characterized by rapid industrialization, economic growth, and social change. The TV series ""The Gilded Age"" is set during this time period and explores the lives of wealthy families in New York City."
"Set in 1880s New York, it follows Marian Brook (Louisa Jacobson, above left) and aspiring writer Peggy Scott (Denée Benton, right) as they newly encounter old-money society.","Расположенный в 1880-х годах в Нью-Йорке, он следует за Мариан Брук (Луиза Джейкобсон, вверху слева) и начинающей писательницей Пегги Скотт (Дене Бентон, справа), когда они впервые сталкиваются с миром состоятельных пожилых людей.","Highly probable translation: В Нью-Йорке 1880-х годов рассказывается о Мариан Брук (Луиза Джейкобсон, вверху слева) и начинающей писательнице Пегги Скотт (Дени Бентон, справа), когда они впервые сталкиваются с обществом, состоятельным с давних времен."
"Also in the cast are Christine Baranski, Cynthia Nixon, Carrie Coon and Morgan Spector, among many more.","Также в актерском составе Кристин Барански, Синтия Никсон, Керри Кун и Морган Спектор, а также многие другие.","A possible translation in Russian is as follows:
В числе прочих в актерском составе также Кристин Барански, Синтия Никсон, Керри Куон и Морган Спектор."
"Good fun for the winter, no?","Отличная зимняя забава, не правда ли?","A possible translation in Russian is as follows:
Приятная зимняя забава, не правда ли?"
"The costumes, which look to be quite lavish indeed, are designed by Kasia Walicka-Maimone, whose previous work includes ""The Goldfinch,"" ""A Quiet Place"" and ""Moonrise Kingdom.""","Костюмы, которые действительно выглядяn достаточно дорого, созданы Касией Валика-Маймоне, предыдущие работы которой включают «Щегол», «Тихое место» и «Королевство полной луны».","A possible translation in Russian is as follows:
Костюмы, которые, кажется, действительно довольно роскошные, разработаны Касией Валиккой-Маймоне, чьи предыдущие работы включают в себя «Золотую рыбку», «Тихое место» и «Королевство ночного неба»."
"""The Gilded Age"" begins streaming on HBO Max on Jan. 24th.",Трансляция телесериала «Позолоченный век» на HBO Max начинается 24 января.,"A possible translation in Russian is as follows:
""Позолоченный век"" начинает показ на HBO Max 24 января."
Joe Biden Laments Failure to Stop Global Warming After Deadly Tornados,Джо Байден сожалеет о неспособности остановить глобальное потепление после смертоносных торнадо,"A possible translation in Russian is as follows:
Джо Байден сожалеет о неспособности остановить глобальное потепление после смертоносных торнадо"
President Joe Biden lamented the world's failure to stop global warming on Saturday after addressing the deadly tornadoes that swept through several states.,"В субботу президент Джо Байден посетовал на неспособность всего мира остановить глобальное потепление после того, как он упомянул о серии смертоносных торнадо, обрушившихся на территорию нескольких штатов.",A President Joe Biden lamented the world's failure to stop global warming on Saturday after addressing the deadly tornadoes that swept through several states.
"""We all know that everything is more intense when the climate is warming.","«Все мы знаем, что процессы проходят интенсивнее, когда климат становится теплее.","A possible translation in Russian is as follows:
""Мы все знаем, что все происходит более интенсивно, когда климат нагревается."
"Everything,"" he said.","Все», — сказал он.","A possible translation in Russian is as follows:
Все"", - сказал он."
"""And obviously it has some impact here.""","«И очевидно, что это имеет определенное влияние».","A possible translation in Russian is as follows:
И, очевидно, это оказывает определенное влияние здесь""."
"At least 30 tornadoes were reported across six different states causing widespread devastation, and over 100 people are expected killed from the storm.","Сообщается как минимум о 30 торнадо, зафиксированных в шести штатах, которые привели к масштабным разрушениям, предположительно, в результате бури погибло более 100 человек.","A possible translation in Russian is as follows:
По меньшей мере 30 торнадо были зафиксированы в шести штатах, причинив масштабные разрушения, и, как ожидается, более 100 человек погибло в результате шторма."
"The president said he did not know the full extent of global warming's contribution to the deadly storms, which he described as one of the ""largest tornado outbreaks in history.""","Президент сообщил, что многого не знает о том, как глобальное потепление влияет на смертоносные бури, которые он описывает как одни из самых «масштабных вспышек торнадо в истории».","A President said he did not know the full extent of global warming's contribution to the deadly storms, which he described as one of the ""largest tornado outbreaks in history."""
He said he would get the Environmental Protection Agency to investigate.,"Он сказал, что привлечет к расследованию Агентство по охране окружающей среды.","A possible translation in Russian is as follows:
Он сказал, что поручит Агентству по охране окружающей среды провести расследование."
"""All that I know is that the intensity of the weather across the board has some impact as a consequence of the warming of the planet,"" Biden said.","«Все, что мне известно, это то, что резкая смена погоды вдоль границы является результатом потепления на планете и обладает определенным влиянием», — сообщил Байден.","A possible translation is as follows:
""Все, что я знаю, это то, что интенсивность погоды во всех сферах имеет определенное влияние в результате потепления планеты"", - сказал Байден."
The president praised the reporter who asked him about climate change.,"Президент похвалил журналиста, задавшего вопрос об изменении климата.","A possible translation in Russian is as follows:
Президент похвалил репортера, который спросил его о климатических изменениях."
"""As usual, you ask always the best question,"" he said with a wry chuckle.","«Как обычно, вы задали самый интересный вопрос», — сказал он с усмешкой.","A possible translation in Russian:
Он сказал со скрытым смехом: ""Как обычно, ты задаешь всегда самый лучший вопрос""."
"""How are we going to handle this?"" he continued.",«Как нам с этим справиться?» — продолжил он.,"A possible translation in Russian is as follows:
""Как мы собираемся с этим справиться?"" - продолжил он."
"""Part of it is acknowledging that the likelihood of fewer weather catastrophes, absent of continued movement on dealing with global warming, it's just not going to happen.""","«Частично — это признать то, что климатических катастроф не станет меньше и без регулярного движения против глобального потепления нельзя обойтись».","A possible translation in Russian is as follows:
""Часть из этого состоит в признании того, что вероятность меньшего количества погодных катастроф, при отсутствии дальнейшего движения в борьбе с глобальным потеплением, просто не произойдет""."
"Biden said he was shocked by the record wildfires in the country during 2021, expressing alarm that global warming was a major contribution.","Байден признался, что его потрясло число лесных пожаров, произошедших в стране за 2021 год, и выразил опасения, что главной причиной послужило глобальное потепление.","A possible translation in Russian is as follows:
Байден сказал, что он был потрясен рекордными лесными пожарами в стране в течение 2021 года, выразив тревогу по поводу того, что глобальное потепление является основным фактором."
"""So we have to act,"" he said.","«Поэтому мы должны действовать», — сказал он.","A possible translation in Russian is as follows:
""Поэтому мы должны действовать"", - сказал он."
Biden said the first step was to save lives and care for the families who were affected by the storms.,"Байден заявил, что главное — это спасение людей и забота о семьях, которые пострадали в результате бури.","AI The translation in Russian is as follows: Байден сказал, что первый шаг - это спасение жизней и забота о семьях, которые пострадали от бури."
"""I promise you.",«Я обещаю вам.,"A possible translation in Russian is as follows:
 ""Я обещаю вам."
Whatever is needed.,"Все, что необходимо.","A possible translation in Russian is as follows:
Что угодно, что потребуется."
"Whatever is needed, the federal government is going to supply it,"" Biden said.","Все, что потребуется, предоставит федеральное правительство», — сказал Байден.","A possible translation is:
Что бы ни понадобилось, федеральное правительство будет это предоставлять», — сказал Байден."
He said he would continue to monitor the storm recovery closely and do whatever was needed by the federal government.,"Он сказал, что продолжит непосредственно следить за работами по восстановлению после шторма и делать все, что необходимо со стороны федерального правительства.","A possible translation in Russian is as follows:
Он сказал, что будет продолжать внимательно следить за восстановлением после бури и делать все, что потребуется от федерального правительства."
"""I want folks in all these states to know.","«Я хочу, чтобы народ всех этих штатов знал.","A possible translation in Russian is as follows:
""Я хочу, чтобы люди во всех этих штатах знали."
We're going to get through this.,Мы это преодолеем.,"A possible translation in Russian is as follows:
Мы пройдем через это."
"We're going to get through this together and the federal government is not going to walk away,"" he said.","Мы преодолеем это вместе, и федеральное правительство не останется в стороне», — заявил он.","A possible translation is: Мы пройдем через это вместе, и федеральное правительство не уйдет, - сказал он."
"""This is one of those times when we aren't Democrats or Republicans.""","«Это время, когда неважно, демократы мы или республиканцы».","A possible translation in Russian is as follows:
""Это один из тех случаев, когда мы не демократы и не республиканцы""."
The president said he would visit the storm affected areas when it was clear he would not get in the way of local rescue efforts.,"Президент сообщил, что посетит районы, пострадавшие от бури, когда это точно не помешает местным спасательным работам.",A President said he would visit the areas affected by the storm when it was clear he would not get in the way of local rescue efforts.
"""I do plan on going,"" he said.","«Я собираюсь поехать», — сообщил он.","A possible translation in Russian is as follows:
""Я планирую поехать"", - сказал он."
Can you please disconnect your eReader from the computer and try a factory reset?,Можете отсоединить Вашу электронную книгу от компьютера и попробовать сбросить настройки до заводских?,"A possible translation in Russian is as follows:
Вы можете отсоединить свою электронную книгу от компьютера и попробовать сбросить настройки до заводских?"
This will delete the information on your eReader but you can make a back up and transfer the information again afterwards,"Это действие удалит информацию с вашего устройства eReader, но вы можете сделать резервную копию и перенести информацию обратно после его выполнения","A possible translation in Russian is as follows:
Это удалит информацию с вашего электронного устройства, но вы можете сделать резервную копию и перенести информацию снова позже."
You can follow these steps:,Вы можете выполнить следующие действия:,"A possible translation in Russian is:
Вы можете выполнить следующие действия:"
"To perform a factory reset on your #PRS_ORG#, please follow the steps below:","Чтобы выполнить сброс #PRS_ORG# до заводских настроек, выполните следующие действия:","A factory reset on your #PRS_ORG# can be performed by following these steps:

1. Press and hold the power button for 10 seconds until the device turns off.
2. Press and hold the power button again for 10 seconds until the device turns on.
3. Once the device is on, go to the settings menu and select “Factory Reset”.
4. Follow the on-screen instructions to complete the factory reset process."
Go to your Home screen.,Вернитесь на главный экран.,"A possible translation in Russian is as follows:
Перейдите на главный экран."
Tap Home at the top of the screen.,Нажмите «Главный экран» в верхней части экрана.,"A possible translation in Russian is as follows:
Нажмите «Главный экран» в верхней части экрана."
Tap Settings.,Нажмите «Настройки».,A sound is played to indicate that the device is ready to use.
Tap Device information.,Нажмите «Сведения об устройстве».,"A possible translation in Russian is as follows:
Нажмите «Сведения об устройстве»."
Tap Factory reset under Advanced.,В «Продвинутые» нажмите «Сбросить до заводских настроек».,AI This will erase all data on your device.
Tap Reset Now.,Нажмите «Сброс».,"A possible translation in Russian is as follows:
Нажмите «Сброс сейчас»."
Please visit the following link and follow the steps to create a new password,"Пожалуйста, перейдите по следующей ссылке и выполните указанные действия, чтобы создать новый пароль","A possible translation in Russian is as follows:
Пожалуйста, посетите следующий ссылку и выполните действия для создания нового пароля."
Let me know if you were able to create your new password and sign in with it,"Сообщите мне, смогли ли вы создать новый пароль и войти в учетную запись с ним","A possible translation in Russian is as follows:
Посоветуйте, смогли ли вы создать свое новое пароль и войти в систему с ним"
"Ok, please do me the favour to follow the next steps>","Хорошо, сделайте мне одолжение, выполните следующие действия>","A possible translation in Russian is as follows:
Хорошо, пожалуйста, выполните следующие действия для меня>"
"Plug the wall charger (not included) to a power outlet, and then connect your eReader to the wall charger.","Подключите настенное зарядное устройство (не входит в комплект) к розетке, а затем подключите вашу электронную книгу к настенному зарядному устройству.","A possible translation in Russian is as follows:
Подключите зарядное устройство для зарядки от розетки (не входит в комплект) и затем подключите электронную книгу к зарядному устройству."
"Press and hold the power button until you see the words ""Powered off"" at the top of the screen.","Нажмите и удерживайте кнопку питания, пока не увидите надпись «Питание выключено» в верхней части экрана.","A possible translation in Russian is as follows:
Нажмите и удерживайте кнопку питания, пока не увидите надпись ""Выключено"" в верхней части экрана."
Continue holding down the power button for 3-4 seconds.,Удерживайте кнопку питания в течение 3–4 секунд.,"A possible translation in Russian is as follows:
Продолжайте нажимать на кнопку питания в течение 3-4 секунд."
Release the power button.,Отпустите кнопку питания.,"A possible translation in Russian is as follows:
Отпустите кнопку питания."
Press and hold the power button on your eReader for 30 seconds.,Нажмите и удерживайте кнопку питания электронной книги в течение 30 секунд.,"A possible translation in Russian is as follows:
Дождитесь, пока на экране вашего электронного устройства появится надпись ""Отключить"", и удерживайте кнопку питания в течение 30 секунд."
Wait for the 'Restore' screen to appear.,Дождитесь появления экрана «Восстановление».,"A possible translation in Russian is as follows:
Ждите появления экрана ""Восстановление""."
Release the power button.,Отпустите кнопку питания.,"A possible translation in Russian is as follows:
Отпустите кнопку питания."
"After the e-reader has been reset, it will ask you to set your language preferences and a WiFi network.",После сброса настроек электронной книги он попросит вас настроить язык и сеть Wi-Fi.,"A possible translation in Russian is as follows:
После того, как электронная книга будет сброшена, она попросит вас установить языковые предпочтения и сеть Wi-Fi."
After that you will need to sign in with your e-mail address and password,После этого вам нужно будет войти в учетную запись со своим адресом электронной почты и паролем,"A possible translation in Russian is as follows:
После этого вам нужно будет войти в систему с помощью адреса электронной почты и пароля"
Change your font settings with the menu at the bottom:,Измените настройки шрифта в меню снизу:,"A possible translation in Russian is as follows:
Измените настройки шрифта в меню в нижней части:"
Adjust font style: Tap the dropdown menu beside ‘Font Face’ to select from a list of available fonts.,Настройте стиль шрифта: откройте раскрывающееся меню в пункте «Начертание шрифтов» и выберите один из списка доступных шрифтов.,"A possible translation in Russian is as follows:
Соответствуйте стилю шрифта: нажмите на выпадающее меню рядом с «Шрифт» для выбора из списка доступных шрифтов."
Adjust font size: Drag thecircle icon beside ‘Font Size’ to change the size of the text.,"Настройте размер шрифта: перетащите круглый значок в пункте «Размер шрифта», чтобы изменить размер текста.","A possible translation in Russian is as follows:
Соответствуйте размеру шрифта: перетащите значок кружочка рядом с «Размер шрифта», чтобы изменить размер текста."
Adjust line spacing: Drag thecircle icon beside ‘Line Spacing’ to increase or decrease the space between the lines of type.,"Настройте межстрочный интервал: перетащите круглый значок в пункте «Межстрочный интервал», чтобы увеличить или уменьшить интервал между строками.","A possible translation in Russian is as follows:
Соотношение между строками: перетащите значок кружочка рядом с «Соотношение между строками», чтобы увеличить или уменьшить промежуток между строками текста."
Adjust margins: Drag the slider beside Margins to make the margins bigger or smaller.,"Настройте поля: перетащите ползунок в пункте «Поля», чтобы сделать поля больше или меньше.","A possible translation in Russian is as follows:
Соответствовать полям: перетащите ползунок рядом с полями, чтобы увеличить или уменьшить поля."
"Set the text justification:  Beside ‘Justification’, select your choice of justification.",Настройте выравнивание текста: в пункте «Выравнивание» выберите тип выравнивания.,"A possible translation in Russian is as follows:
Установить выравнивание текста: Рядом со «Выравнивание» выберите вариант выравнивания."
"When you change the way text looks, your eReader remembers your preferred size and style, and applies it to other books you’re reading.","Когда вы изменяете вид текста, ваша электронная книга запоминает предпочитаемый размер и стиль, и затем применяет их к другим книгам, которые вы читаете.","A possible translation in Russian is as follows:
Когда вы меняете внешний вид текста, ваш электронный книжный формат помнит ваш предпочитаемый размер и стиль и применяет его к другим книгам, которые вы читаете."
"If you’re reading a PDF, you can’t change the size or style of the text.","Если вы читаете PDF-файл, вы не можете изменить размер и стиль текста.","A possible translation in Russian is as follows:
Если вы читаете PDF, вы не можете изменить размер или стиль текста."
"Thank you for taking the time to talk with me today and I hope I have managed to resolve your query, if you wouldn't mind rating our chat today based on my customer service skills I would really appreciate it, the rating button can be found on this chat.","Спасибо, что уделили время, чтобы поговорить со мной сегодня, надеюсь, что мне удалось помочь Вам разобраться с Вашим запросом, если Вы не против, оцените наш разговор на основании моих навыков обслуживания клиентов, примите мою признательность за это, кнопка оценки находится в этом диалоге.","A possible translation in Russian is as follows:
Спасибо, что уделили время, чтобы поговорить со мной сегодня, и надеюсь, что мне удалось разрешить ваш вопрос. Если вы не против, оцените наш разговор сегодня на основе моих навыков обслуживания клиентов, я бы очень хотел это сделать, кнопка оценки находится в этом разговоре."
I hope you have a great day and please come back to us if you need any further assistance.,"Желаю Вам хорошего дня, возвращайтесь, если понадобится любая дополнительная помощь.","A possible translation in Russian is as follows:
Желаю Вам хорошего дня и призываю Вас вернуться к нам, если Вам понадобится какая-либо дополнительная помощь."
If they cannot find you they will surely call.,"Если они не смогут найти вас, они обязательно позвонят.","A possible translation in Russian is as follows:
Если они не смогут найти вас, они обязательно позвонят."
However it is better that once they are nearby your delivery address you can contact them instead.,"Однако будет лучше, если, как только они будут рядом с вашим местом доставки, вы сможете связаться с ними вместо этого.","A possible translation in Russian is as follows:
Однако лучше, когда они будут рядом с вашим адресом доставки, вы можете связаться с ними вместо этого."
Makeshift Munster crush Wasps in Champions Cup cracker,Мюнстер в экспериментальном составе обыграл Ос на Кубке чемпионов,A temporary Munster crushes Wasps in Champions Cup cracker
Munster overran Wasps in a thrillingly chaotic Heineken Champions Cup clash contested by makeshift teams besieged by Covid and injury problems.,"Мюнстер обыграла Ос в захватывающе непредсказуемой игре Heineken Champions Cup, в которой участвовали экспериментальные команды в условиях сложностей из-за Covid и травм.","A possible translation in Russian is as follows:
Мюнстер разгромил Ос Менестрели в захватывающе хаотичном матче Кубка чемпионов Хинкена, в котором участвовали сборные, задействованные в борьбе с проблемами, вызванными COVID и травмами."
