inputs,labels,predictions
"Meanwhile, the trial in the demolition court case continues to be heard in a special court.",Réttarhöld um niðurrifið eru enn í gangi hjá sérstökum dómstól.,"A meanwhile, tíðindið iðnaðarlegsins er að rannsokka í þjóðskjalasveit."
"An architect from Ahmedabad, Gujarat, Modi's home state, has proposed a towering sandstone structure 161 feet (49 meters) high with five domes.","Arkitekt frá Ahmedabad í Gujarat, heimaríki Modi, hefur lagt fram tillögu um 49 metra (161 fets) háa sandsteinsbyggingu með fimm hvelfingum.","A íslenska: Tímiður frá Ahmedabad, Gujarat, landið sem er hjá Modi, heimilandi hans, haft gert færslu um en 161 fót (49 meter) hægur stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun stórun st"
"Yogi Adityanath, Uttar Pradesh's chief minister and a Hindu monk, requested that Ayodhya hold a special cleaning and purification ceremony and for all of the city's temples to light oil lamps ahead of Modi's visit, the Press Trust of India news agency reported.","Yogi Adityanath, aðalráðherra Uttar Pradesh og hindúmunkur, bað um að Ayodhya myndi halda sérstaka hreinsunarathöfn og að öll hof borgarinnar kveiktu á olíulömpum fyrir heimsókn Modi, samkvæmt fréttastofunni Press Trust of India.","Að Yogi Adityanath, Uttar Pradesh's chief minister og en hindúskristlur, bjóða breytt að Ayodhya til að hópa en hægt og skilgreinið þjóðarbókunarmiðjan og að allt kirkjanum í byggðinni tekið ölulampanir fyrir Modi's vísa, en þessi upplýsingar var að gert af Press Trust of India, breytingarmiðlar."
"Adityanath said the occasion marked the end of a ""500-year struggle,"" PTI reported.","Adityanath kvað þessa athöfn marka lok „500 ára átaka,“ sagði PTI.","A possible translation in Icelandic is as follows:
Adityanath sagdeð atilgannið varð einstigur um að bæta að ""500-árar flokkur,"" en PTI gengiðið."
Kanye West issues public apology to wife Kim Kardashian after marriage revelations,Kanye West biður eiginkonu sína Kim Kardashian afsökunar opinberlega eftir uppljóstranir úr hjónabandinu,"A possible translation in Icelandic is as follows:
Kanye West sendir tilbúða umhverfislega gegnum Kim Kardashian efter upplýsingar um þjóðhætti"
"Kanye West has apologised to wife Kim Kardashian for going public with a ""private matter.""",Kanye West hefur beðið eiginkonu sína Kim Kardashian afsökunar á því að hafa talað opinberlega um „einkamál“.,"A possible translation in Icelandic is as follows:
Kanye West er hægt til kynnið Kim Kardashian eiga að hluta um ""privatum"" á sviði."
The rapper revealed during an event in South Carolina that the couple had considered aborting their first child.,Rapparinn sagði frá því á viðburði í Suður-Karólínu að parið hefði íhugað þungunarrof áður en fyrsta barn þeirra fæddist.,A rapper fannst í South Carolina og berðið að það haddu sýndi að fjölskyldaðu þeirra þjóðhættu barnet.
"Following a tumultuous week in which he made a series of claims against his wife and her family, West has now tweeted an apology.",Eftir að hafa sett fram röð ásakana gegn eiginkonu sinni og fjölskyldu hennar í viðburðaríkri viku hefur West nú birt afsökun á Twitter.,"A possible translation in Icelandic is as follows:
Félagið West hættið upphafið í hjáðu sínu ískuðu vikuna sem hann gerti gegnum hanns hustrú og hanns fæðings. Félagið West sendiði nu en apósaðil."
West also reportedly paid a visit to hospital hours after being visited by Justin Bieber at his ranch in Wyoming .,West ku einnig hafa leitað til sjúkrahúss nokkrum klukkustundum eftir að Justin Bieber heimsótti hann á sveitasetur hans í Wyoming.,Að West er hægt að gera viðspjálsa við hópsins í tíma sem hann er hægt að gera viðspjálsa við Justin Bieber í sitt giljónsstöðum í Wyoming .
"He said: ""I would like to apologise to my wife Kim for going public with something that was a private matter.",Hann sagði: „Ég vil biðja eiginkonu mína Kim afsökunar fyrir að hafa opinberað nokkuð sem er einkamál.,"A possible translation in Icelandic is:
Hann sagði: ""Í kenna að banna minni kona Kim fyrir að gert að kynja það sem var einstöklega."
I did not cover her like she has covered me.,Ég stóð ekki með henni eins og hún hefur staðið með mér.,"A possible translation in Icelandic is as follows:
Ég hann rannar hann fékk hann, en hon hann rannar hann fékk honu."
"""To Kim I want to say I know I hurt you. Please forgive me. Thank you for always being there for me.""",„Til Kim vil ég segja að ég veit að ég særði þig. Fyrirgefðu mér. Takk fyrir að vera alltaf til staðar fyrir mig.“,"A possible translation in Icelandic is as follows:
""Kim, þegar þú mæti þér, vildi að sá að ég hekk ekki þér. Björn, vildu að bjóta mér? Takið þér hjartalífi. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið þér hjartað. Takið"
"West's erratic tweets including claims his wife had tried to get him locked up by doctors and he made a series of accusations against his mother-in-law, Kris Jenner.","Óútreiknanlegar Twitter-færslur West fólu meðal annars í sér fullyrðingar um að eiginkona hans hefði reynt að láta lækna loka hann inni, og hann setti einnig fram röð ásakana gegn tengdamóður sinni, Kris Jenner.",Aðalráðherra
"He also said he had tried to divorce Kardashian West, who he married in 2014.","Hann sagði einnig að hann hefði reynt að skilja við Kardashian West, sem hann giftist árið 2014.","Að hefur hann þegar hann sýndi að hafa gert skilríkun á Kardashian West, sem hann gengið við 2014."
"Amid fears for her husband's state of mind, Kardashian West, the mother of West's four children, issued a lengthy statement saying she and her family were ""powerless"" to intervene and reminded fans he has bipolar disorder.","Í miðri umræðunni um geðheilsu West, gaf Kardashian West, móðir fjögurra barna þeirra, út langa yfirlýsingu þar sem hún sagði sig og fjölskyldu sína vera „vanmáttuga“ þegar kemur að því að grípa inn í og minnti aðdáendur á að hann væri með geðhvarfasýki.","Aðalráðið: Til að það munum að skoða það, er Kardashian West, Wests hlutverkisins viðræði, þegar hún er að kynja það sem hún er orðaða að vandaði um hann, gæti hún að skilja að hún og hún fjölskiptarfamiljur húnar var ""maktlösa"" að intervenjera og þegar hún þegar það er að hún þegar það er að hún þegar það er að hún þegar það er að hún þegar það er að hún þegar það er að hún þegar það er að hún þegar það er að hún þegar það er að hún þegar"
"She said: ""He is a brilliant but complicated person who on top of the pressures of being an artist and a black man, who experienced the painful loss of his mother, and has to deal with the pressure and isolation that is heightened by his bi-polar disorder.""",Hún sagði: „Hann er frábær en flókin manneskja sem auk þess að vera undir því álagi að vera listamaður og svartur maður hefur upplifað sársaukafullan móðurmissi og þarf að glíma við álagið og einangrunina sem geðhvarfasýkin eykur enn frekar á.“,"Að það við það að það er að rannsóknarar hann er einn brjótið, men komplicið, sem hann er að rannsóknarar hann er einn brjótið, men komplicið, sem hann er að rannsóknarar hann er einn brjótið, men komplicið, sem hann er að rannsóknarar hann er einn brjótið, men komplicið, sem hann er að rannsóknarar hann er einn brjótið, men komplicið, sem hann er að rannsóknarar hann er einn brjótið, men komplicið, sem hann er að rannsóknarar hann er einn brjótið, men komplicið, sem hann er að rannsóknarar hann er einn brjótið,"
"She added that she has not discussed his condition before because she is ""very protective of our children and Kanye's right to privacy when it comes to his health.""",Hún bætti því við að hún hefði ekki rætt um sjúkdóm hans áður vegna þess að hún passar „mjög vel upp á rétt barnanna okkar og Kanye til friðhelgi einkalífsins í tengslum við heilsufar“.,Að það að gera að rannsóknir eru að rannsokkaðar af því að það eru að rannsóknir eru að rannsokkaðar af því að það eru að rannsóknir eru að rannsokkaðar af því að það eru að rannsóknir eru að rannsokkaðar af því að það eru að rannsóknir eru að rannsokkaðar af því að það eru að rannsóknir eru að rannsokkaðar af því að það eru að rannsóknir eru að rannsokkaðar af því að það eru að rannsóknir eru að rannsokkaðar af því að það
"She added: ""But today, I feel like I should comment on it because of the stigma and misconceptions about mental health.""","„En í dag finnst mér ég þurfa að segja eitthvað um það vegna þeirrar skammar og ranghugmynda sem fólk hefur um geðheilbrigði,“ bætti hún við.","A possible translation in Icelandic is: ""Hún sagði: ""Mennið er að aldri að gera að bæta um það, en það sem ég vil að skráa um það, er að aldri að gera að bæta um það, eða að það er aðalægu og það er aðalægur um hlutverk."""
West made his abortion claims during an event on July 19.,West lét ummæli sín um þungunarrof falla á viðburði 19. júlí.,"A possible translation in Icelandic is as follows:
Vestur hann fékk sérkjenduðið á hlutverki 19. júní."
North Korea declares state of emergency as Covid-19 case reported,Lýst yfir neyðarástandi í Norður-Kóreu eftir grun um Covid-19,A North Korea declara ríkissjúkræft við Covid-19-fænomeni
"North Korean leader Kim Jong-un convened an emergency politburo meeting after a person suspected of having Covid-19 returned from South Korea after illegally crossing the border this month, state media said on Sunday.","Kim Jong-un, leiðtogi Norður-Kóreu, hélt neyðarfund í framkvæmdastjórn Norður-Kóreu eftir að maður sem grunur liggur á um að hafi verið smitaður af Covid-19 kom til landsins frá Suður-Kóreu er hann fór ólöglega yfir landamærin fyrr í mánuðinum, að sögn ríkisfjölmiðla á sunnudaginn.","A North Korean leader Kim Jong-un convened an emergency politburo meeting after a person suspected of having Covid-19 returned from South Korea after illegally crossing the border this month, state media said on Sunday."
"If confirmed, it would be the first case officially acknowledged by North Korean authorities, who have so far said the country has no confirmed cases of coronavirus.","Ef þetta fæst staðfest væri um fyrsta tilfellið sem yfirvöld í Norður-Kóreu viðurkenna, sem hafa hingað til haldið fram að ekkert staðfest kórónuveirusmit hafi fundist í landinu.",Að það er hægt að véra að það er fékkur fjárhættið eftir að North Korean authorities erkenntið er fékkur fjárhættið eftir að landið hafi hvert fékkur fjárhættið eftir að koronavirus.
"Kim declared a state of emergency and imposed a lockdown on the border city of Kaesong, calling it a ""critical situation in which the vicious virus could be said to have entered the country,"" state news agency KCNA reported.","Kim lýsti yfir neyðarástandi, setti á útgöngubann í landamæraborginni Kaesong og kallaði þetta „alvarlegt ástand þar sem segja má að þessi skæða veira hafi borist inn í landið,“ samkvæmt ríkisfréttastofunni KCNA.","Aðallega upphafið er að Kim gaf upphafsstofnun og gengið aðslöndun á grænskri byggð Kaesong, ennið er að hann kallaði það ""kritíklega situátti, en ekki er hægt að vinna að það virðislega virusin er inninn að landið."""
"According to KCNA, a person who defected to South Korea three years ago returned across the fortified border that divides the two Koreas with symptoms that suggested Covid-19.","Samkvæmt KCNA var það einstaklingur sem hafði flúið til Suður-Kóreu fyrir þremur árum sem snéri aftur yfir víggirt landamærin sem skilja Kóreulöndin tvö að, með einkenni sem bentu til Covid-19.","A person who defected to South Korea three years ago returned across the fortified border that divides the two Koreas with symptoms that suggested Covid-19, according to KCNA."
"""An emergency event happened in Kaesong city where a runaway who went to the south three years ago, a person who is suspected to have been infected with the vicious virus returned on 19 July after illegally crossing the demarcation line,"" KCNA said.","„Í Kaesong-borg kom upp neyðarástand þegar flóttamaður sem fór suður fyrir þremur árum, einstaklingur sem grunað er að sé smitaður af veirunni skæðu, kom aftur til landsins 19. júlí eftir að hafa farið ólöglega yfir landamærin,“ sagði KCNA.","A possible translation in Icelandic is as follows:
""Eintræðið skrudðið í Kaesŏng-si, en þessi var en runaway, en það er að kynja að hann gæðist að vera infakturður af þessi grjóna virusi, en það er að kynja að hann gæðist að aðrið að það sænast þegar hann 19. júní 2019. sýndið sig að bæta í græðslutinni."""
"KCNA did not specifically mention whether the individual had been tested, but said an ""uncertain result was made from several medical check-ups of the secretion of that person's upper respiratory organ and blood,"" prompting officials to quarantine the person and investigate anyone he may have been in contact with.","KCNA tók ekki fram hvort einstaklingurinn hefði verið prófaður en sagði að „óljós niðurstaða hefði fengist úr mörgum læknisskoðunum á sýni úr koki og nefholi, sem og blóðsýni,“ sem leiddi til þess að yfirvöld settu einstaklinginn í sóttkví og munu rannsaka alla sem hann hefur komist í návígi við.","A KCNA did not specifically mention whether the individual had been tested, but said an ""uncertain result was made from several medical check-ups of the secretion of that person's upper respiratory organ and blood,"" prompting officials to quarantine the person and investigate anyone he may have been in contact with."
"North Korea has received thousands of coronavirus testing kits from Russia and other countries, and imposed strict border closures.",Norður-Kórea hefur fengið þúsundir kórónuveiruprófunarsetta send frá Rússlandi og öðrum löndum og hefur sett strangar reglur um lokanir landamæranna.,"Að North Korea fannstið túsundar röntgenviruskvæðið frá Rusland og frá landið, og gjerti strenga grændslutslut."
"Thousands of people in the secretive nation were quarantined, but restrictions had recently eased.",Þúsundir manna í þessu leyndardómsfulla ríki voru settar í sóttkví en nýlega hefur verið létt á takmörkunum.,"A possible translation in Icelandic is as follows: Tíu mennta en þessi hlutverkislandi var aðgreindir, men greiðslusniðanirniðu rétt fékkust."
"In recent weeks, North Korea has also stepped up a campaign criticising defectors to South Korea as ""human scum"" and calling for South Korea to crack down on groups that send propaganda messages and food aid into the North.",Undanfarnar vikur hefur Norður-Kórea einnig sett aukinn kraft í herferð sem gagnrýnir fólk sem flúið hefur til Suður-Kóreu og nefnt það „úrþvætti“ og kallað eftir því að Suður-Kórea taki hart á hópum sem senda áróður og mataraðstoð til norðurs.,"A North Korea has also stepped up a campaign criticising defectors to South Korea as ""human scum"" and calling for South Korea to crack down on groups that send propaganda messages and food aid into the North."
"Kim ordered an investigation into the military units along the border where the person was suspected of crossing to ""administer a severe punishment and take necessary measures.""","Kim skipaði fyrir um rannsókn á herdeildum við landamærin þar sem grunur lék á um að einstaklingurinn hefði farið yfir, til að „grípa til harðrar refsingar og gera nauðsynlegar ráðstafanir“.","A possible translation in Icelandic is as follows:
Kim bestiðið að hætta að undirfæra enska um militære enhverðir langs grænsins, eða þar sem hann erði að kveða, fyrir að ""setja hætti á straf og tegga nødvendiga þjóðar."""
Over 30 Employees Test Coronavirus Positive At Single Bank Branch In Tamil Nadu,Fleiri en 30 starfsmenn bankaútibús í Tamil Nadu greinast með kórónuveiruna,Að það er að gera að rannsóknir á 30 vöktum á ensku
"At least 38 employees of a national bank's main branch in Tiruchirappalli, Tamil Nadu, have tested positive for coronavirus, officials from the bank and the local civic body have said.","Að minnsta kosti 38 starfsmenn aðalútibús landsbanka í Tiruchirappalli, Tamil Nadu hafa greinst með kórónuveiruna að sögn fulltrúa bankans og staðaryfirvalda.","Að þessari upphafi: Þegar hefur að kynja að least 38 tæknar á Þjóðbankasafnið í Tiruchirappalli, Tamil Nadu, hefur geta covid-19, hannar hefur sagt bankveiturar og lokale byggðasamtök."
"According to the officials, the customers who visited the bank have also been advised to voluntarily appear for coronavirus tests.",Að sögn fulltrúanna hefur viðskiptavinum sem áttu leið í bankann einnig verið ráðlagt að gefa sig fram í skimun fyrir veirunni.,"Að þessari tæki, það eru breytaðir að kundurinn sem þegar varð á banki, þegar það er hægt, þurft að vísa á coronavirus-test."
"Earlier, a senior official of the branch who was suffering from other complications, had died of COVID-19.","Áður hafði útibússtarfsmaður í stjórnunarstöðu, sem einnig stríddi við aðra sjúkdóma, látist af völdum COVID-19.","A rétum, ein höherer Beamter der Abteilung, der an anderen Komplikationen litt, starb an COVID-19."
"The positive cases came to light after a mass medical screening camp was held at the bank recently, the officials said.","Smitin komu í ljós eftir að fjöldaskimun fór fram í bankanum nýlega, að sögn fulltrúa.",Að það eru positíflaðir fælur upp á ljós efter að massa rannsóknarleikarið hætti í banki fyrir íþrótti. Sagnandi sagðu.
Senior bank officials said the disinfection process had been completed and the bank might resume operations from tomorrow.,Stjórnendur í bankanum sögðu að sótthreinsun væri lokið og að bankinn gæti opnað á ný á morgun.,Aðalbankannsóknar höfðaðið að hér er afgerit að skilðaðið undirhaldsprotsin og bankið munðið þegar hér er að hætta.
Corporation health officials are in touch with the customers who visited the bank.,Heilbrigðisfulltrúar fyrirtækisins hafa sett sig í samband við þá viðskiptavini sem heimsóttu bankann.,A Corporation health officials are in touch with the customers who visited the bank.
"Tamil Nadu, with the highest virus cases in the country after Maharashtra, has reported an overall 2,06,737 positive cases of the virus as of Saturday.","Á laugardaginn höfðu alls 206.737 tilfelli greinst í Tamil Nadu, en þar hafa næstflest tilfelli greinst í landinu, á eftir Maharashtra.","A Tamil Nadu, with the highest virus cases in the country after Maharashtra, reported an overall 2,06,737 positive cases of the virus as of Saturday."
"Kudlow says next coronavirus stimulus bill will include more checks, extend moratorium on evictions",Kudlow segir að frumvarp um næsta hvatapakka vegna kórónuveirunnar feli í sér fleiri ávísanir og frestun á útburði framlengd,"Að Kudlow sagið hvernig þegar næsta hægðasöfnunni um coronavirusurðuður viðhestur eruður við að velja fjárhæða, og hann sagið að það vilja að hækka aðri hægðasöfnun við að fjárhæða eyðilega."
White House economic adviser Larry Kudlow promised on Sunday that the federal government will extend the moratorium on evictions and send out another round of checks as part of the next coronavirus stimulus package.,"Larry Kudlow, efnahagsráðgjafi Hvíta hússins, lofaði því á sunnudaginn að alríkisstjórnin myndi framlengja frestun á útburði og senda aftur út ávísanir sem hluti af næsta hvatapakka vegna kórónuveirunnar.","Aðalráðherra í Bjartasogiðinum við Bjartastaðirinum, Larry Kudlow, veitur á Sunday að federaalskipanirnir tærastar þegarfarir að uppheyrast þjóðskráinu og sendir nýtt rannsóknarskráningur sem þegarfarir að uppheyrast þjóðskráinu en það eru einstöður af þjóðskráinsstimuluspakkettið fyrir corona."
Kudlow's comments come after a week where the White House's hoped for payroll tax cuts were shot down by Congress.,"Ummæli Kudlow koma fram nú, en Hvíta húsið hafði í vikunni vonast til að þingið myndi hafna tillögum um lækkun launaskatts.",Að Kudlows kommentarar eru eftir þess að hlutverkjunum hlutverkjandi húsins um skattlega rannsóknaðarafloðið fékkur afkast í þessum hjávandi hlutverksveðjum.
"""There's a $1,200 check coming.  That is going to be part of the new package.  I would have preferred a payroll tax cut, on top of that check,"" Kudlow said on CNN's ""State of the Union.""","„Það er 1200 dala ávísun á leiðinni.  Það verður hluti af nýja pakkanum.  Ég hefði kosið lækkun launaskatts til viðbótar við ávísunina,“ sagði Kudlow í þættinum „State of the Union“ á CNN.","A $1,200 check is coming. That is going to be part of the new package. I would have preferred a payroll tax cut, in addition to that check, Kudlow said on CNN's ""State of the Union."""
"""But, be that as it may, politically, it doesn't work.""",„En hvað sem því líður gengur það ekki upp pólitískt séð.“,"A possible translation in Icelandic is:
""Menntunarlíf er hér að hætta, politikarlega, það gæti ekki."""
"While no deal has been officially announced, Treasury Secretary Steve Mnuchin and White House chief of staff Mark Meadows have been on Capitol Hill recently to discuss the details of a new relief package with congressional leaders.","Þrátt fyrir að ekkert samkomulag hafi verið opinberað hafa fjármálaráðherrann Steve Mnuchin og Mark Meadows, starfsmannastjóri Hvíta hússins, verið á Capitol Hill nýlega til að ræða smáatriði nýja hvatapakkans við leiðtoga þingsins.",Aðalráðherra Steve Mnuchin og stöðukona Mark Meadows varaðir í Kapitolheiðið fékk síðan að tala um góðanotkunararframleiðslur í nýju hjálpveitu pakkett.
"On ending the additional $600 in unemployment benefits the federal government was supplying, Kudlow argued that the extra money was hurting small businesses from hiring workers.",Þegar Kudlow var inntur eftir skoðunum á því að alríkisstjórnin ætlaði að hætta 600 dala aukagreiðslum í atvinnuleysisbætur hélt hann því fram að þessir aukapeningar gerðu litlum fyrirtækjum erfitt fyrir að ráða fólk í vinnu.,Aðalráðherra Kudlow hefur hægt að hjáða að velja það sem eru þjónustuverðir í þjónustuheimili og þjónustaheimili í þjónustuheimili.
"""We have had a flood of inquiries and phone calls and complaints that small stores and businesses, restaurants can't hire people back,"" he said.","„Við höfum fengið flóð fyrirspurna og símtala og kvartana um að litlar verslanir, fyrirtæki og veitingastaðir geti ekki ráðið fólk aftur í vinnu,“ sagði hann.","A possible translation in Icelandic is as follows:
""Vi har fått en flod av frågor, telefonsamtal och klagomål om att små butiker och företag, restauranger inte kan anställa folk igen"", sade han."
"""They went too far. Maybe last March, it was necessary for that, but, really, there are consequences of people not returning to work.""",„Það var gengið of langt. Kannski var þetta nauðsynlegt í mars en í raun eru afleiðingarnar þær að fólk snýr ekki aftur til vinnu.“,"A possible translation in Icelandic is as follows:
Það gengið er hægt. Það var mögulegt að mars 2019, en eflaðið er að það er hægt, en eflaðið er að það er hægt, er efnaðar þegar mennur velja að velja að viðfarast að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að vera að"
"Mnuchin earlier in the day on ""Fox News Sunday"" said it a little more bluntly: ""I think workers and Americans understand the concept that you shouldn't be paid more to stay home than to work.""",Mnuchin var ögn berorðari fyrr um daginn í „Fox News Sunday“: „Ég held að launafólk og Bandaríkjamenn skilji að þú ættir ekki að fá meira greitt fyrir að vera heima en að vinna.“,"A possible translation in Icelandic is as follows:
Mnuchin sagde tidligere på dagen på ""Fox News Sunday"" det en smule direkte: ""Jeg tror, at arbejdere og amerikanere forstår begrebet, at man ikke bør betales mere til at være hjemme end at arbejde."""
"Mnuchin said the new bill will provide additional unemployment benefits, but noted that it will be less than the payments issued under the CARES Act.",Mnuchin sagði að nýja frumvarpið myndi fela í sér auknar atvinnuleysisbætur en að þær yrðu lægri en greiðslurnar samkvæmt CARES-lögunum.,"A Mnuchin said the new bill will provide additional unemployment benefits, but noted that it will be less than the payments issued under the CARES Act."
He said some workers were collecting more than they earned on the job.,Hann sagði sumt launafólk fá meira greitt en það hefði unnið sér inn í vinnu.,A possible translation in Icelandic is:
"As a result, when businesses were reopening some employees did not have an incentive to return to work.",Þess vegna væri enginn hvati fyrir sumt starfsfólk að snúa aftur til vinnu þegar fyrirtæki opnuðu á ný.,"A possible translation in Icelandic is as follows:
Fyrir þessi, eftir að hlutablaðasögnir við að opnuðu, var að það sem varuð að gera að það að þegar verkaði, fékk að aldri að vera."
